  0:   78| [55] [√Before Chapter3]
  1:   86| [45] [――そうして他愛のない話を重ね――]
  2:   97| [45] [気づけば、時計は夜１０時を回っていた。]
  3:  203| [45] [悠里もウトウトし始めている。]
  4:  208| [45] [夏彦はためらいつつも、声を上げた。]
  5:  355| [47] [夏彦]
  6:  358| [45] [「……ましろ、そろそろ帰る時間じゃないか？」]
  7:  400| [47] [ましろ]
  8:  403| [45] [「え？　あ……もうこんな時間かぁ」]
  9:  429| [47] [ましろ]
 10:  432| [45] [「う～、もうちょっと話したいんだけどなぁ……」]
 11:  440| [47] [夏彦]
 12:  443| [45] [「でも親御さんも心配するだろ？」]
 13:  469| [47] [サリュ]
 14:  472| [45] [「それに、明日も会える」]
 15:  544| [47] [ましろ]
 16:  547| [45] [「ん……そうだよね」]
 17:  573| [47] [ましろ]
 18:  576| [45] [「わかった、それじゃ今日のところは帰るよ」]
 19:  684| [47] [ましろ]
 20:  687| [45] [「じゃあね夏彦、サリュ、悠里。また明日」]
 21:  728| [47] [悠里]
 22:  731| [45] [「ましろん、またね～」]
 23:  739| [47] [サリュ]
 24:  742| [45] [「ん」]
 25:  758| [47] [夏彦]
 26:  761| [45] [「あ、ちょっと玄関先まで送っていくよ」]
 27:  787| [47] [ましろ]
 28:  790| [45] [「え、今度は夏彦が？　……まぁでも頼もうかな」]
 29:  813| [45] [夏彦の申し出に、ましろはうなずいた。]
 30:  991| [45] [玄関先に出てから、夏彦は彼女に言う。]
 31:  999| [47] [夏彦]
 32: 1002| [45] [「ましろ、今日は色々ありがとな」]
 33: 1028| [47] [ましろ]
 34: 1031| [45] [「えぇぇ？　どうしたの改まって？」]
 35: 1039| [47] [夏彦]
 36: 1042| [45] [「いや……サリュとぼくが打ち解けるよう、頑張ってくれたんだろ？」]
 37: 1068| [47] [ましろ]
 38: 1071| [45] [「あーまーね、おせっかいかもしれないけど」]
 39: 1079| [47] [夏彦]
 40: 1082| [45] [「でも、歓迎会をやるってのは正解だったよ。やっぱ美味しい食事をみんなで囲むと、雰囲気も和むな」]
 41: 1109| [47] [ましろ]
 42: 1112| [45] [「料理というのは不思議な力があるんだよ。人の心を通わせるためには、時としてＢＣより強い力となる……なんつってね」]
 43: 1135| [45] [照れ笑いを浮かべるましろに、夏彦は苦笑して言う。]
 44: 1143| [47] [夏彦]
 45: 1146| [45] [「それにしても、ましろと結婚する男は幸福だな。こんな料理をいつでも食べられるなんて」]
 46: 1172| [47] [ましろ]
 47: 1175| [45] [「なにそれ、コッテコテのくどき文句？　似合わないからやめた方がいいよ」]
 48: 1183| [47] [夏彦]
 49: 1186| [45] [「あぁくどき文句だ。今日のお前には、こんな事も言いたくなる」]
 50: 1212| [47] [ましろ]
 51: 1215| [45] [「テキトーなこと言っちゃって……ま、料理への褒め言葉として受け取っとくよ」]
 52: 1220| [45] [夏彦の軽口を、ましろはあっさりいなした。]
 53: 1225| [45] [ましろがそうする事をわかっているから、冗談も言えるのだ。]
 54: 1230| [47] [夏彦]
 55: 1231| [45] [（……どのみち、そんな将来のことなんか考えられないしな）]
 56: 1239| [47] [夏彦]
 57: 1242| [45] [「まぁとにかくありがとう。近いうちちゃんとお礼もするよ」]
 58: 1268| [47] [ましろ]
 59: 1271| [45] [「ん、期待しとくよ。それじゃあまた明日ね」]
 60: 1279| [47] [夏彦]
 61: 1282| [45] [「あぁ、また明日な」]
 62: 1315| [45] [別れの挨拶を交わし、夏彦は家に戻っていった。]
 63: 1412| [47] [夏彦]
 64: 1415| [45] [「あぁ、また明日な」]
 65: 1473| [45] [夏彦たちの声を背に、ましろは部屋を出て行った。]
 66: 1558| [45] [ましろが帰ると同時に、夏彦はいつもと同じように玄関の鍵を閉めた。]
 67: 1565| [45] [そしてリビングに戻る。]
 68: 1649| [45] [ましろがいなくなったリビングは、静かなものだった。]
 69: 1765| [47] [悠里]
 70: 1768| [45] [「す～……」]
 71: 1773| [45] [悠里はソファで眠りに落ちていた。]
 72: 1857| [45] [サリュも眠そうにしながら、夏彦に言う。]
 73: 1865| [47] [サリュ]
 74: 1868| [45] [「それじゃ夏彦、私は日課があるので部屋に戻る」]
 75: 1876| [47] [夏彦]
 76: 1879| [45] [「そう言えば昨日も言っていたな。日課ってなんだ？　勉強か？」]
 77: 1905| [47] [サリュ]
 78: 1908| [45] [「筋力トレーニング」]
 79: 1916| [47] [夏彦]
 80: 1919| [45] [「え！？　筋力……え？」]
 81: 1927| [47] [夏彦]
 82: 1930| [45] [「……そんな趣味もあったのか？」]
 83: 1938| [47] [サリュ]
 84: 1941| [45] [「趣味というか、習慣。昔から１日も欠かしていない」]
 85: 1967| [47] [サリュ]
 86: 1970| [45] [「やらなければ、なんだかそわそわする」]
 87: 1978| [47] [夏彦]
 88: 1981| [45] [「そ、そうなんだ……」]
 89: 1986| [45] [サリュのパーソナリティは、聞くほどに驚きがあった。]
 90: 1994| [47] [夏彦]
 91: 1997| [45] [「文武両道ってやつか……？　なんにしろすごいな」]
 92: 2023| [47] [サリュ]
 93: 2026| [45] [「それほどの事ではない。それじゃ」]
 94: 2050| [45] [サリュはそそくさと、リビングを出て行こうとした。]
 95: 2074| [45] [だが廊下に続く扉の前で、立ち止まって呟く。]
 96: 2128| [47] [サリュ]
 97: 2131| [45] [「……夏彦は、空気を読むのが得意？」]
 98: 2139| [47] [夏彦]
 99: 2142| [45] [「え、なんだよいきなり」]
100: 2168| [47] [サリュ]
101: 2171| [45] [「私は苦手だから、自信がないのだけど……」]
102: 2197| [47] [サリュ]
103: 2200| [45] [「今日はみんな、楽しそうにしているように見えた。夏彦も楽しかった？」]
104: 2216| [47] [夏彦]
