  0:   41| [55] [√Before Chapter 5]
  1:   68| [45] [Natsuhiko and Salyu checked the whole town.]
  2:  128| [45] [They combed through every place Mashiro was likely to go.]
  3:  133| [45] [But there was no sign that they would find her.]
  4:  194| [47] [Natsuhiko]
  5:  197| [45] ["Dammit! Where the hell is Mashiro!?"]
  6:  223| [47] [Salyu]
  7:  226| [45] ["We should rest a bit. We've already been running around for 20 minutes."]
  8:  231| [47] [Natsuhiko]
  9:  234| [45] ["Khh... guess you're right."]
 10:  239| [45] [Natsuhiko combed through his disheveled hair and took a few deep breaths.]
 11:  244| [47] [Natsuhiko]
 12:  247| [45] ["... Dammit, Mashiro, you're not making it any easier for us...!"]
 13:  252| [45] [As he muttered that, Salyu responded in a cold voice.]
 14:  278| [47] [Salyu]
 15:  281| [45] ["You've been cursing this whole time, Natsuhiko. If it's that frustrating, then you don't have to look for her."]
 16:  307| [47] [Salyu]
 17:  310| [45] ["Besides, you think Mashiro's mistaken about there being terrorists, don't you?"]
 18:  315| [47] [Natsuhiko]
 19:  318| [45] ["I may not believe her about the terrorists, but regardless, I'm still worried about her."]
 20:  323| [47] [Natsuhiko]
 21:  326| [45] ["Our friend is suddenly gone. You can understand that I'd be worried, right?"]
 22:  352| [47] [Salyu]
 23:  355| [45] ["No, I don't understand. Your words and your actions contradict."]
 24:  381| [47] [Salyu]
 25:  384| [45] ["If you don't believe Mashiro, then why don't you just leave her alone?"]
 26:  389| [47] [Natsuhiko]
 27:  392| [45] ["What!?"]
 28:  418| [47] [Salyu]
 29:  421| [45] ["According to you, there are no terrorists. In that case, leaving Mashiro alone would be the obvious thing to do."]
 30:  426| [47] [Natsuhiko]
 31:  429| [45] ["... That's kind of dry."]
 32:  434| [45] [Natsuhiko was a little perturbed.]
 33:  439| [47] [Natsuhiko]
 34:  442| [45] ["You've received quite a bit of Mashiro's favor too, haven't you Salyu?"]
 35:  468| [47] [Salyu]
 36:  471| [45] ["That's a completely different story. I'm just giving a logical conclusion."]
 37:  476| [47] [Natsuhiko]
 38:  479| [45] ["Hey... don't you think you're being a little too cold?"]
 39:  484| [47] [Natsuhiko]
 40:  487| [45] ["You're not gonna make any friends like that."]
 41:  514| [47] [Salyu]
 42:  517| [45] ["..."]
 43:  522| [47] [Natsuhiko]
 44:  525| [45] ["...!"]
 45:  530| [45] [Natsuhiko regretted those words as soon as they left his lips. That was essentially an outburst of anger.]
 46:  535| [45] [But Salyu calmly replied.]
 47:  567| [47] [Salyu]
 48:  570| [45] ["That's fine. It's impossible for me to have friends anyway."]
 49:  575| [47] [Natsuhiko]
 50:  578| [45] ["Hey... That's not fine at all. They say humans need others in order to live."]
 51:  604| [47] [Salyu]
 52:  607| [45] ["Then let me turn the question around. What exactly is a 'friend'?"]
 53:  612| [47] [Natsuhiko]
 54:  615| [45] ["Huh...?"]
 55:  620| [47] [Natsuhiko]
 56:  623| [45] ["A friend is someone you frequently do stuff with..."]
 57:  628| [47] [Natsuhiko]
 58:  631| [45] ["And, well, you share in each other's fun times and sad times, I guess?"]
 59:  636| [45] [Natsuhiko gave a general answer to Salyu's blunt question.]
 60:  662| [47] [Salyu]
 61:  665| [45] ["Yes. That's what I've heard friends were like."]
 62:  691| [47] [Salyu]
 63:  694| [45] ["And that's why it's impossible for me to make friends."]
 64:  699| [47] [Natsuhiko]
 65:  702| [45] ["It's not impossible, is it? If you think normally..."]
 66:  728| [47] [Salyu]
 67:  731| [45] ["It really is impossible."]
 68:  736| [45] [Salyu interrupted Natsuhiko-- and informed him of a truth he had never heard before.]
 69:  744| [47] [Salyu]
 70:  747| [45] ["I cannot understand other people's feelings at all."]
 71:  755| [47] [Salyu]
 72:  758| [45] ["Because my brain lacks that function."]
 73:  763| [47] [Natsuhiko]
 74:  766| [45] ["Wh-what...?"]
 75:  771| [45] [Natsuhiko unintentionally gasped.]
 76:  776| [47] [Natsuhiko]
 77:  779| [45] ["B-but Salyu, you still have emotions, don't you?"]
 78:  805| [47] [Salyu]
 79:  808| [45] ["Of course. Even I can have emotions."]
 80:  813| [47] [Natsuhiko]
 81:  816| [45] ["Then can't you just apply that to other people...?"]
 82:  824| [47] [Salyu]
 83:  827| [45] ["No, I cannot."]
 84:  835| [47] [Salyu]
 85:  838| [45] ["Even though I understand that other people have emotions, I cannot comprehend how those emotions change."]
 86:  846| [47] [Salyu]
 87:  849| [45] ["That is my defect. What I lost in exchange for high functionality elsewhere."]
 88:  854| [47] [Natsuhiko]
 89:  857| [45] ["...!"]
 90:  883| [47] [Salyu]
 91:  886| [45] ["All I can do is judge whether to believe or to reject the words of others."]
 92:  894| [47] [Salyu]
 93:  897| [45] ["Nonverbal and finely nuanced expressions of emotion are beyond my comprehension."]
 94:  905| [47] [Salyu]
 95:  908| [45] ["And now you say you don't believe there are terrorists. And yet you're looking for Mashiro. That's a contradiction."]
 96:  934| [47] [Salyu]
 97:  937| [45] ["I'm just confused about that."]
 98:  942| [45] [Salyu hung her head as she finished.]
 99:  947| [47] [Natsuhiko]
100:  948| [45] [(Is that even possible...?)]
101:  953| [45] [But despite his doubts, he felt a sinking feeling in his stomach.]
102:  958| [47] [Natsuhiko]
103:  959| [45] [(I see now... So that's why she treasures Alice so much.)]
104:  964| [45] [Salyu said that ARMS was a device meant to read the moods of others.]
105:  969| [45] [So that was why she couldn't ever be without it.]
