  0:   53| [55] [√After Chapter2]
  1:   61| [45] [――非常階段を駆け降りると、]
  2:  173| [45] [その下はまだ火の海だった。]
  3:  178| [45] [プロキオンの警告音が響く中、風見と洵が２本の消火ホースを使って、必死に炎を食い止めているのが見える。]
  4:  213| [47] [洵]
  5:  216| [45] [「あっ、戻って来た！？」]
  6:  257| [47] [風見]
  7:  260| [45] [「隊長！　もう大丈夫なのですか！？」]
  8:  268| [47] [渡瀬]
  9:  271| [45] [「気遣い無用だ！　それよりオレに手伝える事はあるか！？」]
 10:  343| [47] [洵]
 11:  346| [45] [「放水手伝ってもらいたいけど――」]
 12:  351| [45] [渡瀬はその言葉を聞きながら、周囲を見回す。]
 13:  362| [45] [風見と洵の周囲以外は、ほとんど炎に包まれていた。]
 14:  367| [45] [熱波と水蒸気が渦を巻いていて、息をするだけで肺が焼けそうだった。]
 15:  393| [47] [風見]
 16:  396| [45] [「今の隊長には危険です！　お下がり下さい！」]
 17:  411| [47] [渡瀬]
 18:  412| [45] [（いや、『消防はチームワーク』だ！　オレにも何かできる事があるはずだ！）]
 19:  417| [45] [渡瀬はあえてその場に留まった。]
 20:  471| [45] [渡瀬は一瞬、逡巡した。風見の言う通り下がるべきか――]
 21:  476| [47] [渡瀬]
 22:  477| [45] [（いや、『消防はチームワーク』だ！）]
 23:  491| [47] [渡瀬]
 24:  492| [45] [（オレにも何かできる事があるはずだ！）]
 25:  497| [45] [渡瀬はあえてその場に留まった。]
 26:  511| [47] [渡瀬]
 27:  514| [45] [「オレは後方から状況を見る！　何かあれば警告するからな！」]
 28:  540| [47] [洵]
 29:  543| [45] [「おぉ、ありがと隊長！」]
 30:  569| [47] [風見]
 31:  572| [45] [「恐れ入ります！」]
 32:  636| [45] [２人がそう叫び、放水を続ける。]
 33:  641| [47] [渡瀬]
 34:  642| [45] [（しかしこの火は、もはや人力では厳しいか……！？）]
 35:  647| [45] [渡瀬がそう思った瞬間――]
 36:  781| [45] [周囲の炎が、大きくうねった。]
 37:  789| [47] [渡瀬]
 38:  792| [45] [「な！？」]
 39:  797| [45] [天井を焼いていた炎の先端が、ゆらりと地上へ降りて来る。]
 40:  802| [45] [それはまるで、巨大な蛇がのたうつように――]
 41:  816| [47] [渡瀬]
 42:  819| [45] [「お、おい、アレなんだ！？」]
 43:  868| [47] [洵]
 44:  871| [45] [「ッ！？　まずい、ロールが起こってる！」]
 45:  928| [47] [風見]
 46:  931| [45] [「持ちません！　全員撤退ッ！」]
 47:  936| [45] [只事ではない事態が起きている。渡瀬にもそれは理解できた。]
 48:  944| [47] [渡瀬]
 49:  947| [45] [「ふ、２人ともこっちへ！」]
 50:  959| [45] [渡瀬は非常階段の扉を開けた。]
 51: 1014| [45] [同時に風見と洵がホースを投げ捨て、階段室に飛び込む。]
 52: 1019| [45] [渡瀬はそれを追った。ほとんど本能の赴くままに。]
 53: 1076| [47] [渡瀬]
 54: 1079| [45] [「走れッ！」]
 55: 1084| [45] [全員で一丸となって階段を全速力で駆け上る。]
 56: 1140| [45] [地下１階へたどり着くと同時に、渡瀬は階段室の防火扉を閉めた。]
 57: 1145| [45] [その直後――轟音と共に、扉が震えた。]
 58: 1250| [47] [渡瀬]
 59: 1253| [45] [「あっ！」]
 60: 1309| [45] [渡瀬は扉越しの衝撃に弾き飛ばされた。]
 61: 1314| [45] [横倒しに倒れてしまい、肋骨の辺りに鮮烈な痛みが走る。]
 62: 1360| [47] [渡瀬]
 63: 1363| [45] [「ぐ、うぅッ……！」]
 64: 1374| [45] [うめきながら、慌てて扉を閉めなおす。]
 65: 1379| [45] [どうやら階下で爆発が起き、爆風がここまで上ってきたらしい。]
 66: 1384| [45] [少しでも行動が遅れていたら――そう思うとゾッとした。]
 67: 1392| [47] [渡瀬]
 68: 1395| [45] [「な……何だったんだ、今の爆発は？」]
 69: 1457| [47] [洵]
 70: 1460| [45] [「『フラッシュオーバー』だよ」]
 71: 1468| [47] [洵]
 72: 1471| [45] [「火がエリア全体に回った時、急激な熱膨張が発生して、爆発現象が起こるんだ」]
 73: 1497| [47] [洵]
 74: 1500| [45] [「さっき炎が、生き物みたいにうねったでしょ？　あれがその前兆だよ」]
 75: 1508| [47] [渡瀬]
 76: 1511| [45] [「だから、逃げろと言ったのか……」]
 77: 1516| [45] [あのままあの場所にいたら、今頃全員が焼け死んでいるところだった。]
 78: 1521| [45] [炎の凶暴性を思い知らされ、ごくりと生唾を飲む。]
 79: 1526| [45] [吹き飛ばされた時に打った肋骨も、まだ痛んでいた。]
 80: 1534| [47] [渡瀬]
 81: 1537| [45] [「でもまぁ、全員無事でよかった……」]
 82: 1614| [45] [そう言って風見に目をやると――彼女が頭を押さえて、壁にもたれているのが見えた。]
 83: 1622| [47] [渡瀬]
 84: 1625| [45] [「……！？　どうした橘！？」]
 85: 1651| [47] [風見]
 86: 1654| [45] [「い、いえ……急に頭痛とめまいが……」]
 87: 1680| [47] [洵]
 88: 1683| [45] [「頭痛！？　まさか、ＡＤなしで地下２階に降りたから！？」]
 89: 1688| [45] [先ほど消火をしていた場所では、確かプロキオンは『４３００ｍＳｖ』あたりを示していた。]
 90: 1693| [45] [第１危険基準値以上――ＡＤの投与なしでは、極めて危険な区域。]
 91: 1701| [47] [渡瀬]
 92: 1704| [45] [「お、おい……大丈夫なのか、橘！？」]
 93: 1776| [47] [風見]
 94: 1779| [45] [「……だ、大丈夫です、問題ありません」]
 95: 1787| [47] [洵]
 96: 1790| [45] [「でも、まさか放射線で――」]
 97: 1816| [47] [風見]
 98: 1819| [45] [「放射線障害が、こんなに早く自覚症状として現れる事はないはずです」]
 99: 1827| [47] [風見]
100: 1830| [45] [「恐らく一酸化炭素の吸い過ぎでしょう……」]
101: 1835| [45] [そう言う風見の顔は、まだ少し青ざめていた。]
102: 1855| [47] [渡瀬]
103: 1858| [45] [「一酸化炭素の吸い過ぎって……そりゃ少し楽観的過ぎるんじゃないのか？」]
104: 1866| [47] [渡瀬]
105: 1869| [45] [「オレだって汚染区域に入った直後、ぶっ倒れたんだぞ？」]
106: 1895| [47] [風見]
107: 1898| [45] [「……！」]
108: 1906| [47] [渡瀬]
109: 1909| [45] [「まともにＡＤを投与してないお前にとっては、余計に危ない――」]
110: 1935| [47] [風見]
111: 1938| [45] [「仰らずとも、わかっています！」]
112: 1946| [47] [渡瀬]
113: 1949| [45] [「っ……！」]
114: 1954| [45] [鋭い声で言われ、渡瀬は思わず黙った。]
115: 1959| [47] [渡瀬]
116: 1960| [45] [（しまった、逆に追い詰めちまったか……！）]
117: 1965| [45] [己の発言を後悔する渡瀬に、風見がはっとして言う。]
118: 1991| [47] [風見]
119: 1994| [45] [「……すみません、取り乱してしまいました」]
120: 2020| [47] [風見]
121: 2023| [45] [「それより２人とも、１度制御室に戻りましょう。下の階はもう通行不能ですので」]
122: 2036| [47] [渡瀬]
123: 2037| [45] [（そうかもしれないが、楽観はできないんじゃないのか？）]
124: 2042| [45] [渡瀬だって汚染区域に入った直後、激しい頭痛と共に倒れたのだ。]
125: 2047| [45] [ＡＤを投与していない風見は、余計に危ないに違いない。]
126: 2052| [45] [それを思ってか、風見も固い声で言う。]
127: 2078| [47] [風見]
128: 2081| [45] [「……それより、１度制御室に戻りましょう。下の階はもう通行不能ですので」]
129: 2089| [47] [渡瀬]
130: 2092| [45] [「あ、ああ……」]
131: 2118| [47] [洵]
132: 2121| [45] [「……うん」]
133: 2164| [45] [さっさと歩き出す風見を、渡瀬と洵が追う。]
134: 2169| [45] [――やはり恐らく、あの程度の量のＡＤでは足りないのだ。]
135: 2174| [45] [そもそも容器が破損した薬剤を注射するなど、危険極まりない。]
136: 2179| [47] [渡瀬]
137: 2180| [45] [（一刻も早く、ＡＤを見つけなければならない……！）]
138: 2191| [45] [渡瀬はそう思い、傍らの洵に囁く。]
139: 2254| [47] [渡瀬]
140: 2257| [45] [「……守部、橘はキツそうだ。オレたちが支えてやらなきゃ……」]
141: 2283| [47] [洵]
142: 2286| [45] [「わかってるよ隊長、わかってる……！」]
143: 2291| [45] [渡瀬たちはうなずき合い、そして早足で制御室に向かった。]
144: 2297| [45] [渡瀬は決意を改め、早足で制御室に向かった。]
