  0:   50| [55] [√Double Chapter 3]
  1:   71| [47] [Natsuhiko]
  2:   74| [45] ["Wha...!"]
  3:  115| [47] [Yuuri]
  4:  118| [45] ["Huh, wh-what!?"]
  5:  126| [47] [Ukita]
  6:  129| [45] ["What!?"]
  7:  134| [45] [The metal-cutting sound kept echoing beyond the iron door...]
  8:  140| [45] [... but eventually, it abruptly stopped.]
  9:  145| [47] [Natsuhiko]
 10:  146| [45] [(What... was that!?)]
 11:  196| [45] [Natsuhiko looked at the iron door with a bad feeling in his gut.]
 12:  201| [45] [It was supposedly sturdy enough to withstand fires and explosions.]
 13:  206| [45] [And yet-- there was no lock!]
 14:  223| [47] [Natsuhiko]
 15:  226| [45] ["Yuuri, Mr. Ukita! Is there no way to make sure that door can't open!?"]
 16:  252| [47] [Yuuri]
 17:  255| [45] ["N-no!"]
 18:  281| [47] [Ukita]
 19:  284| [45] ["Why would an emergency shelter even have a lock on the inside!?"]
 20:  292| [47] [Natsuhiko]
 21:  295| [45] ["Then let's pin down that door with some--!"]
 22:  300| [45] [But before Natsuhiko could finish,]
 23:  365| [45] [the door opened with a heavy thud.]
 24:  427| [47] [???]
 25:  430| [45] ["... So there really was a hidden room here, huh?"]
 26:  443| [45] [And the one who stood in the doorway was none other than Jun.]
 27:  449| [45] [She looked around the shelter and spoke up as soon as she spotted Ukita.]
 28:  457| [47] [Jun]
 29:  460| [45] ["Mr. Ukita. You slip outta my sight for a second, and then I find you in a place like-- wait...!"]
 30:  468| [47] [Jun]
 31:  471| [45] ["Natsuhiko? Yuuri? And even Mashiro too!?"]
 32:  479| [47] [Jun]
 33:  482| [45] ["Why are you all here...?"]
 34:  490| [47] [Natsuhiko]
 35:  493| [45] ["W-well, that's..."]
 36:  498| [45] [When Jun focused her eyes on him, Natsuhiko found himself at a loss for words.]
 37:  503| [45] [Jun's eyes picked up on Natsuhiko's and Mashiro's wounds-- and then she gritted her teeth.]
 38:  511| [47] [Jun]
 39:  514| [45] ["... Mr. Ukita, you bastard..."]
 40:  570| [47] [Jun]
 41:  573| [45] ["You weren't satisfied just attacking me, so you laid your hands on the kids too!?"]
 42:  581| [47] [Ukita]
 43:  584| [45] ["!"]
 44:  589| [45] [Ukita's body froze up with a twitch.]
 45:  594| [45] [Natsuhiko panicked and put himself between them.]
 46:  602| [47] [Natsuhiko]
 47:  605| [45] ["H-hold on a second, Jun!"]
 48:  613| [47] [Jun]
 49:  616| [45] ["Why are you stopping me!? This old fart whacked me on the head, you know!?"]
 50:  624| [47] [Jun]
 51:  627| [45] ["And look at you kids! You're all covered in wounds! He's the one who shot you, isn't he!?"]
 52:  635| [47] [Natsuhiko]
 53:  638| [45] ["No, you're wrong. Mr. Ukita's not at fault!"]
 54:  646| [47] [Yuuri]
 55:  649| [45] ["S-so um... please, stop..."]
 56:  694| [45] [Jun stared at Natsuhiko and Yuuri in confusion.]
 57:  702| [47] [Jun]
 58:  705| [45] ["Why are you two stopping me...?"]
 59:  713| [47] [Jun]
 60:  716| [45] ["You're acting strange, guys... Why would you cover for a criminal..."]
 61:  724| [47] [Natsuhiko]
 62:  727| [45] ["Look, you've got it all wrong! Mr. Ukita was, well, being manipulated!"]
 63:  735| [47] [Jun]
 64:  738| [45] ["Like I'd buy such a bullshit--"]
 65:  743| [45] [Jun suddenly stopped speaking. A look of realization then crossed her face.]
 66:  751| [47] [Jun]
 67:  754| [45] ["Oh... now I get it..."]
 68:  762| [47] [Jun]
 69:  765| [45] ["You kids are in cahoots with the old man, aren't you?"]
 70:  773| [47] [Natsuhiko]
 71:  776| [45] ["Wh-what brings you to that conclusion!?"]
 72:  784| [47] [Jun]
 73:  787| [45] ["That's it, isn't it? Yuuri disappeared in the middle of things, and you and Mashiro were nowhere to be found no matter how much we searched and searched."]
 74:  795| [47] [Jun]
 75:  798| [45] ["You kids teamed up with Mr. Ukita and tried to kill everyone."]
 76:  806| [47] [Jun]
 77:  809| [45] ["When you take the remaining stock of AD into consideration, there's no way for all nine of us trapped here to survive. So you guys plotted to kill three of us off to save yourselves."]
 78:  817| [47] [Jun]
 79:  820| [45] ["It all fits when you think of it that way, doesn't it?"]
 80:  825| [45] [There was nothing strange about Jun's tone of voice. She sounded completely rational.]
 81:  830| [45] [But the actual content of her words was completely devoid of reason.]
 82:  838| [47] [Yuuri]
 83:  841| [45] ["J-Jun...!"]
 84:  846| [47] [Natsuhiko]
 85:  847| [45] [(I never expected the Jun I knew would become like this...!)]
 86:  852| [45] [He shuddered in renewed fear of Subject N's power.]
 87:  857| [45] [Jun's maddened eyes glared at the kids as she spoke.]
 88:  904| [47] [Jun]
 89:  907| [45] ["You guys were the ones who killed Dojima and Hiyama and stole all the AD too, weren't you!?"]
 90:  915| [47] [Jun]
 91:  918| [45] ["Why in the world would you do such a thing? Why?"]
 92:  926| [47] [Jun]
 93:  929| [45] ["They were genuine rescue workers who lived for the sake of saving people's lives..."]
 94:  937| [47] [Jun]
 95:  940| [45] ["So why'd you have to go and kill them!?"]
 96:  945| [45] [Jun readied the engine cutter.]
 97: 1065| [45] [Ukita pointed the gun at her and threatened to shoot.]
 98: 1073| [47] [Ukita]
 99: 1076| [45] ["Stop! Don't get any closer!"]
100: 1081| [45] [Jun froze and let out a snort of disbelief.]
101: 1133| [47] [Jun]
102: 1136| [45] ["Hmm~? What's with the tough guy act, huh? Could that thing be filled with the bullets you snatched from me?"]
103: 1153| [47] [Ukita]
104: 1156| [45] ["No, it's a different gun. One that actually has a magazine this time."]
105: 1164| [47] [Ukita]
106: 1167| [45] ["Lay a hand on those kids and I'll shoot."]
107: 1184| [47] [Jun]
108: 1187| [45] ["I see how it is... Well, there's a whole lotta things I'd like to say, but..."]
109: 1195| [47] [Jun]
110: 1198| [45] ["Go ahead. Make my day."]
111: 1215| [47] [Ukita]
112: 1218| [45] ["I'm seriously going to shoot...!"]
113: 1271| [47] [Jun]
114: 1274| [45] ["You don't have the guts to do it. Your actions lack the confidence."]
115: 1306| [47] [Ukita]
116: 1309| [45] ["What...?"]
117: 1326| [47] [Jun]
118: 1329| [45] ["If you were going to kill me, then you shoulda just gone and done it when you snatched the bullets."]
119: 1361| [47] [Ukita]
120: 1364| [45] ["Wh-what are you saying!? You think I could've done that!?"]
121: 1381| [47] [Jun]
122: 1384| [45] ["It's because you lacked true conviction that you left me alive, wasn't it?"]
123: 1474| [47] [Jun]
124: 1477| [45] ["Guess in the end, you're just a weak, half-assed man who can't even commit to good or evil."]
125: 1509| [47] [Ukita]
126: 1512| [45] ["Sh... shut up!"]
127: 1517| [45] [Right as Ukita screamed those words--]
128: 1574| [45] [A gunshot rang out.]
