  0:   83| [55] [√Before Chapter 2]
  1:   91| [45] [--As soon as they arrived at school, they heard the usual clamor of telepathy.]
  2:  209| [85] [{Ms. Munakataaa,]
  3:  211| [85] [ good morning!}]
  4:  222| [86] [Youthful Boy]
  5:  223| [86] [{Ms. Munakataaa, good morning!}]
  6:  229| [85] [{Even if you turn me down,]
  7:  231| [85] [ I won't give up on you--!}]
  8:  242| [86] [Youthful Boy]
  9:  243| [86] [{Even if you turn me down, I won't give up on you--!}]
 10:  253| [85] [{Y-you again!?}]
 11:  264| [86] [Ms. Munakata]
 12:  265| [86] [{Y-you again!?}]
 13:  271| [85] [{How many times do I have to tell you]
 14:  273| [85] [ to stop saying those things]
 15:  275| [85] [ with untargeted telepathy!?}]
 16:  291| [86] [Ms. Munakata]
 17:  292| [86] [{How many times do I have to tell you to stop saying those things with untargeted telepathy!?}]
 18:  297| [85] [{More importantly,]
 19:  299| [85] [ who are you even!?]
 20:  301| [85] [Why can't you just confess]
 21:  303| [85] [ verbally like a man!?}]
 22:  314| [86] [Ms. Munakata]
 23:  315| [86] [{More importantly, who are you even!? Why can't you just confess verbally like a man!?}]
 24:  323| [85] [{I'm too shy...]
 25:  325| [85] [This is the only way]
 26:  327| [85] [I can confess to you.}]
 27:  338| [86] [Youthful Boy]
 28:  339| [86] [{I'm too shy... This is the only way I can confess to you.}]
 29:  345| [85] [{Does it look like I care!?]
 30:  347| [85] [ I don't even know]
 31:  349| [85] [ your characteristic brain waveform,]
 32:  351| [85] [ so you're making ME]
 33:  353| [85] [ use untargeted telepathy too,]
 34:  355| [85] [ you know!?}]
 35:  366| [86] [Ms. Munakata]
 36:  367| [86] [{Does it look like I care!? I don't even know your characteristic brain waveform, so you're making ME use untargeted telepathy too, you know!?}]
 37:  373| [85] [{Agh, forget it!}]
 38:  389| [86] [Ms. Munakata]
 39:  390| [86] [{Agh, forget it!}]
 40:  395| [85] [{I'm goin' for a straight,]
 41:  397| [85] [ out low!}]
 42:  408| [86] [Pitcher]
 43:  409| [86] [{I'm goin' for a straight, out low!}]
 44:  419| [85] [{Hah, look, I can still hear you...}]
 45:  430| [86] [Batter]
 46:  431| [86] [{Hah, look, I can still hear you...}]
 47:  437| [85] [{What!? A curve ball!?}]
 48:  448| [86] [Batter]
 49:  449| [86] [{What!? A curve ball!?}]
 50:  461| [85] [{How's that!?]
 51:  463| [85] [ Psychological warfare]
 52:  465| [85] [ using deliberately leaky telepathy!}]
 53:  476| [86] [Catcher]
 54:  477| [86] [{How's that!? Psychological warfare using deliberately leaky telepathy!}]
 55:  487| [85] [{Dammit, wipe that smug look off your face...!}]
 56:  503| [86] [Batter]
 57:  504| [86] [{Dammit, wipe that smug look off your face...!}]
 58:  509| [85] [{Be honest with me, Shin...]
 59:  511| [85] [ Have our secret talks]
 60:  513| [85] [ always been leaking out]
 61:  515| [85] [ to the entire school?}]
 62:  526| [86] [Stupid Boy]
 63:  527| [86] [{Be honest with me, Shin... Have our secret talks always been leaking out to the entire school?}]
 64:  536| [85] [{Yeah... damn.]
 65:  538| [85] [ I didn't realize either]
