  0:   66| [55] [√After Chapter6]
  1:   77| [47] [渡瀬]
  2:   80| [45] [「せ、先生っ！」]
  3:   85| [45] [渡瀬はすぐにその後を追おうとしたが――]
  4:   90| [45] [そのとき脳裏に、宇喜多と洵が渡瀬に向けた敵意の顔が甦る。]
  5:  247| [47] [渡瀬]
  6:  248| [45] [（くっ……確かにオレが出て行っても、あいつらを余計に刺激するだけか……！）]
  7:  253| [45] [渡瀬はそう悟り、恵那を追うのを諦めた。]
  8:  258| [45] [それでも胸中に不安がよぎる。]
  9:  263| [47] [渡瀬]
 10:  264| [45] [（だが……本当に先生１人なら、あいつらを説得できるのか？）]
 11:  269| [47] [渡瀬]
 12:  270| [45] [（先生だってオレを庇ったせいで、疑われちまってたんだぞ？）]
 13:  275| [45] [だが今となってはもう遅い。]
 14:  280| [47] [渡瀬]
 15:  281| [45] [（先生……上手くやってくれよ……！）]
 16:  286| [45] [渡瀬はそう祈りながら、恵那の帰りを待ち――]
 17:  351| [45] [――そして、しばらく時間が経過した。]
 18:  400| [47] [渡瀬]
 19:  401| [45] [（……遅い……）]
 20:  406| [47] [渡瀬]
 21:  407| [45] [（先生、どうしたんだ……？　すぐに戻ってくるって言ってたのに……！）]
 22:  412| [47] [渡瀬]
 23:  413| [45] [（――もしかして、先生の身に何かあったんじゃないのか！？）]
 24:  418| [47] [渡瀬]
 25:  419| [45] [（まさか２人の説得に失敗して、それで……！？）]
 26:  424| [45] [そんな考えが過ぎった時、渡瀬の中でくすぶり続けてきた不安が一気に爆発した。]
 27:  580| [47] [渡瀬]
 28:  581| [45] [（――くそっ！　やっぱり先生を、１人で行かせるべきじゃなかったんだ！）]
 29:  586| [45] [渡瀬はついに居たたまれなくなって、研究室を飛び出した。]
 30:  696| [45] [通路に人の気配はない。]
 31:  701| [45] [背筋が震えるほどに静かだった。]
 32:  706| [45] [渡瀬はなりふり構わずに、大声を張り上げた。]
 33:  714| [47] [渡瀬]
 34:  717| [45] [「先生、どこにいる！　聞こえていたら返事をしてくれ！」]
 35:  722| [45] [返答の声はない。]
 36:  730| [47] [渡瀬]
 37:  733| [45] [「――くそっ！」]
 38:  738| [45] [渡瀬は急き立てられたように、通路を駆け抜けた。]
 39:  890| [45] [――第２エリア外周棟・地下２階――]
 40:  898| [47] [渡瀬]
 41:  901| [45] [「先生！　どこだ！　いないのか！」]
 42:  906| [45] [だが返答の声はない。]
 43:  911| [45] [こちらもフロア全体が、静寂に包まれているようだった。]
 44:  916| [45] [背筋がどんどん冷たくなっていく。]
 45:  924| [47] [渡瀬]
 46:  927| [45] [「先生！　おっさん！　守部！」]
 47:  935| [47] [渡瀬]
 48:  938| [45] [「誰でもいい！　誰かいないのか！」]
 49:  943| [45] [悪い予感が止まらない。]
 50:  948| [45] [渡瀬はたとえ自分が捕まる事になろうとも、一刻も早く恵那の安否を確認したかった。]
 51:  953| [47] [渡瀬]
 52:  954| [45] [（どこだ！？　先生はどこに行ったんだ！？）]
 53: 1003| [45] [渡瀬は、闇雲にラボ内を走り回り――]
 54: 1048| [45] [やがてある連絡通路に差しかかり、足を止めた。]
 55: 1053| [47] [渡瀬]
 56: 1054| [45] [（ここは……？）]
 57: 1059| [45] [そこは恵那と初めて出会った、あの連絡通路だった。]
 58: 1064| [45] [通路の奥に、曲がり角がある。]
 59: 1069| [47] [渡瀬]
 60: 1070| [45] [（あの時は、そこを曲がると、先生がいたんだ……！）]
 61: 1196| [45] [ほんの数時間前の記憶。だがなぜかその事が、不安をさらにかきたてた。]
 62: 1201| [45] [口の中がからからに渇いている。]
 63: 1206| [45] [渡瀬は生唾を飲み込むと、ゆっくりと通路を進んだ。]
 64: 1268| [45] [そして、曲がり角の向こうを覗き――]
 65: 1319| [47] [渡瀬]
 66: 1322| [45] [「ッ――！」]
 67: 1327| [45] [渡瀬は眼を見開いた。]
 68: 1332| [45] [そこに恵那が、倒れていたからだ。]
 69: 1346| [47] [渡瀬]
 70: 1349| [45] [「先生！」]
 71: 1405| [45] [駆け寄り、慌てて恵那を助け起こす。]
 72: 1410| [45] [すると――]
 73: 1520| [45] [恵那の首が、だらりと力なく垂れ下がった。]
 74: 1528| [47] [渡瀬]
 75: 1531| [45] [「……あ」]
 76: 1536| [45] [彼女の体は、まだ温かった。]
 77: 1541| [45] [その首に触れてみる。――脈動が一切ない。]
 78: 1546| [45] [瞳孔を覗き込む。――散大している。]
 79: 1551| [45] [自分の手首のメディカルチェッカーを外し、恵那の手首に巻く。――５つの光が、全て赤くなる。]
 80: 1556| [45] [彼女の額には銃創があり、それが後頭部まで抜けていて――……]
 81: 1561| [45] [それ以上確認するまでもなかった。]
 82: 1566| [45] [恵那は――もう、死んでいた。]
 83: 1571| [47] [渡瀬]
 84: 1572| [45] [「……」]
 85: 1577| [45] [渡瀬は言葉を失った。]
 86: 1582| [45] [やがて胸の奥から、声が絞り出される。]
 87: 1629| [47] [渡瀬]
 88: 1632| [45] [「……ぅ…ぁ…」]
 89: 1640| [47] [渡瀬]
 90: 1643| [45] [「……ぅぉああ……」]
 91: 1651| [47] [渡瀬]
 92: 1654| [45] [「……あああああっ！」]
 93: 1662| [47] [渡瀬]
 94: 1665| [45] [「なんでだ！　なんでだよ！」]
 95: 1673| [47] [渡瀬]
