  0:   50| [55] [√Before Chapter 4]
  1:   58| [45] [--Ten years ago--]
  2:   63| [45] [After the day they read the book together, Natsuhiko and Yuuri quickly became friends.]
  3:   68| [45] [They wouldn't just play together when they met at the park. Yuuri would also come visit Natsuhiko's house to play...]
  4:  158| [47] [Yuuri]
  5:  161| [45] ["Pardon the intrusion."]
  6:  166| [47] [Natsuhiko]
  7:  169| [45] ["S-sure, come on in."]
  8:  174| [45] [It was his first time having a girl come to his house to play, so Natsuhiko was a little nervous.]
  9:  200| [47] [Yuuri]
 10:  203| [45] ["Wah, Natsuhiko, your house is so big."]
 11:  208| [47] [Natsuhiko]
 12:  211| [45] ["Really? I guess."]
 13:  216| [45] [It certainly was a big house, but that didn't stop it from feeling lonely from time to time.]
 14:  221| [45] [His father had already passed away and his mother came home late, so Natsuhiko was happy to have a visitor.]
 15:  226| [45] [Yuuri took notice of the digital photo frame decorating a corner of the living room.]
 16:  252| [47] [Yuuri]
 17:  255| [45] ["Is this a picture of your mom, Natsuhiko?"]
 18:  260| [47] [Natsuhiko]
 19:  263| [45] ["Huh? Oh, yeah."]
 20:  268| [45] [The digital photo frame had a picture of Natsuhiko with his mom.]
 21:  273| [45] [It was a picture taken just the other day.]
 22:  278| [45] [His mother was smiling faintly with her hand on Natsuhiko's shoulder.]
 23:  304| [47] [Yuuri]
 24:  307| [45] ["... She seems like a nice mom."]
 25:  312| [47] [Natsuhiko]
 26:  315| [45] ["Huh? Nice?"]
 27:  320| [47] [Natsuhiko]
 28:  323| [45] ["Sorry to break it to you, but Mom's not that nice. She is smart and cool, though."]
 29:  349| [47] [Yuuri]
 30:  352| [45] ["No, I'm sure she's nice. I can tell by her smile."]
 31:  360| [47] [Yuuri]
 32:  363| [45] ["I guar-an-tee it."]
 33:  368| [47] [Natsuhiko]
 34:  371| [45] ["Your guar-an-tee doesn't really..."]
 35:  376| [45] [Natsuhiko loved his mom, but it was a little awkward hearing someone praise her.]
 36:  381| [47] [Natsuhiko]
 37:  384| [45] ["M-more importantly, let's go play something. Like spinning tops."]
 38:  410| [47] [Yuuri]
 39:  413| [45] ["Well, I brought a book. How about we read together?"]
 40:  418| [47] [Natsuhiko]
 41:  421| [45] ["Huh, again?"]
 42:  447| [47] [Yuuri]
 43:  450| [45] ["Y-you don't want to...? It was so fun the other time, so I..."]
 44:  455| [47] [Natsuhiko]
 45:  458| [45] ["Ah, it's not like that at all! Okay, let's read together then."]
 46:  481| [45] [Yuuri smiled in relief at Natsuhiko's frantic attempt to smooth things over.]
 47:  624| [45] [--As they read the book together, it eventually started to get dark outside the window.]
 48:  629| [47] [Natsuhiko]
 49:  632| [45] ["... Huh, is it already that late? Don't you have to go home?"]
 50:  658| [47] [Yuuri]
 51:  661| [45] ["Huh... let's play just a little longer."]
 52:  666| [47] [Natsuhiko]
 53:  669| [45] ["But it's already five, isn't it?"]
 54:  677| [47] [Yuuri]
 55:  680| [45] ["Yeah, but... but..."]
 56:  685| [47] [Natsuhiko]
 57:  688| [45] ["It's almost dinner time. See? C'mon."]
 58:  714| [47] [Yuuri]
 59:  717| [45] ["Mmm... mmm..."]
 60:  722| [45] [Natsuhiko pressed her as he showed her his watch.]
 61:  727| [45] [Yuuri turned her face away as if to run away from the time, but--]
 62:  753| [47] [Yuuri]
 63:  756| [45] ["... Okay. I'll... go home."]
 64:  761| [45] [She eventually gave up.]
 65:  895| [47] [Yuuri]
 66:  898| [45] ["See you later, Natsuhiko."]
 67:  903| [47] [Natsuhiko]
 68:  906| [45] ["Okay. Bye, Yuuri."]
 69:  945| [45] [Yuuri nodded and left the house.]
 70:  950| [45] [--She looked so sad to Natsuhiko as she left.]
 71: 1004| [45] [But a little while after he returned to his room--]
 72: 1009| [47] [Natsuhiko]
 73: 1012| [45] ["... Huh?"]
 74: 1017| [45] [He noticed Yuuri's book had been left on the desk.]
 75: 1022| [47] [Natsuhiko]
 76: 1025| [45] ["Did she forget it here...?"]
 77: 1030| [47] [Natsuhiko]
 78: 1033| [45] ["... Oh well, I'll go bring it back to her."]
 79: 1038| [45] [Natsuhiko left the house, book in hand.]
 80: 1145| [45] [He knew where Yuuri lived.]
 81: 1150| [45] [He had walked with her to the front of her house once after they had played in the park.]
 82: 1155| [47] [Natsuhiko]
 83: 1156| [45] [(I've never been inside Yuuri's house before, huh...)]
 84: 1161| [47] [Natsuhiko]
 85: 1162| [45] [(I wonder if I'll be allowed inside? I wonder what Yuuri's room looks like...)]
 86: 1224| [45] [Natsuhiko walked on, a little nervous for some reason.]
 87: 1282| [45] [Eventually, he reached familiar municipal housing.]
 88: 1287| [47] [Natsuhiko]
 89: 1290| [45] ["Mm, this must be the place."]
 90: 1301| [45] [Natsuhiko cleared his throat and pressed the doorbell...]
 91: 1306| [45] [And after a while, Yuuri came out with a dark look on her face.]
 92: 1350| [47] [Yuuri]
 93: 1353| [45] ["Ah... Natsuhiko, what's wrong?"]
