  0:   46| [55] [√After Chapter 3]
  1:   60| [45] [Watase and Jun first entered B2 of the inner ring.]
  2:  160| [47] [Jun]
  3:  163| [45] ["Those kids should be in this area, right...?"]
  4:  171| [47] [Watase]
  5:  174| [45] ["Yeah, I'm sure of it."]
  6:  224| [45] [After that brief exchange, the two of them checked all the rooms in a hurry.]
  7:  267| [45] [All the while believing they'd find the survivors in one of them.]
  8:  334| [45] [However--]
  9:  439| [45] [Their search yielded no results.]
 10:  501| [47] [Jun]
 11:  504| [45] ["They're not here...?"]
 12:  512| [47] [Watase]
 13:  515| [45] ["No, hold on... let's check B1."]
 14:  520| [45] [They then headed in the direction of the stairwell--]
 15:  565| [45] [But the inner ring's emergency staircase was unusable.]
 16:  570| [45] [The part on B1 was intact, but everything below it had crumbled, leaving it impossible to climb.]
 17:  578| [47] [Watase]
 18:  581| [45] ["Tch, not again."]
 19:  614| [47] [Jun]
 20:  617| [45] ["Boy, this is the pits. The factory's basically two floors in one room, so this is the only staircase..."]
 21:  643| [47] [Jun]
 22:  646| [45] ["Should we use the elevator shaft again?"]
 23:  654| [47] [Watase]
 24:  657| [45] ["No, wait, is there any way we can get up...?"]
 25:  662| [45] [It was at that moment that Watase remembered what he had with him.]
 26:  722| [45] [The 10 meter rope he'd been carrying around this whole time.]
 27:  730| [47] [Watase]
 28:  733| [45] ["I think we'll be able to get up with this."]
 29:  768| [45] [Watase calmly picked up some debris and tied the end of the rope to it.]
 30:  779| [45] [He then tossed the rope up, and it caught on the B1 staircase.]
 31:  842| [45] [He tugged it several times to test its strength, but it appeared that the rope was firmly secure.]
 32:  850| [47] [Watase]
 33:  853| [45] ["Good, we can do this!"]
 34:  879| [47] [Jun]
 35:  882| [45] ["Nice one! Okay, first one to the top wins!"]
 36:  890| [47] [Watase]
 37:  893| [45] ["Hey, how're we supposed to race each other when there's only one rope? Just climb normally."]
 38:  919| [47] [Jun]
 39:  922| [45] ["Aw c'mon, you're such a killjoy."]
 40:  965| [45] [The two of them climbed the rope as they smiled at their playful exchange.]
 41: 1009| [45] [--The two of them then left the rope where it was.]
 42: 1014| [45] [That way they could use it again when they had to go back down, and there was a chance they might need to climb back up anyway.]
 43: 1061| [47] [Watase]
 44: 1064| [45] ["Okay, then let's move on with the search. This is the only other block we haven't explored yet."]
 45: 1126| [47] [Jun]
 46: 1129| [45] ["Yeah!"]
 47: 1143| [45] [The two of them then started searching the floor in high spirits.]
 48: 1187| [45] [The first room they went to appeared to not have been touched by the fire at all.]
 49: 1192| [45] [Jun shouted as soon as she walked in.]
 50: 1254| [47] [Jun]
 51: 1257| [45] ["Hey, isn't that a Procyon!?"]
 52: 1265| [47] [Watase]
 53: 1268| [45] ["Huh?"]
 54: 1366| [45] [Watase looked closer to find a familiar device was lying in a corner of the room.]
 55: 1379| [47] [Watase]
 56: 1382| [45] ["What's something like this doing here?"]
 57: 1408| [47] [Jun]
 58: 1411| [45] ["It's not that surprising. LABO -was- the one who gave us the Procyons in the first place, after all."]
 59: 1419| [47] [Watase]
 60: 1422| [45] ["Oh, right. Anyway, this is a pretty good find."]
 61: 1448| [47] [Jun]
 62: 1451| [45] ["Yep! Now we can split into three teams!"]
 63: 1456| [45] [They didn't know if the need for that would ever arise, but the two of them decided to take it just to be safe.]
 64: 1461| [45] [They looked around to see if there was anything else worth taking with them.]
 65: 1466| [45] [Though they didn't find any AD-- there was a bound stack of papers on the table that Watase took interest in.]
 66: 1474| [47] [Watase]
 67: 1477| [45] ["... Hmm? 'Disaster Prevention Manual'?"]
 68: 1503| [47] [Jun]
 69: 1506| [45] ["Isn't that the thing Yuuri found a while back?"]
 70: 1514| [47] [Watase]
 71: 1517| [45] ["No, it's a bit different. This one says 'For Area 5 and 6 Staff'."]
 72: 1522| [45] [Watase and Jun stood together to read the manual.]
 73: 1527| [45] [Most of it was more or less the same as the one Yuuri had shown them, but there was a new page at the very end not present in the other manual.]
 74: 1565| [45] ["Disaster Prevention Manual (2030 Edition/For Area 5 and 6 Staff)"]
 75: 1568| [85] [　]
 76: 1571| [45] [<Regarding Emergency Evacuation Routes>]
 77: 1574| [85] [　]
 78: 1577| [45] [In the event of a fire, earthquake, or other such disasters, the elevators will automatically ascend to the surface floors and stay there.]
 79: 1580| [45] [This is because there is a risk that the elevators could stop while in operation due to an unpredictable shock, therefore trapping their passengers.]
 80: 1583| [45] [Please use the emergency staircases located in each block to evacuate.]
 81: 1586| [45] [However, Area 6's outer ring does not have any emergency staircases due to security risks and the facility's structure.]
