  0:   44| [55] [√Double Chapter 3]
  1:   56| [45] [------]
  2:   61| [45] [----]
  3:   66| [45] [--]
  4:  153| [45] [--Natsuhiko and Yuuri returned to reality.]
  5:  158| [45] [Ukita was still unconscious.]
  6:  163| [45] [Watase looked at Natsuhiko and Yuuri from the side.]
  7:  189| [47] [Watase]
  8:  192| [45] ["... You guys done?"]
  9:  200| [47] [Natsuhiko]
 10:  203| [45] ["Yeah... How long did we take?"]
 11:  229| [47] [Watase]
 12:  232| [45] ["Well, only about five minutes, give or take."]
 13:  237| [45] [From an objective perspective, the entire affair only took a small amount of time.]
 14:  242| [45] [Within that time, Natsuhiko and Yuuri had their second encounter with "Subject N" and erased her once again.]
 15:  335| [45] [--And suddenly, pain ran through Natsuhiko's head.]
 16:  378| [47] [Natsuhiko]
 17:  381| [45] ["Ghh...!"]
 18:  392| [45] [He held his head and leaned against the wall.]
 19:  442| [47] [Yuuri]
 20:  445| [45] ["!? Wh-what's wrong, Hikorin?"]
 21:  453| [47] [Natsuhiko]
 22:  456| [45] ["M-my head...!"]
 23:  497| [47] [Watase]
 24:  500| [45] ["What!? Are you okay, Natsuhiko!?"]
 25:  508| [47] [Natsuhiko]
 26:  511| [45] ["Ugh...!"]
 27:  516| [45] [The headache felt like the one he had when he arrived at LABO this morning.]
 28:  521| [45] [But it was subtly different.]
 29:  577| [45] [A bizarre discomfort shook his brain alongside the pain.]
 30:  582| [45] [And his five senses hazed over as well.]
 31:  590| [47] [Natsuhiko]
 32:  593| [45] ["Wh-what the hell...!? It's like molten lava's pouring into my head...!"]
 33:  619| [47] [Watase]
 34:  622| [45] ["Lava in your head...!?"]
 35:  648| [47] [Yuuri]
 36:  651| [45] ["I-it can't be... the aftereffects of contact with N...?"]
 37:  659| [47] [Natsuhiko]
 38:  662| [45] ["...!"]
 39:  667| [45] [Natsuhiko gasped at Yuuri's suggestion.]
 40:  672| [45] [--That was very possible, come to think of it.]
 41:  753| [45] [When Subject N came in contact with people, she instantly destroyed their personalities, turning them into almost completely different people.]
 42:  758| [45] [Coming in contact with her brought the risk of her corroding into you.]
 43:  833| [45] [The truth of the matter was that the Subject N inside of Watase and the Subject N inside of Ukita both tried to corrode into Natsuhiko.]
 44:  838| [45] [Natsuhiko shook off her malice and erased her both times--]
 45:  862| [47] [Natsuhiko]
 46:  863| [45] [(But coming in contact with her multiple times in a row... could be a lot more dangerous than I thought, couldn't it!?)]
 47:  868| [45] [In such a short span of time, Natsuhiko had fought twice with an opponent who was trying to corrupt him.]
 48:  873| [45] [Which turned out to be even more of a mental and psychological burden on him than he had expected.]
 49:  941| [45] [Watase and Yuuri looked at Natsuhiko's face with concern.]
 50:  949| [47] [Yuuri]
 51:  952| [45] ["H-Hikorin, are you okay...!?"]
 52:  960| [47] [Natsuhiko]
 53:  963| [45] ["Y-yeah... I'm okay..."]
 54:  968| [45] [Natsuhiko forced a smile as he answered.]
 55:  976| [47] [Natsuhiko]
 56:  979| [45] ["More importantly... Are you okay, Yuuri?"]
 57: 1005| [47] [Yuuri]
 58: 1008| [45] ["I-I think I'm okay. It wasn't as if I was directly connected to Mr. Ukita's mind, after all..."]
 59: 1016| [47] [Yuuri]
 60: 1019| [45] ["N only came in contact with me indirectly through you, so her influence was minimal, I guess."]
 61: 1027| [47] [Natsuhiko]
 62: 1030| [45] ["I see... That's good then."]
 63: 1035| [45] [It appeared that Natsuhiko served as a sort of padding for her.]
 64: 1040| [45] [At any rate, as long as Yuuri was okay, Natsuhiko was fine with that.]
 65: 1142| [45] [And with that thought in mind, he shook his head and slapped his cheeks. His senses soon came back to him.]
 66: 1155| [45] [He still had a headache, but it had faded considerably.]
 67: 1163| [47] [Natsuhiko]
 68: 1166| [45] ["... Yeah, looks like I can keep going. No problem."]
 69: 1192| [47] [Watase]
 70: 1195| [45] ["No problem...? Are you sure you're okay, Natsuhiko? You're as pale as a ghost, you know?"]
 71: 1203| [47] [Watase]
 72: 1206| [45] ["Some of the others have to be infected with malice too. Are you... sure you can keep up with the erasure?"]
 73: 1214| [47] [Natsuhiko]
 74: 1217| [45] ["Yeah, I can. Keep them coming."]
 75: 1222| [45] [Natsuhiko gave a strained display of bravado.]
 76: 1227| [45] [At any rate, this was not the time to give up. Because if Natsuhiko couldn't do it, then Yuuri would have to be his replacement.]
 77: 1235| [47] [Natsuhiko]
 78: 1238| [45] ["... More importantly, we need to make sure if Mr. Ukita's malice has disappeared or not.%NI think we're probably good, but better safe than sorry..."]
 79: 1264| [47] [Watase]
 80: 1267| [45] ["... Yeah, that's true. Guess I'll try to wake him up."]
 81: 1293| [47] [Watase]
 82: 1296| [45] ["Old man! Wake up, old man!"]
 83: 1301| [45] [After a few slaps on the cheek, Ukita finally groaned.]
 84: 1309| [47] [Ukita]
 85: 1312| [45] ["... Ugh.. ghh..."]
 86: 1338| [47] [Watase]
 87: 1341| [45] ["Good. He's awake."]
 88: 1375| [47] [Ukita]
 89: 1378| [45] ["C-Captain Kasasagi...?"]
 90: 1383| [45] [Ukita looked around with vacant eyes.]
 91: 1437| [47] [Yuuri]
 92: 1440| [45] ["Mr. Ukita, are you okay?"]
 93: 1448| [47] [Natsuhiko]
 94: 1451| [45] ["How do you feel...? I mean, do you feel like malice has disappeared from within your mind or anything?"]
 95: 1477| [47] [Ukita]
 96: 1480| [45] ["Huh? Natsuhiko and Yuuri are here too?"]
 97: 1488| [47] [Ukita]
 98: 1491| [45] ["A-and that's Mashiro over there! What in the world...?"]
 99: 1496| [45] [Ukita's eyes widened. From the looks of it, Subject N's malice had faded from him.]
100: 1501| [45] [Natsuhiko sighed in relief and answered his questions.]
101: 1509| [47] [Natsuhiko]
102: 1512| [45] ["It's a long story, but--"]
103: 1559| [45] [--Natsuhiko summarized the situation Ukita had been put into.]
104: 1632| [45] [How Subject N had used the ability known as Senses Sympathy on Ukita to manipulate his memories and amplify his "malice".]
105: 1637| [45] [And how Natsuhiko and Yuuri were also Senses Sympathy users, and were thus the only ones who could cancel out that malice.]
106: 1676| [45] [Once he finished hearing Natsuhiko's explanation, Ukita muttered with a bitter look on his face.]
107: 1684| [47] [Ukita]
108: 1687| [45] ["... So in other words... my personality was overwritten with BC?"]
109: 1695| [47] [Natsuhiko]
110: 1698| [45] ["I think that's an appropriate way to put it."]
111: 1724| [47] [Ukita]
112: 1727| [45] ["I-I see... So it's an ability far more powerful than we had imagined."]
113: 1732| [45] [Ukita spoke regretfully and then looked at Watase with a gasp.]
114: 1758| [47] [Ukita]
115: 1761| [45] ["Then does that mean the same happened to Captain Kasasagi!?"]
116: 1788| [47] [Watase]
117: 1791| [45] ["Yeah... well, something like that."]
118: 1799| [47] [Watase]
119: 1802| [45] ["After Subject N amplified my malice, I shot at the kids."]
120: 1810| [47] [Watase]
121: 1813| [45] ["So Natsuhiko erased all of my memories in self-defense."]
122: 1845| [47] [Watase]
123: 1848| [45] ["He then finally restored my memories for me just a little bit ago, you see."]
124: 1874| [47] [Ukita]
125: 1877| [45] ["I see..."]
126: 1882| [45] [Ukita muttered that with a complicated look on his face.]
127: 1908| [47] [Ukita]
128: 1911| [45] ["... Who else do you suppose is still infected with malice?"]
129: 1919| [47] [Natsuhiko]
130: 1922| [45] ["I'd say the most likely candidates are Jun and Ms. Tachibana."]
131: 1948| [47] [Watase]
132: 1951| [45] ["Wait a second, what about Salyu? That girl came at me with an axe, you know?"]
133: 1959| [47] [Natsuhiko]
134: 1962| [45] ["..."]
135: 1967| [45] [Natsuhiko thought for a second.]
136: 2022| [45] [Salyu may have had a slightly eccentric personality, but would she go so far as to take such drastic measures?]
137: 2027| [47] [Natsuhiko]
138: 2028| [45] [(The possibility that Salyu's infected with malice isn't completely out of the question...)]
139: 2033| [45] [To be honest, he was frightened by the thought.]
140: 2038| [45] [Salyu already had a dangerous side to her. If she were infected with malice, her actions would become truly unpredictable.]
141: 2046| [47] [Natsuhiko]
142: 2049| [45] ["In that case, who's the most dangerous of them all...?"]
143: 2082| [47] [Ukita]
144: 2085| [45] ["Th... that would be Moribe, wouldn't it!?"]
145: 2093| [47] [Natsuhiko]
146: 2096| [45] ["Huh? Why would Jun be--"]
147: 2122| [47] [Ukita]
148: 2125| [45] ["To be honest, about two hours ago, I attacked her from behind and stole the bullets from her."]
149: 2133| [47] [Natsuhiko]
150: 2136| [45] ["Y-you what!? Why would you do such a thing!?"]
151: 2162| [47] [Ukita]
152: 2165| [45] ["Well... I thought I'd need a weapon if I wanted to oppose Captain Kasasagi, and I had the gun, so..."]
153: 2173| [47] [Ukita]
154: 2176| [45] ["It's very possible that she's bearing a grudge against me now."]
155: 2196| [47] [Natsuhiko]
156: 2197| [45] [(...!)]
157: 2251| [45] [Now Natsuhiko understood the reason Jun's head was bleeding and why she was wandering around with that engine cutter in hand.]
158: 2284| [47] [Watase]
159: 2287| [45] ["... Oh, and to make matters worse, that same gun got snatched by Teach."]
160: 2295| [47] [Natsuhiko]
161: 2298| [45] ["By Prof. Tsubakiyama!?"]
162: 2356| [47] [Watase]
163: 2359| [45] ["Teach was the one who had that gun to begin with. We split it up into three parts, but I guess it all got back into Teach's hands in the end."]
164: 2364| [45] [--Those words made Natsuhiko uncomfortable.]
165: 2372| [47] [Natsuhiko]
166: 2375| [45] ["... Hold on a second, Watase. About that gun Prof. Tsubakiyama had..."]
167: 2383| [47] [Natsuhiko]
168: 2386| [45] ["Was that one of the guns you guys prepared?"]
169: 2441| [47] [Watase]
170: 2444| [45] ["No, it wasn't. The guns me, Dojima, and Hiyama had were NZ-75s. Three in total."]
171: 2452| [47] [Watase]
172: 2455| [45] ["But the gun Teach had seems to be a different gun."]
173: 2463| [47] [Natsuhiko]
174: 2466| [45] ["What!? Then where did that gun come from!?"]
