  0:   56| [55] [√Double Chapter 1]
  1:   68| [45] [--Watase walked through the darkness of Area 5, struggling with his raging headache.]
  2:   73| [45] [Though he didn't let it show, he was suspicious about this whole situation.]
  3:   78| [45] [It was due to the boy he was carrying-- He was still uncertain if what Natsuhiko Tenkawa had told him was the truth.]
  4:   83| [47] [Watase]
  5:   84| [45] [(Is Yuuri really alive..?)]
  6:   89| [45] [Of course, if that were true, then it would definitely be a cause for celebration.]
  7:   94| [45] [But how did Natsuhiko know that?]
  8:  146| [47] [Watase]
  9:  147| [45] [(Wasn't he unconscious in Area N the whole time...?)]
 10:  152| [47] [Watase]
 11:  153| [45] [(Could this boy be hiding something?)]
 12:  158| [47] [Watase]
 13:  159| [45] [(Is it really okay to take him to where Yuuri is?)]
 14:  174| [45] [When that thought hit Watase, he tried to shake it out of his head.]
 15:  179| [47] [Watase]
 16:  180| [45] [(Crap, I'm starting to jump at shadows again.)]
 17:  185| [47] [Watase]
 18:  186| [45] [(I know that no one trusts me... but that's exactly why I, at the very least, should trust others.)]
 19:  191| [47] [Watase]
 20:  192| [45] [(Natsuhiko saved my life... and to begin with, I'm a rescue worker.)]
 21:  197| [47] [Watase]
 22:  198| [45] [(I came to this place to save people. I'm not here for the sake of doubting them...!)]
 23:  205| [45] [Watase scolded himself as he walked.]
 24:  351| [45] [It wasn't long before he saw the "keypad built into the wall" from before.]
 25:  359| [47] [Watase]
 26:  362| [45] ["Is this it...?"]
 27:  370| [47] [Natsuhiko]
 28:  373| [45] ["Yeah. Please input the password."]
 29:  381| [47] [Natsuhiko]
 30:  384| [45] ["The wall should open up if you press 107215."]
 31:  389| [47] [Watase]
 32:  390| [45] ["..."]
 33:  401| [45] [Watase input those numbers as he kept carrying Natsuhiko.]
 34:  406| [45] [And when he did--]
 35:  478| [47] [Watase]
 36:  481| [45] ["Ah...!"]
 37:  486| [45] [The wall opened, revealing a narrow passage.]
 38:  491| [45] [At the other end of the passage was a sturdy-looking iron door.]
 39:  499| [47] [Watase]
 40:  502| [45] ["... It really opened..."]
 41:  510| [47] [Natsuhiko]
