  0:   46| [55] [√After Chapter 5]
  1:   61| [45] [Watase and Ena ran into B2 of Area 2's outer ring in pursuit of Salyu.]
  2:   66| [45] [But she wasn't anywhere to be seen.]
  3:   94| [47] [Ena]
  4:   97| [45] ["Where could she have gone...!?"]
  5:  105| [47] [Watase]
  6:  108| [45] ["Let's look around. There's a high chance she's hiding in one of the nearby rooms."]
  7:  134| [47] [Ena]
  8:  137| [45] ["All right."]
  9:  142| [45] [Watase and Ena nodded at each other, then searched the nearby rooms.]
 10:  234| [45] [Watase couldn't help but voice his thoughts as he kept on opening random doors.]
 11:  296| [47] [Watase]
 12:  299| [45] ["But... what did that girl mean when she said I was 'dangerous'?"]
 13:  325| [47] [Ena]
 14:  328| [45] ["She did say that, didn't she... Do you have any idea about what she was talking about?"]
 15:  336| [47] [Watase]
 16:  339| [45] ["... Sorry, but no."]
 17:  347| [47] [Ena]
 18:  350| [45] ["I see..."]
 19:  361| [47] [Watase]
 20:  364| [45] ["But while we're on the topic... what was Salyu talking to you about?"]
 21:  372| [47] [Watase]
 22:  375| [45] ["What was all that stuff about 'not paying heed to our information yesterday' and%N'closing your heart' about...?"]
 23:  401| [47] [Ena]
 24:  404| [45] ["Huh? Oh, um, well--"]
 25:  430| [47] [Ena]
 26:  433| [45] ["Ms. Sannomiya and the others came to me yesterday and said that 'there's some sort of secret in LABO. We want to look into it, so could you accompany us?'..."]
 27:  441| [47] [Watase]
 28:  444| [45] ["What?"]
 29:  452| [47] [Ena]
 30:  455| [45] ["I didn't really know what they were up to, and there was no way I could've accompanied them to begin with, so I turned them down."]
 31:  481| [47] [Ena]
 32:  484| [45] ["And, well, it looks like Ms. Sannomiya doesn't trust me thanks to that..."]
 33:  492| [47] [Watase]
 34:  495| [45] ["Is... that right...?"]
 35:  500| [45] [It was a very vague story that didn't shed much light on things.]
 36:  508| [47] [Watase]
 37:  511| [45] ["What do those kids know that we don't...?"]
 38:  537| [47] [Ena]
 39:  540| [45] ["... I don't think it's something worthy of that much suspicion..."]
 40:  548| [47] [Watase]
