  0:   44| [55] [√Double Chapter6]
  1:   55| [45] [渡瀬は夏彦たちに、爆弾についての詳細を聞かせた。]
  2:   60| [45] [解体が不可能な理由と、隔壁開放時刻がずれた理由。]
  3:   65| [45] [そして、このままでは全員爆死してしまうという事を――！]
  4:  134| [47] [夏彦]
  5:  137| [45] [「そんな……！」]
  6:  142| [45] [それを聞き終えた夏彦たちは、震える声で口々に言った。]
  7:  168| [47] [悠里]
  8:  171| [45] [「じゃあこのままここにいたら、みんな死んでしまうんですか！？」]
  9:  197| [47] [ましろ]
 10:  200| [45] [「じゃ、じゃあ、脱出方法を考えなきゃ！」]
 11:  226| [47] [恵那]
 12:  229| [45] [「む、無茶よ……私たちが６時間も探して、何も見つけられなかったのに……！」]
 13:  234| [47] [渡瀬]
 14:  235| [45] [「……」]
 15:  240| [45] [渡瀬はその問いに、黙り込んだ。]
 16:  245| [47] [渡瀬]
 17:  246| [45] [（確かに無茶だ……！）]
 18:  251| [45] [もう時間はほとんどない。]
 19:  256| [45] [まして記憶喪失になった風見を抱えて、何かできるとも思えない。]
 20:  364| [47] [渡瀬]
 21:  365| [45] [（……それでも、どうにかしなければ……）]
 22:  370| [47] [渡瀬]
 23:  371| [45] [（爆弾の件は、俺に責任がある）]
 24:  376| [47] [渡瀬]
 25:  377| [45] [（ここにいる皆を救わなくては……！）]
 26:  384| [45] [時刻は『１８：０２』。]
 27:  389| [45] [爆発まで、あと１５分しかない。]
 28:  394| [45] [先ほどＺｅｒｏエリアで、渡瀬はある方法を思いついていたのだが――]
 29:  399| [47] [渡瀬]
 30:  400| [45] [（……この状況で、例の方法を提案するのは危険だ）]
 31:  405| [47] [渡瀬]
 32:  406| [45] [（ますます皆を混乱させるだけだ）]
 33:  411| [45] [そう思い、それを断念した。]
 34:  416| [45] [夏彦が苦々しく、渡瀬に問う。]
 35:  442| [47] [夏彦]
 36:  445| [45] [「渡瀬……どうするつもりなんだ？」]
 37:  453| [47] [渡瀬]
 38:  456| [45] [「……とにかく、ここにいたらみんな死んじまう」]
 39:  464| [47] [渡瀬]
 40:  467| [45] [「少しでも安全なところに避難しよう」]
 41:  493| [47] [夏彦]
 42:  496| [45] [「安全なところ？」]
 43:  501| [45] [渡瀬はうなずいて答えた。]
 44:  509| [47] [渡瀬]
 45:  512| [45] [「爆弾はＺｅｒｏエリアに仕掛けられている」]
 46:  520| [47] [渡瀬]
 47:  523| [45] [「そこで発生した爆風が、どんな風に拡散するのかは予測不能だが――」]
 48:  531| [47] [渡瀬]
 49:  534| [45] [「爆心地から一番遠い場所、つまり第２エリア非常階段の隔壁の前に行けば、少しだけ生存率は上がるはずだ」]
 50:  560| [47] [夏彦]
 51:  563| [45] [「そこに行けば、生き残れるのか！？」]
 52:  571| [47] [渡瀬]
 53:  574| [45] [「わからん、が……それに賭けるしかないだろう」]
 54:  635| [47] [夏彦]
 55:  638| [45] [「……っ」]
 56:  643| [45] [他にいい場所が思いつかない。]
 57:  648| [45] [焦りと混乱が、渡瀬の判断力を奪っていた。]
 58:  653| [45] [皆も不安げだが、渋々と頷く。]
 59:  661| [47] [渡瀬]
 60:  664| [45] [「……移動するなら早い方がいい。行こう」]
 61:  690| [47] [洵]
 62:  693| [45] [「うん……ほら、お姉ちゃん」]
 63:  719| [47] [風見]
 64:  722| [45] [「あ……は、はい……」]
 65:  735| [45] [洵が風見の手を取って、歩き出す。]
 66:  740| [45] [渡瀬たちもそれに続いた。]
 67:  847| [45] [――そして渡瀬たち９人は、隔壁の前に辿り着いた。]
 68:  852| [45] [時刻は『１８：０８』。]
 69:  857| [45] [爆発まであと９分。]
 70:  862| [45] [その時間を渡瀬たちは、恐怖に耐えて待ち続けた。]
 71:  867| [45] [心を押し潰されるような沈黙の中、やがて風見の声が響く。]
 72:  893| [47] [風見]
 73:  896| [45] [「あ、あの……」]
 74:  904| [47] [渡瀬]
 75:  907| [45] [「……どうした？」]
 76:  933| [47] [風見]
 77:  936| [45] [「私、あなたと、あなたには……少し、見覚えがあるんですけど……」]
 78:  941| [45] [風見は渡瀬と洵を見て、呟いた。]
 79:  967| [47] [風見]
 80:  970| [45] [「……あなたたちは、私の……？」]
