  0:   46| [55] [√After Chapter 2]
  1:   61| [45] [--When they got to the control room, Ena, Yuuri, and Ukita were already there.]
  2:   66| [45] [No sooner had they passed through the doorway than did a bitter shout echo through the room.]
  3:   94| [47] [Ukita]
  4:   97| [45] ["Dammit! I can't steal the root authority!"]
  5:  105| [47] [Watase]
  6:  108| [45] ["M-Mr. Ukita, what's wrong!?"]
  7:  131| [45] [Ukita and the others turned around in surprise.]
  8:  209| [47] [Ena]
  9:  212| [45] ["Oh, welcome back, guys!"]
 10:  238| [47] [Ukita]
 11:  241| [45] ["You three, huh... I heard everything from Ms. Tsubakiyama. Sounds like you went through hell."]
 12:  249| [47] [Watase]
 13:  252| [45] ["Yeah... But we're okay now."]
 14:  257| [45] [None of Watase's group said anything about Kazami's deteriorating condition.]
 15:  265| [47] [Kazami]
 16:  268| [45] ["More importantly, what happened? What's all this stealing authority business about?"]
 17:  294| [47] [Ukita]
 18:  297| [45] ["Well... I've been expending all my efforts towards gaining control of the bulkheads, but..."]
 19:  305| [47] [Ukita]
 20:  308| [45] ["The control system is shielded by thick layers of protection. I don't believe I can do anything against that."]
 21:  334| [47] [Ukita]
 22:  337| [45] ["And unfortunately, the other three control computers are all being guarded by that system."]
 23:  345| [47] [Ukita]
 24:  348| [45] ["It appears it's been set up so that it instantly takes the root authority back from any intruder who manages to steal it by force."]
 25:  374| [47] [Ukita]
 26:  377| [45] ["And to be honest, there's nothing I can do about it with my level of skill..."]
 27:  385| [47] [Watase]
 28:  388| [45] ["... I see."]
 29:  441| [45] [Everyone's faces fell at Ukita's explanation.]
 30:  446| [45] [Though it'd only been a half-hearted hope, it still came off as a big disappointment.]
 31:  472| [47] [Ukita]
 32:  475| [45] ["... But, and while I wouldn't say this makes up for that, I learned several things during this process."]
 33:  483| [47] [Ukita]
 34:  486| [45] ["Please look at the monitor, everyone."]
 35:  491| [45] [Ukita then operated the control panel--]
 36:  536| [45] [--bringing up what appeared to be a map on-screen.]
 37:  544| [47] [Watase]
 38:  547| [45] ["What's this?"]
 39:  556| [47] [Ukita]
 40:  559| [45] ["This is a detailed map of LABO. This is floor B1, where we are presently located..."]
 41:  606| [47] [Ukita]
 42:  609| [45] ["And this is floor B2."]
 43:  617| [47] [Watase]
 44:  620| [45] ["Oh, this'll be a huge help! Now we won't have any more trouble navigating the facility."]
 45:  628| [47] [Ukita]
 46:  631| [45] ["And it's not just a simple map. You can also check out the current situation with it, at least to a certain degree."]
 47:  639| [47] [Ukita]
