  0:   44| [55] [√Double Chapter 4]
  1:   56| [45] [------]
  2:   61| [45] [----]
  3:   66| [45] [--]
  4:  110| [45] [--Natsuhiko and Yuuri returned to reality.]
  5:  144| [47] [Yuuri]
  6:  147| [45] ["... Hikorin, Salyu, are you okay?"]
  7:  152| [45] [Yuuri's voice felt so far away.]
  8:  185| [45] [Natsuhiko just gritted his teeth without answering.]
  9:  190| [47] [Natsuhiko]
 10:  191| [45] [(... Salyu had...)]
 11:  196| [47] [Natsuhiko]
 12:  197| [45] [(... the toughest past out of all of us...!)]
 13:  202| [45] [Everything he saw in Salyu's memory wrenched Natsuhiko's heart.]
 14:  207| [45] [And right in front of him-- Salyu cried.]
 15:  234| [47] [Salyu]
 16:  237| [45] ["... I probably would've been happier not knowing that."]
 17:  245| [47] [Natsuhiko]
 18:  248| [45] ["... I'm sorry...!"]
 19:  253| [45] [Natsuhiko regretted his decision. He should have followed Yuuri's advice.]
 20:  258| [45] [But Salyu quickly shook her head and continued speaking.]
 21:  284| [47] [Salyu]
 22:  287| [45] ["... No need to apologize."]
 23:  295| [47] [Salyu]
 24:  298| [45] ["It's probably still better for me to know than to not have known a thing."]
 25:  306| [47] [Salyu]
 26:  309| [45] ["We can think about everything later. Right, Natsuhiko?"]
 27:  314| [45] [Salyu smiled through her tears.]
 28:  319| [45] [With a facial expression that closely resembled the one Dr. Tenkawa used in Salyu's memory.]
 29:  327| [47] [Salyu]
 30:  330| [45] ["Even if my life was ashen, the memories of these last few days filled it with color."]
 31:  338| [47] [Salyu]
 32:  341| [45] ["As long as I have those memories, I can overcome any past..."]
 33:  360| [45] [She shut her eyes and murmured. Tears ran down her cheeks and fell to the floor.]
 34:  365| [45] [Natsuhiko could tell she was pushing herself. Seeing her shed tears for the first time was proof enough.]
 35:  370| [47] [Natsuhiko]
 36:  371| [45] [(Dammit... Is there nothing I can do to support her?)]
 37:  376| [45] [Salyu said she wanted him to support her if he could.]
 38:  381| [45] [So if there was anything he could do for her--]
 39:  386| [47] [Natsuhiko]
 40:  387| [45] [(That's it... I'll show her... my mind and heart...!)]
 41:  392| [45] [That was not an abuse of his ability. In fact, it was likely the right way to use it.]
 42:  397| [45] [With that firm belief, Natsuhiko gently grasped Salyu's hand.]
 43:  405| [47] [Natsuhiko]
 44:  408| [45] ["... Salyu."]
 45:  434| [47] [Salyu]
 46:  437| [45] ["...!"]
 47:  442| [45] [As Salyu's body stiffened, Natsuhiko gazed at her and sent her telepathy.]
 48:  498| [45] [Telepathy infused with his gratitude, affection, and all his feelings for her.]
 49:  506| [47] [Natsuhiko]
 50:  509| [45] [{The days I spent with you are precious memories to me too...}]
 51:  517| [47] [Natsuhiko]
 52:  520| [45] [{I'm so glad I met you. I've changed a little thanks to you, too.}]
 53:  546| [47] [Natsuhiko]
 54:  549| [45] [{But nobody said the fun times would end with these few days.}]
 55:  557| [47] [Natsuhiko]
 56:  560| [45] [{I'm sure there are tons of great things to come. Because we're always with you...}]
 57:  586| [47] [Salyu]
 58:  589| [45] ["..."]
 59:  594| [45] [Salyu said nothing. She just silently grasped Natsuhiko's hand back.]
 60:  633| [45] [In response, Natsuhiko gently grasped Salyu's hand and spoke.]
 61:  641| [47] [Natsuhiko]
 62:  644| [45] ["It won't end with these last few days... I'm sure there are tons of great things to come."]
 63:  652| [47] [Natsuhiko]
 64:  655| [45] ["Because we're always with you."]
 65:  678| [47] [Salyu]
 66:  679| [45] ["..."]
 67:  684| [45] [Salyu said nothing.]
 68:  689| [45] [She just silently grasped Natsuhiko's hand back.]
 69:  713| [45] [Yuuri laid her hand on top of theirs and spoke.]
 70:  744| [47] [Yuuri]
 71:  747| [45] ["... Let's get everybody out of here. Together."]
 72:  755| [47] [Yuuri]
 73:  758| [45] ["Let's go back to that home with Mashiro. The four of us."]
 74:  784| [47] [Salyu]
 75:  787| [45] ["... Mm."]
 76:  792| [45] [Salyu nodded, wiping her tears.]
 77:  799| [45] [Natsuhiko nodded and murmured.]
 78:  813| [47] [Natsuhiko]
 79:  816| [45] ["Well, all that's left is to get Ms. Tachibana back and then we can get out of here..."]
 80:  849| [47] [Natsuhiko]
 81:  852| [45] ["Whew... Looks like there weren't any problems after all."]
 82:  857| [45] [As Natsuhiko sighed in relief, Salyu spoke up dubiously.]
 83:  884| [47] [Salyu]
 84:  887| [45] ["Problems? What do you mean?"]
 85:  895| [47] [Natsuhiko]
 86:  898| [45] ["Oh, no, it's nothing. I was just thinking of how reliable you are, that's all."]
 87:  924| [47] [Salyu]
 88:  927| [45] ["...? Hmm..."]
 89:  932| [45] [Natsuhiko smiled at Salyu and changed the subject.]
 90:  940| [47] [Natsuhiko]
 91:  943| [45] ["Well, all that's left is to get Ms. Tachibana back and then we can get out of here..."]
 92:  970| [47] [Yuuri]
 93:  973| [45] ["Yeah, but..."]
 94:  981| [47] [Yuuri]
 95:  984| [45] ["Security Sector 6 might be waiting outside."]
 96: 1016| [47] [Natsuhiko]
 97: 1019| [45] ["Huh?"]
 98: 1045| [47] [Yuuri]
 99: 1048| [45] ["Nearly 10 hours have already passed since the bulkheads locked down. Which means LABO must already be taking measures to ensure the test subjects don't escape."]
100: 1074| [47] [Yuuri]
101: 1077| [45] ["Security Sector 6 has us marked. Once the bulkheads open--"]
102: 1085| [47] [Natsuhiko]
103: 1088| [45] ["Security Sector 6 will capture you and confine you again...!?"]
104: 1093| [45] [Now that she mentioned it, nobody inside knew what the situation was on the outside.]
105: 1101| [47] [Natsuhiko]
106: 1104| [45] ["Really makes you want to know what's going on out there. Is there anyone we can contact via BC?"]
107: 1130| [47] [Yuuri]
108: 1133| [45] ["I'm sure there are lots of people outside, but... I don't know if there's anyone we can trust."]
109: 1139| [45] [Watase's boss, the "Commander" might have been trustworthy, but he wouldn't know the kids.]
110: 1144| [45] [Besides, they didn't know his characteristic brain waveform, so they couldn't send him directional telepathy.]
111: 1170| [47] [Salyu]
112: 1173| [45] ["... Um, I don't know much about BC, but couldn't you contact Dr. Tenkawa?"]
113: 1181| [47] [Natsuhiko]
114: 1184| [45] ["That's right! Mom!"]
115: 1189| [45] [They certainly could trust Dr. Tenkawa, and the possibility that she was on alert outside LABO was high.]
116: 1194| [45] [But Yuuri shook her head.]
117: 1220| [47] [Yuuri]
118: 1223| [45] ["I thought so too, so I tried contacting her several times as soon as we were locked in... but I couldn't connect."]
119: 1231| [47] [Natsuhiko]
120: 1234| [45] ["Is it because of the bulkheads?"]
121: 1260| [47] [Yuuri]
122: 1263| [45] ["Maybe. I was thinking that maybe we could contact the outside with the WX particle energy this high, though..."]
123: 1268| [45] [It seemed worth another shot.]
124: 1330| [45] [Natsuhiko concentrated his mind.]
125: 1344| [47] [Natsuhiko]
126: 1347| [45] [{--Mom, can you hear me? It's me, Natsuhiko.}]
127: 1352| [45] [He then tried using empathy. No response.]
128: 1360| [47] [Natsuhiko]
129: 1363| [45] [{--If you can hear me, please focus on your answer. I'll listen for it with empathy.}]
130: 1373| [47] [Natsuhiko]
131: 1376| [45] [{This might be a little confusing all of a sudden, but I've awoken to my BC ability.}]
132: 1385| [47] [Natsuhiko]
133: 1388| [45] [{You might already know this, but I've awoken to my BC ability.}]
134: 1393| [45] [He tried using empathy again. No response.]
135: 1401| [47] [Natsuhiko]
136: 1404| [45] [{Mom, we need your help. If you can hear me-- please help us escape.}]
137: 1409| [45] [He tried using empathy once more.]
138: 1414| [45] [And on the third attempt--]
139: 1440| [47] [Miyoko]
140: 1443| [45] [{Natsuhiko! Natsuhiko, is that you!?}]
141: 1448| [45] [The professor's voice echoed in his head.]
142: 1453| [47] [Natsuhiko]
143: 1456| [45] [{Mom! So you really are there!}]
144: 1486| [47] [Miyoko]
145: 1489| [45] [{I am! Ahh, it's really you, Natsuhiko!}]
146: 1513| [47] [Miyoko]
147: 1516| [45] [{I was so worried, I thought my heart was going to burst...!}]
148: 1521| [47] [Natsuhiko]
149: 1522| [45] [(Yes! It worked!)]
150: 1527| [45] [Natsuhiko gave Yuuri and Salyu an OK sign and continued communicating with the professor.]
151: 1535| [47] [Natsuhiko]
152: 1538| [45] [{Mom, it seems Yuuri hasn't been able to contact you all day. Did something happen?}]
153: 1562| [47] [Miyoko]
154: 1565| [45] [{I got caught in an explosion immediately following the start of the terrorist attack, so I received treatment in the hospital.}]
155: 1570| [47] [Miyoko]
156: 1573| [45] [{I just got back about two hours ago. Right now... --...--}]
157: 1611| [45] [The professor's voice abruptly cut off.]
158: 1619| [47] [Natsuhiko]
159: 1622| [45] [{Mom!? I can't hear you!}]
160: 1646| [47] [Miyoko]
161: 1649| [45] [{--...--ear!? How's this!?}]
162: 1657| [47] [Natsuhiko]
163: 1660| [45] [{Ah, I can hear you now. What's going on?}]
164: 1684| [47] [Miyoko]
165: 1687| [45] [{I tried putting my head to the floor. Looks like we can connect better that way.}]
166: 1741| [47] [Miyoko]
167: 1744| [45] [{You might already know this, but the floors and bulkheads separating the basements from the ground levels are constructed with thick BC insulators.}]
168: 1749| [47] [Miyoko]
169: 1752| [45] [{We seem to be able to connect since the WX particle energy levels are high, but--}]
170: 1757| [47] [Miyoko]
171: 1760| [45] [{If they drop past a certain threshold, then connection will be rendered impossible once more.}]
172: 1765| [47] [Natsuhiko]
173: 1766| [45] [(...!)]
174: 1797| [45] [That meant that even though they had finally connected, there was a high possibility that they'd lose contact soon enough.]
175: 1802| [45] [The professor hurriedly asked Natsuhiko a question.]
176: 1826| [47] [Miyoko]
177: 1829| [45] [{We don't have time. Answer me, Natsuhiko. How's the situation over there?}]
178: 1837| [47] [Natsuhiko]
179: 1840| [45] [{Ah, right!}]
180: 1845| [45] [Natsuhiko summarized the situation.]
181: 1901| [45] [How the current incident was a terrorist attack by Q.]
182: 1953| [45] [How Natsuhiko and Mashiro were heavily injured.]
