  0:   55| [55] [√After Chapter3]
  1:  116| [47] [渡瀬]
  2:  119| [45] [「は……はぁぁぁ～……」]
  3:  130| [45] [抜け出した途端、渡瀬はその場にへたり込んだ。]
  4:  135| [45] [全身の骨が軋み、筋肉がガクガクと震えている。]
  5:  152| [55] [√After Chapter3]
  6:  163| [47] [風見]
  7:  166| [45] [「……隊長、お疲れさまでした！」]
  8:  236| [45] [その声に振り向くと、そこにみんなの笑顔があった。]
  9:  262| [47] [洵]
 10:  265| [45] [「いや～、さすが隊長！　あの瓦礫の山を筋力で支えるとは、もはや人類とは思えないね！」]
 11:  291| [47] [恵那]
 12:  294| [45] [「まさに鋼の肉体ね……ちょっと惚れそうよ」]
 13:  320| [47] [宇喜多]
 14:  323| [45] [「うむ、感服せざるを得ないな。ユウリくんが助かったのは隊長さんのおかげだ」]
 15:  328| [45] [その言葉に、渡瀬は首を振った。]
 16:  336| [47] [渡瀬]
 17:  339| [45] [「いや、オレ１人の力じゃ無理だったさ……」]
 18:  347| [47] [渡瀬]
 19:  350| [45] [「ユウリを助けることができたのは、みんなのチームワークのたまものだよ」]
 20:  418| [45] [渡瀬がそう言うと、皆が照れたように笑う。]
 21:  444| [47] [恵那]
 22:  447| [45] [「ところで隊長さん、頭の後ろから血が出てるけど大丈夫？」]
 23:  455| [47] [渡瀬]
 24:  458| [45] [「あぁ、そういやそうだったな」]
 25:  484| [47] [恵那]
 26:  487| [45] [「ほら、こっちに背中を向けて。『カイローン』をつけてあげるわ」]
 27:  492| [45] [恵那が例の傷薬を懐から出すと、ユウリがおずおずと言う。]
 28:  518| [47] [ユウリ]
 29:  521| [45] [「あの……それ、わたしにやらせて下さい」]
 30:  529| [47] [ユウリ]
 31:  532| [45] [「その傷、わたしのせいだから……」]
 32:  558| [47] [恵那]
 33:  561| [45] [「ん……そうね。ここはユウリさんにお願いするわ。ねぇ隊長さん？」]
 34:  569| [47] [渡瀬]
 35:  572| [45] [「あぁ。じゃあ頼むよ、ユウリ」]
 36:  598| [47] [ユウリ]
 37:  601| [45] [「はい……」]
 38:  815| [45] [ユウリは恵那からカイローンを受け取り、渡瀬の背後に回った。]
 39:  820| [45] [渡瀬の後頭部に、傷薬を盛ったユウリの指先が触れる。]
 40:  825| [45] [ユウリの優しい指の動きが伝わってきた。]
 41:  832| [45] [やがてユウリが、気付いたように言う。]
 42:  859| [47] [ユウリ]
 43:  862| [45] [「……あれ……」]
 44:  870| [47] [渡瀬]
