  0:   51| [55] [√After Chapter 3]
  1:   55| [47] [Watase]
  2:   56| [45] [(Oh right, are the others okay...!?)]
  3:   61| [45] [Watase looked around him, setting his eyes on Kazami first.]
  4:   66| [45] [And a second later, she--]
  5:   94| [47] [Kazami]
  6:   97| [45] ["Captain, Ms. Yuuri, thank God you're all right!!"]
  7:  102| [45] [--ran up to Watase and Yuuri as she said that, then embraced the two of them.]
  8:  228| [47] [Watase]
  9:  231| [45] ["Whoa!?"]
 10:  239| [47] [Yuuri]
 11:  242| [45] ["Wah!"]
 12:  247| [45] [Kazami paid no heed to their surprise and started talking in a tear-choked voice.]
 13:  255| [47] [Kazami]
 14:  258| [45] ["You really had me worried there...! It felt like my heart was about to stop at any second..."]
 15:  266| [47] [Watase]
 16:  269| [45] ["I-it's okay, Yuuri and I are fine... but..."]
 17:  277| [47] [Yuuri]
 18:  280| [45] ["U-um, it's a bit hard to breathe..."]
 19:  285| [45] [Kazami's arms of steel felt like they were crushing Watase and Yuuri's throats.]
 20:  293| [47] [Kazami]
 21:  296| [45] ["Huh? ... Ah! My apologies!"]
 22:  301| [45] [She frantically loosened her grip when she realized this. However--]
 23:  309| [47] [Watase]
 24:  312| [45] ["... Uh, hey, Ms. Tachibana?"]
 25:  320| [47] [Watase]
 26:  323| [45] ["... Why aren't you letting go?"]
 27:  331| [47] [Kazami]
 28:  334| [45] ["It's okay if we stay like this for a little longer, isn't it?"]
 29:  342| [47] [Kazami]
 30:  345| [45] ["What just happened was incredibly dangerous, so please just let me express my thanks for you having survived."]
 31:  353| [47] [Kazami]
 32:  356| [45] ["After all, I don't want to imagine what would have happened if we'd made even the slightest mistake just now..."]
 33:  361| [45] [Kazami said that and gave Watase and Yuuri a nice pat on the back.]
 34:  366| [45] [Upon which, Yuuri--]
 35:  374| [47] [Yuuri]
 36:  377| [45] ["..."]
 37:  382| [45] [--began to tremble as the reality of what they'd just been through only now finally hit her.]
 38:  430| [47] [Kazami]
 39:  433| [45] ["... That really was scary, wasn't it?"]
 40:  441| [47] [Yuuri]
 41:  444| [45] ["Y... yes...!"]
 42:  452| [47] [Kazami]
 43:  455| [45] ["... You held up so good back there without even crying, you know that? But you're safe now."]
 44:  460| [45] [Kazami said that and gently stroked Yuuri's hair.]
 45:  465| [45] [The warmth from Kazami's arms flowed into Watase.]
 46:  470| [45] [He also felt Yuuri's heat flood into him from their shoulders that were now connected from the hug they were locked in.]
 47:  475| [45] [It was then that Watase felt himself fully reconnect with reality again.]
 48:  480| [47] [Watase]
 49:  481| [45] [(That's right... we survived.)]
 50:  486| [47] [Watase]
 51:  487| [45] [(We made it out of there with our lives...)]
 52:  492| [45] [There was a path to survival even in such a desperate crisis like that.]
 53:  497| [45] [And the one who'd carved that path open for them was their most reliable comrade-- Kazami.]
 54:  502| [45] [Watase gently hugged her back.]
 55:  507| [45] [Yuuri's arms soon overlapped with Watase's.]
 56:  512| [45] [The three of them just stood in that embrace for a while, not saying a word.]
 57:  623| [45] [--Eventually, Jun cut up the atmosphere up with a teasing voice.]
 58:  631| [47] [Jun]
 59:  634| [45] ["Wooow, it really is good to be the captain, huh? I mean, you get free hugs from Lieutenant Stone Face and everything."]
 60:  639| [45] [The three of them turned around in surprise to see the rest of the group grinning at them.]
 61:  647| [47] [Ukita]
 62:  650| [45] ["I must admit, I'm a tad jealous. You must be feeling really, really nice right about now."]
 63:  658| [47] [Ena]
 64:  661| [45] ["Well, I'd say it was well deserved. It's thanks to him that Ms. Yuuri's alive."]
