  0:  103| [55] [√After Chapter6]
  1:  121| [47] [宇喜多]
  2:  124| [45] [「くそっ、見失ったか……！」]
  3:  193| [47] [渡瀬]
  4:  196| [45] [「……行ったみたいだな」]
  5:  231| [47] [恵那]
  6:  234| [45] [「えぇ……」]
  7:  239| [45] [渡瀬と恵那は追跡から逃れ、第２エリア内周棟の一室に身を潜めていた。]
  8:  265| [47] [恵那]
  9:  268| [45] [「……急に怖い雰囲気になってきたわね」]
 10:  276| [47] [渡瀬]
 11:  279| [45] [「無理もない……急に死が目の前に迫ってきたんだ」]
 12:  287| [47] [渡瀬]
 13:  290| [45] [「怒りと焦りで錯乱するのもわかるさ……」]
 14:  316| [47] [恵那]
 15:  319| [45] [「そうね……でも本当に危なかったわ」]
 16:  345| [47] [恵那]
 17:  348| [45] [「あのまま捕まっていたら、私たち――殺されていたかもしれないわよ」]
 18:  356| [47] [渡瀬]
 19:  359| [45] [「殺されて……！？　っておい、仲間にか！？」]
 20:  367| [47] [渡瀬]
 21:  370| [45] [「まさかそこまではしないだろ！？」]
 22:  375| [45] [渡瀬がそう言った瞬間、恵那の眼が鋭くなった。]
 23:  401| [47] [恵那]
 24:  404| [45] [「まだわからないの、隊長さん？」]
 25:  412| [47] [恵那]
 26:  415| [45] [「この最悪の状況下で本当に怖いのは、火でも煙でも放射線でもない」]
 27:  441| [47] [恵那]
 28:  444| [45] [「人間よ」]
 29:  452| [47] [恵那]
 30:  455| [45] [「追い詰められた人間の、むき出しの悪意……それが一番怖いのよ」]
 31:  463| [47] [渡瀬]
 32:  466| [45] [「……っ」]
 33:  471| [45] [その言葉に、渡瀬は息を呑んだ。]
 34:  553| [45] [――死の危険渦巻くこの施設の中で、唯一の希望は、『人間の生き抜こうとする意思』だと思っていた。]
 35:  558| [45] [だがここまで状況がこじれると、その意味は逆転しかねない。]
 36:  563| [47] [渡瀬]
 37:  564| [45] [（『生き抜こうとする意思』が、倫理を超越するとどうなるんだ……？）]
 38:  569| [47] [渡瀬]
