  0:   79| [55] [√After Chapter3]
  1:   83| [45] [だがその安全基準は、ＡＤを投与している事が前提だった。]
  2:   88| [45] [もしこのままＡＤが見つからなければ、ラボ全域が汚染区域という事になるだろう。]
  3:   93| [45] [そんな絶望的な状況だけは、どうしても避けなければならなかった。]
  4:  101| [47] [渡瀬]
  5:  104| [45] [「次のＡＤ投与時間まで、あと３０分を切っている。とにかく手分けして捜索しよう」]
  6:  132| [47] [宇喜多]
  7:  135| [45] [「となれば、ファクトリーを重点的に捜索した方がいいだろう」]
  8:  143| [47] [宇喜多]
  9:  146| [45] [「ＡＤはこの場所で作られていたはずだから、焼け残りがあるかもしれない」]
 10:  151| [45] [そう言えば、ＡＤはラボの関係者から支給されたと、以前風見が言っていた。]
 11:  177| [47] [恵那]
 12:  180| [45] [「でも、こんな中から見つけ出すなんて骨が折れそうよ？」]
 13:  206| [47] [洵]
 14:  209| [45] [「そうだね。それに内周棟だって、ちゃんと捜索しなきゃならないし」]
 15:  214| [45] [こうして話し合っている時間もおしい。渡瀬は即座に決断した。]
 16:  222| [47] [渡瀬]
 17:  225| [45] [「わかった、だったら内周棟はオレが１人で担当しよう。みんなは手分けして、ファクトリーを調べてくれ」]
 18:  230| [45] [渡瀬はそう言うや、１人で内周棟へ向かった。]
 19:  328| [45] [――地下２階フロアを、全速力で駆け回る。]
 20:  463| [45] [だが、どの部屋を探してもＡＤを見つける事はできなかった。]
 21:  468| [47] [渡瀬]
 22:  469| [45] [（――いや、落ち着け。まだ地下１階が残ってる）]
 23:  517| [45] [上階に上がるため、階段室へと向かう。]
 24:  529| [45] [防火扉を開けると、そこで渡瀬を待っていたのは――]
 25:  658| [45] [非常階段が、完全に崩れている光景だった。]
 26:  663| [47] [渡瀬]
 27:  664| [45] [（くそっ、時間がねえってのに！）]
 28:  676| [45] [時計を見ると『１１時５８分』――。]
 29:  681| [45] [ＡＤ投与時間まで、残り２０分を切っている。]
 30:  686| [47] [渡瀬]
 31:  687| [45] [（またエレベーターシャフトを上らなきゃならないのか？）]
 32:  692| [47] [渡瀬]
 33:  693| [45] [（いや――）]
 34:  698| [45] [渡瀬はずっと持ち歩いていた１０ｍロープを取り出すと、その先端に落ちていた瓦礫を縛り付けた。]
 35:  709| [45] [そしてそれを投げ、地下１階に残っている踊り場の手すりに引っ掛ける。]
 36:  772| [45] [さらに何度か引っ張ると、ロープはしっかりと固定されているようだった。]
 37:  777| [47] [渡瀬]
 38:  778| [45] [（――よし、行ける！）]
 39:  865| [45] [腕力にものを言わせてロープを登り、渡瀬は無事に地下１階フロアへたどり着いていた。]
 40:  870| [47] [渡瀬]
 41:  871| [45] [（ちっ、余計な時間を食っちまったな……）]
 42:  876| [45] [渡瀬は胸中で毒づくと、また駆け足で捜索を開始した。]
 43:  930| [45] [だがその捜索も、何の成果もないままに終了し――]
 44:  975| [45] [地下２階に降りた渡瀬の足取りは、さすがに重たくなっていた。]
 45:  980| [47] [渡瀬]
 46:  981| [45] [（風見たちが、ＡＤを見つけてくれればいいんだが……）]
 47:  986| [45] [ファクトリーに繋がる連絡通路の中で、渡瀬が不安に駆られた――その時。]
 48: 1015| [47] [渡瀬]
 49: 1018| [45] [「っ！！！？？？」]
 50: 1023| [45] [前方から聞こえて来た轟音に、渡瀬の全身が総毛立つ。]
 51: 1082| [45] [急いでファクトリーに駆け込むと、ある一角にもうもうと砂煙が立っていた。]
 52: 1087| [45] [その周りに風見たちの姿がある。]
 53: 1095| [47] [渡瀬]
 54: 1098| [45] [「どうした！？　なにがあったんだ！？」]
 55: 1103| [45] [駆け寄ると、風見を初めとする全員が、砂煙の中に現れた瓦礫の山を見つめていた。]
 56: 1108| [45] [問いかけたにもかかわらず、誰からも反応が返ってこない。]
 57: 1116| [47] [渡瀬]
 58: 1119| [45] [「おい、橘！　なにがあったのかって聞いてるんだ！」]
 59: 1124| [45] [すると風見が、半ば放心したように言う。]
 60: 1152| [47] [風見]
 61: 1155| [45] [「ユウリさんが……私たちが、気付いた時にはもう……」]
 62: 1160| [45] [見ると瓦礫の下から、大量の血が滲み出している。]
 63: 1165| [45] [そしてその場にいる『４人』の中に、ユウリの姿が見当たらない。]
 64: 1192| [47] [洵]
 65: 1195| [45] [「う、うぅ……ユウリちゃん……ユウリちゃん……」]
 66: 1249| [47] [宇喜多]
 67: 1252| [45] [「なぜだ……なぜ、こんな事になってしまったのだ……」]
 68: 1279| [47] [恵那]
 69: 1282| [45] [「私たちが、ＡＤを探すのに気を取られていたばっかりに……」]
 70: 1336| [47] [風見]
 71: 1339| [45] [「私は……私は、危険に気づいていたはずなのに……」]
 72: 1344| [47] [渡瀬]
 73: 1345| [45] [（う、嘘だろ……？）]
 74: 1350| [45] [だが状況を理解したとたん、渡瀬の体は弾かれたように、瓦礫の下へ向かっていた。]
 75: 1399| [47] [渡瀬]
 76: 1402| [45] [「ユウリッ！　ユウリ頼むから、返事をしてくれッ！」]
 77: 1410| [47] [渡瀬]
