  0:   76| [55] [√Before Chapter2]
  1:   83| [45] [――――――]
  2:   88| [45] [――――]
  3:   93| [45] [――]
  4:  101| [47] [女]
  5:  104| [45] [「――はい」]
  6:  186| [47] [夏彦]
  7:  189| [45] [「……え？」]
  8:  242| [45] [声をかけられて、夏彦ははっとした。]
  9:  264| [45] [目の前には、ましろの姿がある。]
 10:  332| [47] [夏彦]
 11:  333| [45] [（あれ、ここは……ぼくの家？）]
 12:  344| [45] [つい先ほどまで、どこか別の場所にいたような気がした。]
 13:  349| [45] [しかし――こんな早朝からどこかに出かけるわけがない。もちろん気のせいだろう。]
 14:  354| [47] [夏彦]
 15:  355| [45] [（寝ぼけてるのかな……）]
 16:  392| [47] [夏彦]
 17:  395| [45] [「え～っと……何だっけ？」]
 18:  403| [47] [ましろ]
 19:  406| [45] [「何だっけって、手ー見せてみろって言ったの夏彦でしょ？」]
 20:  460| [47] [夏彦]
 21:  463| [45] [「ぼくが？」]
 22:  471| [47] [ましろ]
 23:  474| [45] [「そうだよ。開かないビンを無理して開けようとしたら、指怪我しちゃったんだよ」]
 24:  482| [47] [夏彦]
 25:  485| [45] [「あぁ……悪い、そうだったな」]
 26:  499| [45] [ましろの指を改めて見てみると、確かに小さな傷があった。]
 27:  580| [47] [夏彦]
 28:  583| [45] [「む、痛そうだな……絆創膏貼っておこう」]
 29:  781| [45] [夏彦は薬箱から絆創膏を取り出し、それをましろの指に巻いてやった。]
 30:  789| [47] [夏彦]
 31:  792| [45] [「そそっかしいな、ましろは」]
 32:  818| [47] [ましろ]
 33:  821| [45] [「はは、面目ない」]
 34:  826| [45] [夏彦は絆創膏を巻き終えて言う。]
 35:  834| [47] [夏彦]
 36:  837| [45] [「……はい、これでＯＫ」]
 37:  863| [47] [ましろ]
 38:  866| [45] [「ありがと」]
 39:  985| [47] [夏彦]
 40:  988| [45] [「なんだ、大したことないな。絆創膏貼っとけば治るよ」]
 41: 1075| [47] [ましろ]
 42: 1078| [45] [「だよね。じゃあ絆創膏もらってもいい？」]
 43: 1086| [47] [夏彦]
 44: 1089| [45] [「あぁ、そこの薬箱の中にあるよ」]
 45: 1115| [47] [ましろ]
 46: 1118| [45] [「ありがと」]
 47: 1246| [45] [ましろは薬箱から絆創膏を取り出し、それを自分の指に巻く。]
 48: 1272| [47] [ましろ]
 49: 1275| [45] [「さぁて、そんじゃぱぱっとご飯作っちゃうよ。ちょっと待ってて」]
 50: 1308| [45] [そして彼女はそう言って、キッチンに戻って行った。]
 51: 1573| [45] [――いつもの通りの光景。]
 52: 1578| [45] [昨日と同じ、穏やかな朝。]
 53: 1583| [45] [やがて悠里も、自分の部屋から出て来た。]
 54: 1637| [47] [悠里]
 55: 1640| [45] [「ひこりん、ましろんおはよー」]
 56: 1648| [47] [夏彦]
 57: 1651| [45] [「あぁ、おはよう悠里」]
 58: 1659| [47] [ましろ]
 59: 1662| [45] [「え？　あ、悠里おはよー」]
 60: 1679| [45] [そんな挨拶を交わし、悠里と２人で朝食ができるのを待つ。]
 61: 1684| [45] [夏彦は、この朝のゆったりした時間帯が好きだった。]
 62: 1738| [47] [ましろ]
 63: 1741| [45] [「――よし！　ご飯できたよ、運ぶの手伝ってー」]
