  0:   53| [55] [√After Chapter 2]
  1:   61| [45] [--When Watase ran down the emergency staircase,]
  2:  173| [45] [he found the sea of flames still there.]
  3:  178| [45] [He could see Kazami and Jun holding two hoses as they desperately suppressed the fire,%Nthe sound of the Procyon's alarm beeping in the background.]
  4:  213| [47] [Jun]
  5:  216| [45] ["Oh, you came back!?"]
  6:  257| [47] [Kazami]
  7:  260| [45] ["Captain! Are you sure you're okay!?"]
  8:  268| [47] [Watase]
  9:  271| [45] ["Your concern is unnecessary! Anyway, is there anything I can help with!?"]
 10:  343| [47] [Jun]
 11:  346| [45] ["I'd like you to help us put out the fire, but, well--"]
 12:  351| [45] [Watase checked the area around him as he listened to Jun.]
 13:  362| [45] [Everywhere except for where Kazami and Jun were standing was engulfed in flames.]
 14:  367| [45] [With the air full of heat waves and steam, every breath he took felt like it was setting his lungs on fire.]
 15:  393| [47] [Kazami]
 16:  396| [45] ["It's too dangerous for you in your current condition! Please fall back!"]
 17:  411| [47] [Watase]
 18:  412| [45] [(No, "firefighting is all about teamwork"! There must be something that I can do too!)]
 19:  417| [45] [Watase stood frozen in place.]
 20:  471| [45] [He hesitated for a second, wondering if he should just do as Kazami said and fall back--]
 21:  476| [47] [Watase]
 22:  477| [45] [(No, "firefighting is all about teamwork"!)]
 23:  491| [47] [Watase]
 24:  492| [45] [(There must be something I can do too!)]
 25:  497| [45] [Watase stood frozen in place.]
 26:  511| [47] [Watase]
 27:  514| [45] ["I'll watch the fire from the rear! That way, I can let you know if I see something strange!"]
 28:  540| [47] [Jun]
 29:  543| [45] ["Yes, thank you, Captain!"]
 30:  569| [47] [Kazami]
 31:  572| [45] ["Much obliged!"]
 32:  636| [45] [The two of them shouted that and continued hosing down the fire.]
 33:  641| [47] [Watase]
 34:  642| [45] [(But this fire looks far beyond the control of human hands at this point...!)]
 35:  647| [45] [Just as Watase thought that--]
 36:  781| [45] [Some of the nearby flames surged upward fiercely.]
 37:  789| [47] [Watase]
 38:  792| [45] ["Wha!?"]
