  0:   44| [55] [√Double Chapter6]
  1:   62| [47] [夏彦]
  2:   63| [45] [（センシズシンパシーを、使うわけにはいかない……！）]
  3:   68| [45] [夏彦が選んだのは、その道だった。]
  4:  102| [47] [夏彦]
  5:  103| [45] [（あれほどまで悪意に飲み込まれてしまった橘さんを、元に戻せる自信はない）]
  6:  142| [47] [夏彦]
  7:  143| [45] [（残された道は、ただ１つ！）]
  8:  237| [45] [夏彦はそう思い、渡瀬にテレパシーを送った。]
  9:  245| [47] [夏彦]
 10:  248| [45] [《渡瀬、今ぼくが橘さんの注意を引き付ける！》]
 11:  256| [47] [夏彦]
 12:  259| [45] [《その間に橘さんを気絶させるんだ！　それしか方法はない！》]
 13:  348| [47] [渡瀬]
 14:  351| [45] [「――！！」]
 15:  356| [45] [渡瀬の表情が、一瞬強張った。だが彼はかすかに頷いた。]
 16:  430| [45] [同時に夏彦は風見に向け、全力のテレパシーを送る。]
 17:  438| [47] [夏彦]
 18:  441| [45] [《橘さんッ！》]
 19:  502| [47] [風見]
 20:  505| [45] [「ッ！？」]
 21:  510| [45] [大音量のテレパシーに、風見の身が一瞬震え――]
 22:  649| [45] [その刹那、渡瀬は弾かれたように、自分を庇う洵を押しのけた。]
 23:  675| [47] [洵]
 24:  678| [45] [「あっ！！」]
 25:  683| [45] [洵がバランスを崩してよろける。]
 26:  694| [45] [その隙に渡瀬は、風見に向けて突進した。]
 27:  826| [47] [渡瀬]
 28:  829| [45] [「風見ぃいい！」]
 29:  834| [45] [渡瀬の咆哮が響く。]
 30:  878| [45] [だが、風見は一瞬哀しげな目をして――]
 31:  883| [45] [渡瀬に向けて、引き金を引いた。]
 32: 1040| [47] [渡瀬]
 33: 1043| [45] [「！！」]
 34: 1089| [45] [渡瀬が雷に打たれたように、身を震わせた。]
 35: 1094| [45] [足を止め、その場に立ち尽くす。]
 36: 1223| [45] [その胸がすぐに、真っ赤に染まり――]
 37: 1231| [47] [渡瀬]
 38: 1234| [45] [「風、見っ……」]
 39: 1239| [45] [そう呟き、彼は倒れた。]
 40: 1268| [47] [洵]
 41: 1271| [45] [「あ……」]
 42: 1276| [45] [洵の虚ろな声が響く。]
 43: 1455| [47] [宇喜多]
 44: 1458| [45] [「……そう、それでいい……」]
 45: 1466| [47] [宇喜多]
 46: 1469| [45] [「さぁ、僕も……！」]
 47: 1474| [45] [宇喜多が静かに言って、風見に歩み寄る。]
 48: 1552| [45] [風見は無言で宇喜多に向け、引き金を引いた。]
 49: 1632| [47] [宇喜多]
 50: 1635| [45] [「ぐっ……！」]
 51: 1640| [45] [宇喜多は胸と腹を撃たれ、その場に倒れた。]
 52: 1694| [45] [びくびくっと２、３度痙攣し、それもすぐに止まる。]
 53: 1762| [45] [そして風見は、洵に微笑みかけ――]
 54: 1770| [47] [風見]
 55: 1773| [45] [「さよなら、洵」]
 56: 1778| [45] [自分のこめかみに銃口を当て、]
 57: 1783| [45] [撃った。]
