  0:   50| [55] [√Double Chapter 7]
  1:   86| [85] [　%N　%N　%N　%N　%N]
  2:   90| [47] [[--Memories with Jun Moribe--]]
  3:  171| [45] [--It had been exactly one year since the incident at LABO--]
  4:  176| [45] [Watase and Kazami visited Rokumei City together.]
  5:  181| [45] [There was something important they had to take care of there.]
  6:  186| [45] [But there was somewhere they stopped at beforehand.]
  7:  252| [45] [It was the Rokumei City Central Fire Station--]
  8:  257| [45] [Watase and Kazami's former workplace.]
  9:  279| [47] [Kazami]
 10:  282| [45] ["She sure is late... She said she'd be out right at noon, and still no sign."]
 11:  308| [47] [Kazami]
 12:  311| [45] ["You don't think she's on a dispatch, do you?"]
 13:  336| [45] [Kazami said that worryingly as she looked at the front gate of the fire station.]
 14:  341| [45] [Watase smiled wryly and answered her.]
 15:  351| [47] [Watase]
 16:  354| [45] ["Of course not. Perhaps the Commander's just keeping her tied up."]
 17:  387| [45] [Watase and Kazami had planned to meet Jun at this spot today.]
 18:  392| [45] [They were going to take care of their business here together with Jun.]
 19:  397| [45] [That said, Jun had work today, so she said she could only get out during lunch break.]
 20:  404| [45] [And right at that moment--]
 21:  450| [47] [Jun]
 22:  453| [45] ["Sorry I'm late!"]
 23:  458| [45] [They saw Jun rushing out of the fire station.]
 24:  466| [47] [Watase]
 25:  469| [45] ["Oh, Moribe!"]
 26:  524| [47] [Jun]
 27:  527| [45] ["Heya! Long time no see, guys!"]
 28:  532| [45] [Jun ran up to them and gave them a broad grin.]
 29:  565| [47] [Kazami]
 30:  568| [45] ["You sure are looking well, Jun."]
 31:  594| [47] [Jun]
 32:  597| [45] ["Damn straight... at least, that's what I'd like to say, but I'm in a big jam."]
 33:  623| [47] [Jun]
 34:  626| [45] ["You see, we're kinda understaffed here at Sirius, seeing how two members died in the line of duty while two others resigned."]
 35:  634| [47] [Watase]
 36:  637| [45] ["... I see."]
 37:  642| [45] [Watase felt pain run through his heart at those words.]
 38:  668| [47] [Jun]
 39:  671| [45] ["Ah, no need to get down about it."]
 40:  697| [47] [Jun]
 41:  700| [45] ["The Commander and the others were sad and confused at first..."]
 42:  726| [47] [Jun]
 43:  729| [45] ["But we're now all completely back on our feet and working our asses off to rebuild Sirius."]
 44:  756| [47] [Jun]
 45:  759| [45] ["I've been leading the squad as the famous woman who survived 'Sirius' Longest Day'."]
 46:  767| [47] [Watase]
 47:  770| [45] ["Wow, I can see why they'd rely on you."]
 48:  824| [45] [Everyone in the fire department had come to call the dispatch to LABO "Sirius' Longest Day", though the details had apparently become a bit exaggerated over time.]
 49:  829| [45] [Having lived to tell the tale had also brought a huge boost to Jun's career.]
 50:  868| [45] [Jun then suddenly broke out into a knowing smirk.]
 51:  894| [47] [Jun]
 52:  897| [45] ["By the way, I heard the big news, Captain~ You finally tied the knot with Sis, huh?"]
 53:  905| [47] [Watase]
 54:  908| [45] ["Mmph... you knew about that?"]
 55:  934| [47] [Kazami]
 56:  937| [45] ["Of course she did. She was the first one I told."]
 57:  945| [47] [Jun]
 58:  948| [45] ["So how'd you pop the question to her? C'mon, spill those deets, Captain!"]
 59:  974| [47] [Jun]
 60:  977| [45] ["Oh wait, you're not the 'Captain' anymore, huh. What should I call you now?"]
 61:  985| [47] [Watase]
 62:  988| [45] ["Whatever you like. How about just 'Kasasagi' or something?"]
 63: 1014| [47] [Jun]
 64: 1017| [45] ["But wouldn't that name apply to Sis too? Seeing as how she's now 'Kazami Kasasagi' and all that."]
 65: 1025| [47] [Watase]
 66: 1028| [45] ["Then what do you think?"]
 67: 1054| [47] [Jun]
 68: 1057| [45] ["Good question. Hmm, I know, I'll call you--"]
 69: 1083| [47] [Jun]
 70: 1086| [45] ["'Bro'!"]
 71: 1094| [47] [Watase]
 72: 1097| [45] ["B-Bro!?"]
 73: 1123| [47] [Jun]
 74: 1126| [45] ["Well yeah? I mean, your Sis' husband, so that makes you Bro, right?"]
 75: 1134| [47] [Watase]
 76: 1137| [45] ["Bro, huh... Not sure I can get behind that one. Plus, I'm not sure about getting such an old little sister at this point in life either..."]
 77: 1163| [47] [Kazami]
 78: 1166| [45] ["I don't see the problem with it, dear."]
 79: 1174| [47] [Kazami]
 80: 1177| [45] ["Marrying me means that you're related to Jun as well now, right?"]
 81: 1203| [47] [Jun]
 82: 1206| [45] ["She's right, Bro. Just accept it already!"]
 83: 1211| [45] [Watase found himself instinctively wincing in the face of their combined assault.]
 84: 1219| [47] [Watase]
 85: 1222| [45] ["... Ah, fine, I get it! Call me whatever you want, okay!"]
 86: 1248| [47] [Jun]
 87: 1251| [45] ["Roger that! Then as your new little sister, you gotta call me 'Jun' from now on. No more 'Moribe'."]
 88: 1259| [47] [Watase]
 89: 1262| [45] ["What a bossy little sister you are! Fine, whatever!"]
 90: 1267| [45] [Jun and Kazami smiled at Watase's words.]
 91: 1272| [45] [Watase shook his head in exasperation. Jun then asked him another question.]
 92: 1298| [47] [Jun]
 93: 1301| [45] ["By the way, Bro, how do you plan on supporting Sis now? You got a job?"]
 94: 1309| [47] [Watase]
 95: 1312| [45] ["Yeah. Though after being at the core of such a huge incident, it's pretty much impossible for me to get a normal job."]
 96: 1320| [47] [Watase]
 97: 1323| [45] ["I've decided to join the ESP Bureau under Teach's instruction."]
 98: 1349| [47] [Jun]
 99: 1352| [45] ["The ESP Bureau? Wait, you mean you're gonna be a Communicator commissioner?"]
100: 1360| [47] [Watase]
101: 1363| [45] ["That's right. After all, my wife is a Level 6 Communicator."]
102: 1371| [47] [Watase]
103: 1374| [45] ["Having your husband as the commissioner in charge of you is a big load off your mind, right?"]
104: 1400| [47] [Kazami]
105: 1403| [45] ["Yes. He'll be observing me and protecting me from now on."]
106: 1411| [47] [Watase]
107: 1414| [45] ["We'll be right by each other's sides for the rest of our lives."]
108: 1440| [47] [Jun]
109: 1443| [45] ["I see..."]
110: 1469| [47] [Jun]
111: 1472| [45] ["... Then that means you won't be going back to Sirius, huh?"]
112: 1495| [47] [Watase]
113: 1498| [45] ["..."]
114: 1503| [45] [Those words hit too close to home.]
