  0:   71| [55] [√After Chapter 4]
  1:   75| [45] [Watase glanced at Jun. He couldn't shake the feeling that something was wrong.]
  2:   80| [45] [Jun looked sadly at Kazami.]
  3:   85| [47] [Watase]
  4:   86| [45] [(... Yeah, something's definitely up.)]
  5:   91| [45] [Watase ran up to Kazami as soon as he thought that.]
  6:  178| [47] [Watase]
  7:  181| [45] ["Hey, Tachibana!"]
  8:  186| [45] [She finally looked at Watase after hearing him shout.]
  9:  212| [47] [Kazami]
 10:  215| [45] ["... Huh?"]
 11:  223| [47] [Watase]
 12:  226| [45] ["Haven't you been acting a little weird... for a while now?"]
 13:  234| [47] [Watase]
 14:  237| [45] ["I remember you acting like this back when you found the girl's body at the cargo lift.%NI think you said 'Nagisa' or something like that..."]
 15:  263| [47] [Kazami]
 16:  266| [45] ["! ... So you heard that?"]
 17:  274| [47] [Watase]
 18:  277| [45] ["Yeah. It feels like you're acting just like you were back then."]
 19:  300| [47] [Kazami]
 20:  301| [45] ["..."]
 21:  309| [47] [Watase]
 22:  312| [45] ["What's this 'Nagisa'? Why's someone so cool-headed as you acting this way...?"]
 23:  317| [45] [Kazami breathed a deep sigh at Watase's question--]
 24:  343| [47] [Kazami]
 25:  346| [45] ["... It appears it would be better if I told you."]
 26:  351| [45] [She then began quietly talking.]
 27:  359| [47] [Kazami]
 28:  362| [45] ["'Nagisa' was my little sister's name."]
 29:  370| [47] [Watase]
 30:  373| [45] ["You have a sister?"]
 31:  399| [47] [Kazami]
 32:  402| [45] ["Yes... She was my only family until she passed away nearly ten years ago."]
 33:  410| [47] [Watase]
 34:  413| [45] ["..."]
 35:  418| [45] [Watase gasped. Kazami continued with her story.]
 36:  426| [47] [Kazami]
 37:  429| [45] ["... I wasn't a rescue worker or a firefighter at the time. I just had a normal job."]
 38:  455| [47] [Kazami]
 39:  458| [45] ["My sister and I lived in a single room apartment... We didn't have much, but it was a happy life."]
 40:  466| [47] [Kazami]
 41:  469| [45] ["But one day, I was on my way home from work, same as always..."]
 42:  495| [47] [Kazami]
 43:  498| [45] ["... only to find the apartment complex where Nagisa was waiting for me collapsing."]
 44:  506| [47] [Watase]
 45:  509| [45] ["'Collapsing'... how'd that happen...?"]
 46:  535| [47] [Kazami]
 47:  538| [45] ["It was a gas explosion... one powerful enough to partially destroy the complex..."]
 48:  546| [47] [Kazami]
 49:  549| [45] ["I just stood there the whole time, unable to do a single thing."]
 50:  575| [47] [Kazami]
 51:  578| [45] ["The fire trucks came soon enough, and Nagisa was taken to a hospital... but it was no use..."]
 52:  583| [45] [Kazami's voice was as calm as always.]
 53:  588| [45] [In contrast, Watase's heart felt like it was shaking.]
 54:  596| [47] [Watase]
 55:  599| [45] ["... I'm sorry. I shouldn't have forced you to open up such old wounds."]
 56:  625| [47] [Kazami]
 57:  628| [45] ["It's all right... this isn't the first time I've told you about this, after all."]
 58:  636| [47] [Watase]
 59:  639| [45] ["..."]
 60:  644| [45] [Watase had never cursed his amnesia more than he did now.]
 61:  649| [47] [Watase]
 62:  650| [45] [(I've gone and made her relive this painful story twice...!?)]
 63:  655| [45] [But Kazami didn't seem bothered by it. She hung her head down and spoke.]
 64:  681| [47] [Kazami]
 65:  684| [45] ["... If Nagisa were alive, she'd be about the same age as Ms. Yuuri or that girl who died by the lift."]
 66:  710| [47] [Kazami]
 67:  713| [45] ["So you see, Captain... whenever I see a girl around that age hurt or in danger--"]
 68:  721| [47] [Kazami]
 69:  724| [45] ["I just can't keep my composure."]
 70:  750| [47] [Kazami]
 71:  753| [45] ["I always try to act like a calm and collected perfectionist, but something like that and I completely fall apart. Like right now. And yet I'm still in this line of work."]
 72:  779| [47] [Kazami]
 73:  782| [45] ["Even though disaster sites are no place for atonement... Laughable, isn't it?"]
 74:  787| [45] [Kazami gave a self-deprecating laugh.]
