  0:  105| [55] [√After Chapter4]
  1:  109| [45] [――そして早々に、話題を変えた。]
  2:  117| [47] [渡瀬]
  3:  120| [45] [「……さて、話がまとまったところで。それより大事な話をしよう」]
  4:  146| [47] [風見]
  5:  149| [45] [「ユウリさんの事ですね？」]
  6:  157| [47] [渡瀬]
  7:  160| [45] [「あぁ。この広い施設ではぐれちまったのは、非常にまずい」]
  8:  165| [45] [皆もうなずいて、その話題に乗ってきた。]
  9:  191| [47] [洵]
 10:  194| [45] [「それに、夏彦くんたちの事も気になるよ」]
 11:  220| [47] [洵]
 12:  223| [45] [「ラボ内を全域捜索したのに、見つからなかった……」]
 13:  249| [47] [風見]
 14:  252| [45] [「やはり彼らも、移動しているんでしょう。もしくは見落としているか」]
 15:  278| [47] [恵那]
 16:  281| [45] [「捜索の仕方を見直すべきかしら……」]
 17:  286| [45] [恵那がそう言った時、宇喜多がぽつりと呟いた。]
 18:  389| [47] [宇喜多]
 19:  392| [45] [「……ＡＤを探すのも重要じゃないかね？」]
 20:  490| [47] [渡瀬]
 21:  493| [45] [「え？」]
 22:  501| [47] [宇喜多]
 23:  504| [45] [「気づかないかね？　３０本のＡＤを手に入れたところで、相変わらず数は足りてないんだ」]
 24:  530| [47] [宇喜多]
 25:  533| [45] [「リフトからの脱出が叶わなくなった以上、隔壁が開くのを待つしかない」]
 26:  559| [47] [宇喜多]
 27:  562| [45] [「だが隔壁開放まで生き残るためには、あと５回ＡＤを投与しなければならないんだ」]
 28:  570| [47] [渡瀬]
 29:  573| [45] [「そうか……ユウリや高校生３人組と合流できたとすると、全部で９人……」]
 30:  599| [47] [洵]
 31:  602| [45] [「じゃあ、あと３時間少々しか生き残れない！？」]
 32:  607| [45] [洵の言葉に、渡瀬たちは息を呑んだ。]
 33:  657| [45] [そう。ＡＤがここにあるので全てだとしたら、全員生き残る事はできないのだ。]
 34:  662| [47] [渡瀬]
 35:  663| [45] [（他人のＡＤを奪いでもすれば、話は別だが……）]
 36:  668| [47] [渡瀬]
 37:  669| [45] [（……ッ！！）]
 38:  674| [45] [その事に思いあたった瞬間、渡瀬は心底ぞっとした。]
 39:  679| [45] [――このままでは、命を賭けた『椅子取りゲーム』が始まりかねない事に気付いたのだ。]
 40:  730| [47] [渡瀬]
 41:  731| [45] [（９人分のＡＤはないんだ……このままじゃ、どうしたってそうなる……！）]
 42:  736| [45] [３０本のＡＤで、残り５時間を生き残ろうとするなら、３０本÷５時間で６人分。]
 43:  741| [45] [６人しか生き残れない。３人は救えない。]
 44:  746| [45] [――『９－３＝６』――]
 45:  751| [45] [その禍々しい数式が、渡瀬の頭を占めた。]
 46:  771| [47] [渡瀬]
 47:  772| [45] [（だが……ここにいる５人に、ユウリを加えれば６人）]
 48:  777| [47] [渡瀬]
 49:  778| [45] [（ちょうど今ある分で足りるな……）]
 50:  783| [47] [渡瀬]
 51:  784| [45] [（だったら、いっそ……例の学生３人を探さない方がいいんじゃないのか……！？）]
 52:  789| [45] [考えてみれば、まだ見ぬ要救助者たちは彼ら自身の手で、自分たちのＡＤを確保しているかもしれないのだ。]
 53:  794| [45] [ならばわざわざ彼らを探す必要はない。危険を避けるためにも――]
 54:  799| [45] [そこまで考えて、渡瀬ははっとした。]
 55:  804| [47] [渡瀬]
 56:  805| [45] [（バカが！　何を考えている！）]
 57:  810| [47] [渡瀬]
 58:  811| [45] [（彼らがＡＤを持ってるなんて、そんな保証はどこにもないじゃないか！）]
 59:  816| [47] [渡瀬]
 60:  817| [45] [（よくわからないまま見捨てるなんて、そんな事あっていいわけがない！）]
 61:  822| [45] [渡瀬は頭を振り、考えを改めた。]
 62:  827| [45] [プロキオンを見て、放射線量を確認する。]
 63:  835| [47] [渡瀬]
 64:  836| [45] [（まずいぞ……この事実に皆が気付いたら……！）]
 65:  841| [45] [今は全員冷静でいるが、このまま汚染が進めば、どうなるかはわからない。]
 66:  846| [45] [さきほどの宇喜多の一件もある。]
 67:  851| [45] [皆の疲労と緊張と怯えが蓄積すれば――]
 68:  856| [47] [渡瀬]
 69:  857| [45] [（い、いや……！　そんなこと考えちゃダメだ）]
 70:  862| [47] [渡瀬]
 71:  863| [45] [（今はみんなで生き残る術を、とにかく考えるんだ！）]
 72:  868| [45] [渡瀬は頭を振り、考えを改めた。]
 73:  873| [45] [プロキオンを見て、放射線量を確認する。]
 74:  881| [47] [渡瀬]
 75:  882| [45] [（い、いや！　……そんな事、考えちゃダメだ）]
 76:  887| [45] [一瞬浮かんだその考えを、渡瀬は慌てて否定した。]
 77:  892| [47] [渡瀬]
 78:  893| [45] [（今はみんなで生き残る術を、とにかく考えるんだ）]
 79:  898| [45] [渡瀬はそう思いつつ、プロキオンを確認する。]
 80:  912| [45] [数値は『４５３１ｍＳｖ』を示していた。]
 81:  920| [47] [渡瀬]
 82:  923| [45] [「……このペースで汚染が進めば、いずれ施設内の全域が『８０００ｍＳｖ』を超えるかもしれないな」]
 83:  949| [47] [洵]
 84:  952| [45] [「そうなれば、ＡＤがあってもなくても一緒か……」]
 85:  978| [47] [恵那]
 86:  981| [45] [「まずいわ、どうすればいいの！？」]
 87: 1007| [47] [風見]
 88: 1010| [45] [「……考えうるやり方は、次の４つですね」]
 89: 1015| [45] [風見はそう言って、皆を見据えた。]
 90: 1023| [47] [風見]
 91: 1026| [45] [「１、『とにかく最優先で脱出口を探す』」]
 92: 1034| [47] [風見]
