  0:   65| [55] [√After Chapter6]
  1:   69| [45] [だが――そうして震えている渡瀬に、呆れたように恵那が言う。]
  2:   95| [47] [恵那]
  3:   98| [45] [「まったく……あなたには、がっかりだわ」]
  4:  106| [47] [渡瀬]
  5:  109| [45] [「え……？」]
  6:  135| [47] [恵那]
  7:  138| [45] [「だってそうでしょう？　あなたは私を『信じている』って言ってくれたけど――」]
  8:  164| [47] [恵那]
  9:  167| [45] [「自分の事も信じられない人の言葉じゃ、ぜんぜん当てにならないんだもの」]
 10:  175| [47] [渡瀬]
 11:  178| [45] [「す、すまん……」]
 12:  204| [47] [恵那]
 13:  207| [45] [「やめて。そんな自信のなさそうな顔、私に見せないで」]
 14:  233| [47] [恵那]
 15:  236| [45] [「あなたは確かに疑わしいわ。監視カメラの一件にしても、記憶喪失の件にしてもね」]
 16:  244| [47] [恵那]
 17:  247| [45] [「でも私はね、それを差し引いても、あなたを信用したいと思ったのよ」]
 18:  273| [47] [恵那]
 19:  276| [45] [「なのに、あなたがそんな様子じゃ……」]
 20:  284| [47] [渡瀬]
 21:  287| [45] [「……だが、オレには過去の記憶がないんだぜ？」]
 22:  295| [47] [渡瀬]
 23:  298| [45] [「もし記憶を失う前のオレが、悪意のある人間だったとしたら――」]
 24:  324| [47] [恵那]
 25:  327| [45] [「記憶を失う前のあなたなんて、そんなの関係ないじゃない」]
 26:  335| [47] [恵那]
 27:  338| [45] [「あなたがみんなを助けるために、必死に頑張ってくれた事は、間違いのない真実なのよ」]
 28:  364| [47] [恵那]
 29:  367| [45] [「それを見ていた私の言葉が、あなたは信じられないって言うの？」]
 30:  372| [47] [渡瀬]
 31:  373| [45] [「……」]
 32:  399| [47] [恵那]
 33:  402| [45] [「そう……言葉だけじゃ足りないのね……」]
 34:  410| [47] [恵那]
 35:  413| [45] [「わかったわ。だったら、言葉以外のものをあげるわ」]
 36:  447| [45] [恵那はそう言うや、両手を渡瀬の肩に乗せ――]
 37:  563| [47] [渡瀬]
 38:  564| [45] [（……ッ！！）]
 39:  569| [45] [顔を寄せてきた恵那に、渡瀬は思わず硬直した。]
 40:  574| [45] [だが――鼻と鼻が触れ合いそうなほど２人の距離が縮まった時、恵那が急に動きを止めた。]
 41:  625| [47] [恵那]
 42:  628| [45] [「ね、ねえ……こういう時は、お互い目をつぶるのが礼儀じゃない？」]
 43:  636| [47] [渡瀬]
 44:  639| [45] [「あ……いや、その……」]
 45:  687| [47] [恵那]
 46:  690| [45] [「――いいから早くつぶりなさいよ！　私に恥をかかせるつもり！？」]
 47:  695| [45] [そう言われ、渡瀬は慌てて目をつぶった。]
 48:  743| [45] [柔らかな感触が、渡瀬の唇に触れる。]
 49:  748| [45] [恵那の唇は、ほんの少しだけ震えていた。]
 50:  798| [45] [目を開けると、恵那の不安そうな顔がそこにある。]
 51:  806| [47] [恵那]
 52:  809| [45] [「どう？　これで納得してくれた？」]
 53:  817| [47] [恵那]
 54:  820| [45] [「私が心から、隊長さんの事を信じてるって」]
 55:  825| [45] [なんと言っていいのかわからない。]
 56:  830| [45] [過去の記憶がない渡瀬にとって、それは生まれて初めてに等しいキスだった。]
 57:  835| [45] [すると渡瀬の心を見抜いたかのように、恵那が慌てて目をそらす。]
 58:  883| [47] [恵那]
 59:  886| [45] [「か、勘違いしないでね……これは、その、なんていうかおまじないみたいなものだから」]
 60:  894| [47] [渡瀬]
 61:  897| [45] [「おまじない？」]
 62:  902| [45] [渡瀬がそう問い返すと、恵那はなぜか、少し寂しげに笑って言った。]
 63:  950| [47] [恵那]
 64:  953| [45] [「そ、隊長さんが自信を取り戻せるようにするためのね」]
 65:  961| [47] [恵那]
 66:  964| [45] [「効いたでしょ？　けっこう、ご利益があるはずよ？」]
 67:  969| [45] [恵那が見せる、微笑みの意味はわからない。]
 68:  974| [45] [だが彼女が渡瀬に向けている、その想いは本物だった。]
 69:  982| [47] [渡瀬]
 70:  985| [45] [「ああ……ありがとう、先生」]
 71:  993| [47] [渡瀬]
 72:  996| [45] [「オレは先生が信じてくれた、『今のオレ』を信じるよ」]
 73: 1001| [45] [自分すら信じられない時に、心から自分を信じてくれる人がいる――]
 74: 1006| [45] [今の渡瀬には、その事が何よりもありがたかった。]
 75: 1011| [45] [そして渡瀬は、そんな彼女になら、自分を託してもいいと思った。]
 76: 1019| [47] [渡瀬]
 77: 1022| [45] [「なあ、先生……」]
 78: 1030| [47] [渡瀬]
 79: 1033| [45] [「もし今のオレが消えるような事があったとしたら、そして、記憶を取り戻したオレが悪意に塗れた人間だったとしたら」]
 80: 1041| [47] [渡瀬]
 81: 1044| [45] [「その時は、先生がオレを止めてくれないか？」]
 82: 1089| [45] [その言葉に、恵那の顔が一瞬翳る。]
 83: 1094| [45] [だが――]
 84: 1139| [45] [恵那はそっと微笑むと、渡瀬にうなずきを返してくれた。]
 85: 1144| [45] [そのとき渡瀬の心に巣を張った、わだかまりは全て消えていた。]
