  0:   87| [55] [√After Chapter5]
  1:   94| [47] [渡瀬]
  2:   97| [45] [「ど、どういう事って……！？」]
  3:  123| [47] [宇喜多]
  4:  126| [45] [「死体を発見するどころか、素通りしているじゃないか。なぜ嘘をつくのかね？」]
  5:  134| [47] [渡瀬]
  6:  137| [45] [「……！」]
  7:  142| [45] [その問いに、渡瀬は答えられなかった。]
  8:  168| [47] [宇喜多]
  9:  171| [45] [「おかしな事はもう１つある。この映像の時刻だ」]
 10:  180| [47] [宇喜多]
 11:  183| [45] [「『１３時４９分』。この時刻に、君は階段室を出て行ったようだが――」]
 12:  191| [47] [宇喜多]
 13:  194| [45] [「君がファクトリーに姿を現したのは、『１３時５５分』だったのだよ」]
 14:  203| [47] [宇喜多]
 15:  206| [45] [「『１３時５２分』。この時刻に、君は階段室を出て行ったようだが――」]
 16:  214| [47] [宇喜多]
 17:  217| [45] [「君がファクトリーに姿を現したのは、『１３時５８分』だったのだよ」]
 18:  226| [47] [宇喜多]
 19:  229| [45] [「『１３時５５分』。この時刻に、君は階段室を出て行ったようだが――」]
 20:  237| [47] [宇喜多]
 21:  240| [45] [「君がファクトリーに姿を現したのは、『１４時０１分』だったのだよ」]
 22:  249| [47] [宇喜多]
 23:  252| [45] [「『１３時５８分』。この時刻に、君は階段室を出て行ったようだが――」]
 24:  260| [47] [宇喜多]
 25:  263| [45] [「君がファクトリーに姿を現したのは、『１４時０４分』だったのだよ」]
 26:  272| [47] [渡瀬]
 27:  275| [45] [「なに！？」]
 28:  301| [47] [洵]
 29:  304| [45] [「宇喜多さん、それ本当！？」]
 30:  330| [47] [宇喜多]
 31:  333| [45] [「あぁ、腕時計を見て確認したから間違いない」]
 32:  338| [45] [そう言えば、あのとき宇喜多は言っていた。]
 33:  343| [45] [『ずいぶん時間がかかったな。何かあったのかね？』と。]
 34:  348| [45] [それは死体を発見したショックで、呆然としてたからだと思っていたが――]
 35:  420| [47] [宇喜多]
 36:  423| [45] [「内周棟からファクトリーまで、歩いて６分もかかるわけがない」]
 37:  431| [47] [宇喜多]
 38:  434| [45] [「空白の６分間、君はどこで何をしていたのかね？」]
 39:  442| [47] [渡瀬]
 40:  445| [45] [「い、いや……あの時は死体を見た直後で、動転していて……」]
 41:  453| [47] [渡瀬]
 42:  456| [45] [「はっと気づくと、内周棟の廊下を歩いていたが……どこで何をしていたのかまでは……」]
 43:  482| [47] [宇喜多]
 44:  485| [45] [「だがその事実は無かった。そもそも死体なんて、映像に映っていないじゃないか！」]
 45:  500| [47] [渡瀬]
 46:  503| [45] [「違う、オレは確かにあの時……！」]
 47:  508| [45] [死体を発見した記憶は、渡瀬の中に今も鮮明な形である。]
 48:  513| [45] [だが宇喜多に反論しようにも――その『主観』は、映像記録という『客観』に粉々に打ち砕かれていた。]
 49:  539| [47] [洵]
 50:  542| [45] [「ど、どう言う事なの隊長……？」]
 51:  568| [47] [宇喜多]
 52:  571| [45] [「どういう事だって？　そんなものは決まっているさ。彼は嘘をついていたんだよ」]
 53:  597| [47] [風見]
 54:  600| [45] [「嘘……ですって……？」]
 55:  608| [47] [宇喜多]
 56:  611| [45] [「あぁ。ありもしない死体を『見た』などと言って、それを言い訳にファクトリーに来るのを遅らせたんだ」]
 57:  637| [47] [宇喜多]
 58:  640| [45] [「そしてその隙にこっそり、ＡＤを盗みに行ったんだろう」]
 59:  654| [47] [渡瀬]
 60:  657| [45] [「……！」]
 61:  662| [45] [渡瀬は思わず口をつぐんだ。]
 62:  667| [45] [死体を発見した記憶は、鮮明にあるが――その『主観』は、映像記録という『客観』に粉々に打ち砕かれた。]
 63:  693| [47] [洵]
 64:  696| [45] [「ど、どう言う事なの隊長……なんでそんな嘘をつくの？」]
 65:  722| [47] [宇喜多]
 66:  725| [45] [「嘘をついた理由？　そんなものは決まっているさ」]
 67:  733| [47] [宇喜多]
 68:  736| [45] [「それを言い訳に、ファクトリーに来るのを遅らせて……」]
 69:  762| [47] [宇喜多]
 70:  765| [45] [「その隙にこっそり、ＡＤを盗みに行ったんだろう」]
 71:  857| [47] [全員]
 72:  860| [45] [「！！」]
 73:  865| [45] [宇喜多の言葉に、その場にいる皆が息を呑んだ。]
 74:  873| [47] [渡瀬]
 75:  876| [45] [「ち、違う！　そんなわけないだろう！」]
 76:  980| [47] [宇喜多]
 77:  983| [45] [「では６分間も何をしていたというのかね？　この一刻を争う状況下で」]
 78:  991| [47] [渡瀬]
 79:  994| [45] [「……っ」]
 80:  999| [45] [混乱が押し寄せ、渡瀬は思わず黙り込む。]
 81: 1026| [47] [洵]
 82: 1029| [45] [「どうしたの、隊長……？　なんで黙ってるの……？」]
 83: 1055| [47] [洵]
 84: 1058| [45] [「隊長は……あたしたちを、騙してたの……？」]
 85: 1066| [47] [渡瀬]
 86: 1069| [45] [「ち、違う……」]
 87: 1077| [47] [渡瀬]
 88: 1080| [45] [「本当に、何が起きたのか、オレにもわからないんだよ……」]
 89: 1106| [47] [宇喜多]
 90: 1109| [45] [「なるほどなるほど、自分が信じられないか。それもこれも記憶障害のせいというわけか。ならばそれもいいだろう」]
 91: 1135| [47] [宇喜多]
 92: 1138| [45] [「だがね……それは同時に、君が今まで語ってきた言葉の全てが、信頼性を失う事と同義なのだよ」]
 93: 1146| [47] [渡瀬]
 94: 1149| [45] [「な、に……？」]
 95: 1157| [47] [宇喜多]
 96: 1160| [45] [「さきほどＡＤが無くなっていさかいが起きた時、君は僕らを戒めたね。自分は犯人じゃないという顔をして」]
 97: 1186| [47] [宇喜多]
 98: 1189| [45] [「だが、ありもしない死体を――幻覚を見るような人間の言う事を、どうやって信じろというのだね？」]
 99: 1197| [47] [宇喜多]
100: 1200| [45] [「君がＡＤをどこかに隠して、それを忘れているだけかもしれないじゃないか」]
101: 1208| [47] [渡瀬]
102: 1211| [45] [「ば、馬鹿な！　そんな事あるわけがない！　オレは正気だ！」]
103: 1237| [47] [宇喜多]
104: 1240| [45] [「正気？　ならば君は嘘つきという事になる」]
105: 1248| [47] [宇喜多]
106: 1251| [45] [「死体はなかったし、ＡＤも君が盗んだんだろう」]
107: 1259| [47] [渡瀬]
108: 1262| [45] [「う、ぐ……」]
109: 1267| [45] [そう言われ、渡瀬は気づいた。]
110: 1272| [45] [正気かそうでないかどちらに転んでも、渡瀬の言葉の信頼性は失われたのだ。]
111: 1298| [47] [風見]
112: 1301| [45] [「お、お待ち下さい……問題はなぜ、そんな奇妙な嘘をついたのかという事ですが……」]
113: 1327| [47] [宇喜多]
