  0:   52| [55] [√After Chapter 4]
  1:   61| [45] [No sooner had they exited than did the Procyon alarm start beeping.]
  2:   75| [47] [Watase]
  3:   78| [45] ["...!"]
  4:   90| [45] [The reading on its display showed "4000 mSv"--]
  5:   95| [45] [It appeared that the contamination had spread to the factory too, shooting the radiation levels up to the first danger standard.]
  6:  100| [47] [Watase]
  7:  101| [45] [(The whole facility could suffer the same fate if this keeps up...!)]
  8:  106| [45] [That was a problem just as grave as the body they'd just found.]
  9:  111| [45] [This meant that they weren't guaranteed to survive in this hellish place even with AD.]
 10:  119| [47] [Watase]
 11:  122| [45] ["Tachibana, Moribe, old man, give yourselves some AD too."]
 12:  130| [47] [Watase]
 13:  133| [45] ["I know there's a lot on your minds right now, but you have to!"]
 14:  159| [47] [Kazami]
 15:  162| [45] ["... Yes."]
 16:  189| [47] [Jun]
 17:  192| [45] ["Let's do it... we don't want to die, after all."]
 18:  217| [47] [Ukita]
 19:  218| [45] ["..."]
 20:  268| [45] [Their lives had been extended for another hour yet again. But this time--]
 21:  273| [47] [Watase]
 22:  274| [45] [(... Our escape route's been cut off.)]
 23:  279| [47] [Watase]
 24:  280| [45] [(At this rate, we'll need to inject ourselves with AD five more times...!)]
 25:  285| [45] [But they'd already used up all the AD they had.]
 26:  290| [45] [They'd searched what'd felt like the entire facility so far-- so unless they'd missed some AD somewhere, they'd all be exposed to radiation in just an hour.]
 27:  295| [47] [Watase]
 28:  296| [45] [(But in that case...)]
 29:  301| [47] [Watase]
 30:  302| [45] [(Does that mean we have to look through all the areas again? Search every nook and cranny in more depth than last time...!?)]
 31:  327| [45] [He shook his head as soon as he thought that.]
 32:  332| [45] [With their one light of hope having been so cruelly snuffed out, all his fatigue was catching up to him at once.]
 33:  337| [45] [His body wasn't in perfect shape either, what with his cracked ribs and the cut on the back of his head--]
 34:  342| [45] [His eyes that had been stung by smoke so many times suddenly started hurting.]
 35:  347| [45] [Everyone's faces were equally filled with bewilderment.]
 36:  421| [47] [Kazami]
 37:  422| [45] ["..."]
 38:  427| [47] [Yuuri]
 39:  428| [45] ["..."]
 40:  486| [45] [No one said a word.]
 41:  491| [45] [They were just all so confused about the incredibly unexpected sight they'd seen in the room.]
 42:  496| [47] [Watase]
 43:  497| [45] [(But we still have to keep on searching...!)]
 44:  503| [45] [A voice started pouring out of Watase's PDA as he thought that.]
 45:  508| [47] [Commander]
