  0:   88| [55] [√After Chapter6]
  1:  177| [47] [渡瀬]
  2:  180| [45] [「！？」]
  3:  185| [45] [はっとして振り返ると、そこには宇喜多が立っていた。]
  4:  211| [47] [宇喜多]
  5:  214| [45] [「おやおや、これはこれは隊長さんに副隊長さん」]
  6:  240| [47] [宇喜多]
  7:  243| [45] [「物音がするから来てみれば、君らは何をやっているのかね？」]
  8:  248| [47] [渡瀬]
  9:  249| [45] [（な、なんだ……？）]
 10:  254| [45] [宇喜多の眼の光は、不安定にぶれている。]
 11:  259| [45] [その視線が、ベッドの上の２人に止まった。]
 12:  285| [47] [宇喜多]
 13:  288| [45] [「夏彦くん！？　それに三ノ宮くんも！？」]
 14:  296| [47] [宇喜多]
 15:  299| [45] [「ずいぶんひどい怪我じゃないか！　いったいなぜ？　そして今までどこに……！？」]
 16:  304| [45] [渡瀬は慎重に、言葉を選びながら言った。]
 17:  312| [47] [渡瀬]
 18:  315| [45] [「実は……火災を消火しようとＮエリアに入って、そこで彼らを保護したんだ」]
 19:  341| [47] [宇喜多]
 20:  344| [45] [「Ｎエリアの消火……だと？」]
 21:  370| [47] [宇喜多]
 22:  373| [45] [「なるほど……それで全て理解できたよ……！」]
 23:  381| [47] [宇喜多]
 24:  384| [45] [「君がやはり、裏切り者だったと言う事をね！」]
 25:  392| [47] [渡瀬]
 26:  395| [45] [「お、おっさん……？」]
 27:  400| [45] [宇喜多が怒った理由がわからなかった。]
 28:  405| [45] [戸惑う渡瀬に、宇喜多が押し殺した声で続ける。]
 29:  431| [47] [宇喜多]
 30:  434| [45] [「隊長さん……僕はこれでも、君を信頼していたんだ」]
 31:  442| [47] [宇喜多]
 32:  445| [45] [「君は正義の人だと、本当にそう思っていたんだよ……」]
 33:  471| [47] [宇喜多]
 34:  474| [45] [「だからこそ彼女らを救うため、僕も僕なりに命を賭けた。なのに……！」]
 35:  500| [47] [宇喜多]
 36:  503| [45] [「許せん……！」]
 37:  508| [45] [唸るように言い、宇喜多が懐に手を入れる。]
 38:  513| [45] [そこから出てきたのは――拳銃だった。]
 39:  696| [47] [渡瀬]
 40:  699| [45] [「っ！？」]
 41:  704| [45] [宇喜多が構えた拳銃は、もともと恵那が持っていたものだった。]
 42:  709| [45] [それは宇喜多・洵・恵那の３人でバラバラに保管していたはずなのだが――]
 43:  717| [47] [渡瀬]
 44:  720| [45] [「おっさん、ハッタリのつもりか！？　その銃は、弾倉も入ってないハリボテだろ！？」]
 45:  728| [47] [宇喜多]
 46:  731| [45] [「ハッタリ？　君は知らなかったようだね」]
 47:  739| [47] [宇喜多]
 48:  742| [45] [「弾倉がなくても弾丸さえあれば、銃を撃つ事はできるのだよ。もっとも１発ずつだがね」]
 49:  750| [47] [渡瀬]
 50:  753| [45] [「弾丸って、そんなもんどこに……！？」]
 51:  761| [47] [宇喜多]
 52:  764| [45] [「さてね」]
 53:  769| [45] [宇喜多の様子を見るに、ハッタリではなさそうだった。]
 54:  777| [47] [宇喜多]
 55:  780| [45] [「……脆弱な正義と笑うがいいさ。だがこれが僕の選択だ」]
 56:  788| [47] [宇喜多]
 57:  791| [45] [「君を殺してこの状況が終わるなら、そうしよう」]
 58:  799| [47] [宇喜多]
 59:  802| [45] [「一生に一度くらいは、罪に手を染めてでも……！」]
 60:  807| [45] [――言葉の意味がわからない。表情には明らかに狂気が滲んでいる。]
 61:  815| [47] [風見]
 62:  818| [45] [「う、宇喜多さん……！」]
 63:  826| [47] [渡瀬]
 64:  829| [45] [「待ておっさん、そいつを撃つ前に聞いてくれ！」]
 65:  837| [47] [渡瀬]
 66:  840| [45] [「あんたは知らされてなかったのかもしれないが、Ｎエリアに原子炉は存在しなかったんだ！」]
 67:  848| [47] [渡瀬]
 68:  851| [45] [「だからオレたちが放射線を恐れる必要なんて、初めから無かったんだよ！」]
 69:  856| [45] [宇喜多が被曝への恐怖から常軌を逸してしまったのであれば、これで正気に戻るはずだった。]
 70:  861| [45] [だが――]
 71:  908| [47] [宇喜多]
 72:  911| [45] [「君は……」]
 73:  919| [47] [宇喜多]
 74:  922| [45] [「この期に及んで、そんなたわごとを……？」]
 75:  930| [47] [渡瀬]
 76:  933| [45] [「信じろ！　本当なんだ！」]
 77:  941| [47] [宇喜多]
 78:  944| [45] [「まぁどちらでもいいさ。どうせ――」]
 79:  991| [47] [宇喜多]
