  0:   47| [55] [√Before Chapter 5]
  1:   58| [45] [--After Natsuhiko had heard Yuuri's parents quarreling at home--]
  2:   63| [45] [Natsuhiko worried about Yuuri and went to the park every day to see her.]
  3:   68| [45] [But three days passed with no sign of her...]
  4:   73| [45] [So on the fourth day, he made up his mind and headed to her house once more.]
  5:  147| [45] [--Yuuri was standing all alone in front of her house.]
  6:  152| [45] [With a horribly sad look on her face.]
  7:  157| [47] [Natsuhiko]
  8:  160| [45] ["Yuuri."]
  9:  180| [45] [Her face shined like the sun as soon as she heard his voice.]
 10:  206| [47] [Yuuri]
 11:  209| [45] ["Ah, Natsuhiko. Did you come to play?"]
 12:  243| [47] [Natsuhiko]
 13:  246| [45] ["Y-yeah. You weren't coming to the park, so I got worried..."]
 14:  272| [47] [Yuuri]
 15:  275| [45] ["I see. I'm so happy. I wanted to play with you too."]
 16:  280| [47] [Natsuhiko]
 17:  283| [45] ["You should've just come to the park then."]
 18:  309| [47] [Yuuri]
 19:  312| [45] ["But I can't. I'm not 'sposed to."]
 20:  320| [47] [Yuuri]
 21:  323| [45] ["Mom and Dad say I can't play with the other kids in town..."]
 22:  328| [47] [Natsuhiko]
 23:  331| [45] ["...!"]
 24:  336| [45] [Now that she had mentioned it, he remembered that her parents had called Communicators disgusting.]
 25:  341| [45] [Even though their own daughter was a Communicator herself.]
 26:  346| [47] [Natsuhiko]
 27:  349| [45] ["I see... so let's play in secret, then."]
 28:  354| [47] [Natsuhiko]
 29:  357| [45] ["Should we play at your place? Or my place?"]
 30:  383| [47] [Yuuri]
 31:  386| [45] ["We can't at my place. Mom and Dad are there."]
 32:  392| [45] [--And then Natsuhiko heard that angry voice roar from the house again.]
 33:  397| [47] [Mr. Kotono]
 34:  400| [45] ["Hey, do something with that brat by the door! She's such a damn annoying pest!"]
 35:  405| [47] [Mrs. Kotono]
 36:  408| [45] ["All your goddamn selfishness does is drive her away! If you don't even want to bother raising her, then shut yer damn trap!"]
 37:  431| [47] [Yuuri]
 38:  432| [45] ["..."]
 39:  437| [47] [Natsuhiko]
 40:  438| [45] ["..."]
 41:  443| [45] [Natsuhiko felt he had never heard such abusive language in his life.]
 42:  448| [45] [Yuuri's expression grew darker and darker.]
 43:  453| [45] [Unable to stand any more of it, Natsuhiko spoke up to her.]
 44:  464| [47] [Natsuhiko]
 45:  467| [45] ["... Okay, Yuuri. Let's go to the park right now."]
 46:  493| [47] [Yuuri]
 47:  496| [45] ["Huh?"]
 48:  501| [47] [Natsuhiko]
 49:  504| [45] ["It doesn't have to be the park. Just anywhere away from here."]
 50:  530| [47] [Yuuri]
 51:  533| [45] ["But if I go off and play on my own, then Dad might get mad at me..."]
 52:  538| [47] [Natsuhiko]
 53:  541| [45] ["Forget about your dad. You don't want to play with me, Yuuri?"]
 54:  567| [47] [Yuuri]
 55:  570| [45] ["... Of course I do."]
 56:  575| [47] [Natsuhiko]
 57:  578| [45] ["Then let's go! C'mon!"]
 58:  583| [45] [Natsuhiko pulled Yuuri by the hand.]
 59:  588| [45] [He wanted to take Yuuri as far away from there as soon as possible.]
 60:  593| [45] [Yuuri hesitated for a second, but--]
 61:  628| [47] [Yuuri]
 62:  631| [45] ["Ah..."]
 63:  657| [47] [Yuuri]
 64:  660| [45] ["... Okay."]
 65:  665| [45] [She nodded ever so slightly and followed Natsuhiko.]
 66:  783| [45] [--Natsuhiko took Yuuri to the park.]
