  0:   44| [55] [√Double Chapter2]
  1:   56| [45] [――――――]
  2:   61| [45] [――――]
  3:   66| [45] [――]
  4:  130| [47] [夏彦]
  5:  131| [45] [（――……！）]
  6:  136| [45] [――夏彦は、再び現実に戻ってきた。]
  7:  141| [45] [最初に見えたのは、渡瀬の姿。]
  8:  146| [45] [彼は夏彦の目の前に、うつ伏せに倒れていた。]
  9:  154| [47] [夏彦]
 10:  157| [45] [「た……隊長さん！？」]
 11:  162| [47] [渡瀬]
 12:  163| [45] [「……」]
 13:  168| [45] [夏彦が渡瀬の記憶を消した事で、気絶してしまったらしい。]
 14:  173| [45] [夏彦が彼を揺り覚まそうとすると――]
 15:  181| [47] [渡瀬]
 16:  184| [45] [「……ぐっ……うぅ……！」]
 17:  228| [45] [渡瀬は唸り声を上げ、身を起こした。]
 18:  251| [45] [そして夏彦を睨みつける。]
 19:  256| [47] [夏彦]
 20:  257| [45] [（悪意が消えてない！？）]
 21:  262| [45] [とっさに夏彦は悠里をかばった。]
 22:  267| [45] [が――渡瀬は戸惑うように呟いた。]
 23:  293| [47] [渡瀬]
 24:  296| [45] [「な……なにが起きたんだ……？」]
 25:  304| [47] [夏彦]
 26:  307| [45] [「なにって――」]
 27:  335| [47] [渡瀬]
 28:  338| [45] [「ついさっきまで、お前たちが憎くてしょうがなかったのに……その憎悪が、消えてなくなったぞ？」]
 29:  368| [45] [その言葉に、夏彦と悠里は顔を見合わせた。]
 30:  376| [47] [夏彦]
 31:  379| [45] [「やった……成功だ！」]
 32:  411| [47] [悠里]
 33:  414| [45] [「うん！　やっと隊長さんが、悪意から解放されたね！」]
 34:  447| [47] [渡瀬]
 35:  450| [45] [「お、おい！　なんだよ『悪意から解放された』って？」]
 36:  476| [47] [渡瀬]
 37:  479| [45] [「どういう事なんだ、説明してくれ！」]
 38:  487| [47] [夏彦]
 39:  490| [45] [「ええ、実は――」]
 40:  535| [45] [呆然としている渡瀬に、夏彦は説明した。]
 41:  540| [45] [彼の記憶の中で知った事。彼の脳内で起こっていた事。]
 42:  545| [45] [渡瀬が被験体Ｎに記憶を操作され、その悪意に感染していた事も……。]
 43:  569| [45] [それを聞き終えた渡瀬は、ため息をついて言った。]
 44:  577| [47] [渡瀬]
 45:  580| [45] [「……そういう事だったのか」]
 46:  588| [47] [夏彦]
 47:  591| [45] [「それで……どうですか隊長さん。いまどんな感じですか？」]
 48:  617| [47] [渡瀬]
 49:  620| [45] [「……長い悪夢を見ていた気分だ」]
 50:  646| [47] [渡瀬]
 51:  649| [45] [「とりあえず記憶は概ね元に戻り、しかも心を支配していた憎悪は消えたよ」]
 52:  654| [45] [渡瀬の口調は冷静で、その目からは狂気が消えていた。]
 53:  681| [47] [悠里]
 54:  684| [45] [「よかった……！」]
 55:  689| [45] [悠里が安堵の声を漏らし、夏彦も胸をなでおろす。]
 56:  694| [45] [元の正義感溢れる渡瀬に戻ったと、そう考えても良さそうだった。]
 57:  702| [47] [夏彦]
 58:  705| [45] [「それじゃあ……協力してもらえますか？」]
 59:  737| [47] [渡瀬]
 60:  740| [45] [「協力？」]
 61:  748| [47] [夏彦]
 62:  751| [45] [「悠里を護り、共に脱出するための協力です」]
 63:  759| [47] [夏彦]
 64:  762| [45] [「ぼくは悠里を、自由にしてやりたいんですよ」]
 65:  785| [47] [渡瀬]
 66:  786| [45] [「……」]
 67:  809| [45] [再び沈黙が訪れ、不安が膨らむ。]
 68:  814| [45] [やがて渡瀬は意を決したように言った。]
 69:  842| [47] [渡瀬]
 70:  845| [45] [「……すまない、夏彦。それはできない」]
 71:  871| [47] [夏彦]
 72:  874| [45] [「え！？」]
 73:  900| [47] [悠里]
 74:  903| [45] [「隊長さん、どうして……？」]
 75:  935| [47] [渡瀬]
 76:  938| [45] [「悪意が消えても、記憶が戻った以上……俺は『Ｑ』なんだ」]
 77:  943| [45] [その言葉に夏彦はぎくりとした。]
 78:  948| [45] [考えてみれば渡瀬の目的は、被験体の救出だけではない。]
 79:  953| [45] [最終目的はあくまで、ラボの悪事を暴くための生き証人になってもらう事だ。]
 80:  958| [45] [だがそうなると当然、悠里はここから出た後も、自由にはなれないだろう。]
 81:  963| [45] [恐らくＱに身柄を押さえられ、その活動に協力させられるのだ。]
 82:  968| [45] [その事に気付いた夏彦に、渡瀬が続ける。]
 83:  976| [47] [渡瀬]
 84:  979| [45] [「俺には使命がある。その使命を完遂させなければならない」]
 85:  987| [47] [夏彦]
 86:  990| [45] [「『悠里をさらう』っていう使命をですか？」]
 87: 1016| [47] [渡瀬]
 88: 1019| [45] [「ああ」]
 89: 1045| [47] [悠里]
 90: 1048| [45] [「そんな、隊長さん……！」]
 91: 1074| [47] [悠里]
 92: 1077| [45] [「あなたは本当は優しい人のはずなのに、どうしてそんな事を続けようとするんですか？」]
 93: 1085| [47] [夏彦]
 94: 1088| [45] [「そうですよ！　使命だなんだって言葉を飾っても、結局はテロ活動じゃないですか！」]
 95: 1114| [47] [渡瀬]
 96: 1117| [45] [「そんな事はわかってる」]
 97: 1125| [47] [夏彦]
 98: 1128| [45] [「いいや、わかってません。あなたは記憶を失ってる間、みんなを必死で救おうとしていたでしょう？」]
 99: 1136| [47] [夏彦]
100: 1139| [45] [「あれが本来のあなたなんです」]
101: 1147| [47] [夏彦]
102: 1150| [45] [「亘さんの遺志を継いで、レスキュー隊員を志したあなたの、本当の姿のはずです！」]
103: 1176| [47] [渡瀬]
104: 1179| [45] [「知った風な口を叩くな。お前に何がわかる？」]
105: 1187| [47] [夏彦]
106: 1190| [45] [「わかりますよ、あなたと一度は心を重ねたんだから！」]
107: 1213| [45] [その言葉に、渡瀬が目を見開いた。]
108: 1221| [47] [夏彦]
109: 1224| [45] [「あなたは人の命を救いたかったんでしょう？　亘さんが死んでから、ずっとそう考えていたんでしょう」]
110: 1250| [47] [渡瀬]
111: 1253| [45] [「……ああ」]
112: 1261| [47] [夏彦]
113: 1264| [45] [「だったらテロリストとしての使命なんか忘れてください。あなたはまだやりなおせるはず――」]
114: 1269| [45] [そう夏彦が言いかけた時、渡瀬が沈んだ声で呟いた。]
115: 1295| [47] [渡瀬]
116: 1298| [45] [「仲間が死んでいなければな」]
117: 1321| [47] [夏彦]
118: 1324| [45] [「……！」]
119: 1381| [47] [渡瀬]
120: 1384| [45] [「……この使命のために、仲間が２人死んじまった」]
121: 1438| [47] [渡瀬]
122: 1441| [45] [「あいつらは――堂島と桧山は、大事な仲間だったんだ」]
123: 1495| [47] [渡瀬]
124: 1498| [45] [「同じような生い立ちで、同僚として同じ釜の飯を食い、互いに何度も助け合った」]
125: 1506| [47] [渡瀬]
126: 1509| [45] [「親友なんて言葉でも言い尽くせない。同志であり、相棒であり、家族であり――……」]
127: 1563| [47] [渡瀬]
128: 1566| [45] [「……俺はな、夏彦。あいつらのためにも、この使命を果たさねばならないんだよ」]
129: 1571| [45] [渡瀬の悲しげな言葉に、夏彦は言葉を失う。]
130: 1576| [45] [だがそれでも、懸命に声を搾り出す。]
131: 1584| [47] [夏彦]
132: 1587| [45] [「あなたは……間違ってる」]
133: 1622| [47] [渡瀬]
134: 1625| [45] [「どうして間違っていると言える？　お前も俺の過去を見たんだろう？」]
135: 1633| [47] [渡瀬]
136: 1636| [45] [「だったらわかるはずだ。俺たちがなぜこんな事をしでかしたか」]
137: 1644| [47] [渡瀬]
138: 1647| [45] [「普通のやり方じゃ、何も変えられないんだ」]
139: 1652| [45] [渡瀬の言う通りだった。]
140: 1657| [45] [夏彦には渡瀬の気持ちが、理解できてしまうのだ。望むと望まざるとに関わらず。]
141: 1662| [45] [しかし――]
142: 1695| [47] [夏彦]
143: 1696| [45] [（でも、やっぱり……こいつは変わってしまったな……）]
144: 1701| [45] [悪意感染の有無に関わらず、渡瀬が記憶を取り戻した時点で、『記憶喪失中の渡瀬』は、消えてなくなってしまったのだ。]
145: 1706| [45] [だがその時、悠里が声を上げる。]
146: 1714| [47] [悠里]
147: 1717| [45] [「あなたの言い分はわかりました……」]
148: 1746| [45] [夏彦がはっとして悠里を見ると、彼女は思いつめたような表情をしていた。]
149: 1754| [47] [悠里]
150: 1757| [45] [「取引をしましょう、隊長さん」]
151: 1790| [47] [渡瀬]
152: 1793| [45] [「取引？」]
153: 1801| [47] [悠里]
154: 1804| [45] [「はい。この事件が終ったら――」]
155: 1812| [47] [悠里]
156: 1815| [45] [「わたしの身柄を、あなたに委ねます」]
157: 1841| [47] [夏彦・渡瀬]
158: 1844| [45] [「なに！？」]
159: 1852| [47] [悠里]
160: 1855| [45] [「Ｑに引き渡すでも何でもして下さい」]
161: 1863| [47] [悠里]
162: 1866| [45] [「だけどその代わり、全員の脱出に協力して」]
163: 1874| [47] [夏彦]
164: 1877| [45] [「な……何を言い出すんだ悠里！」]
165: 1882| [45] [夏彦は止めた。だが悠里は引こうとしない。]
166: 1908| [47] [悠里]
167: 1911| [45] [「これでいいんだよ、ひこりん」]
168: 1919| [47] [悠里]
169: 1922| [45] [「わたしだけがガマンすれば、誰も傷つかずに済むから……」]
170: 1927| [45] [悠里は微笑んでそう言った。]
171: 1932| [47] [夏彦]
172: 1933| [45] [（そんな……そんなの承諾できるわけないじゃないか！）]
173: 1938| [45] [だが渡瀬を納得させ、協力を仰ぐための方法が、他には思いつかない。]
174: 1943| [45] [思わず黙り込む夏彦の横で、渡瀬が低い声で言う。]
175: 1969| [47] [渡瀬]
176: 1972| [45] [「悠里、その取引に応じよう」]
177: 1980| [47] [渡瀬]
178: 1983| [45] [「約束する。全員を生きて脱出させることを」]
179: 2009| [47] [悠里]
180: 2012| [45] [「お願いします、隊長さん」]
181: 2017| [45] [夏彦が何も言えないうちに、その取引は成立してしまった。]
182: 2022| [47] [夏彦]
183: 2023| [45] [（く、くそ……どうすればいいんだ……！？）]
