  0:   50| [55] [√After Chapter 3]
  1:   67| [45] [--Watase and Jun let out a deep breath as soon as they made it back to the outer ring.]
  2:   75| [47] [Watase]
  3:   78| [45] ["Haah...!"]
  4:  140| [47] [Jun]
  5:  143| [45] ["Whew, that was nerve-wracking...!"]
  6:  151| [47] [Watase]
  7:  154| [45] ["Still, the danger was well worth it, wouldn't you say?"]
  8:  159| [45] [But Jun's face soon clouded over.]
  9:  185| [47] [Jun]
 10:  188| [45] ["Y-yeah..."]
 11:  196| [47] [Watase]
 12:  199| [45] ["Huh? Hey, what's wrong?"]
 13:  207| [47] [Jun]
 14:  210| [45] ["Ah, no, sorry... I just feel a little..."]
 15:  245| [47] [Jun]
 16:  248| [45] ["... Ugh!"]
 17:  253| [45] [Jun covered her mouth and bent over.]
 18:  261| [47] [Watase]
 19:  264| [45] ["Moribe!?"]
 20:  272| [47] [Jun]
 21:  275| [45] ["Captain, don't look! I'm gonna hurl!"]
 22:  283| [47] [Watase]
 23:  286| [45] ["Wait, what's that mean agai... ah!"]
 24:  303| [47] [Jun]
 25:  306| [45] ["Urrrrrrgh!"]
 26:  311| [45] [Jun turned her back on Watase and threw up in a corner of the hallway.]
 27:  316| [45] [Watase watched all that in dumbfoundment.]
 28:  321| [45] [Jun soon finished vomiting and managed a smile on her pale face.]
 29:  355| [47] [Jun]
 30:  358| [45] ["... Man, sorry you had to see that. I'm so embarrassed I wanna die."]
 31:  366| [47] [Watase]
 32:  369| [45] ["M-Moribe..."]
 33:  377| [47] [Watase]
 34:  380| [45] ["Hey, don't tell me you got radiation damage...!?"]
 35:  406| [47] [Jun]
 36:  409| [45] ["Huh? N-no, no, that's not it."]
 37:  435| [47] [Jun]
 38:  438| [45] ["I was just so nervous and ran around so much that my fatigue finally caught up with my stomach, that's all."]
 39:  446| [47] [Watase]
 40:  449| [45] ["Seriously!? Hey, let me see your wrist!"]
 41:  476| [45] [Watase grabbed Jun by the wrist.]
 42:  502| [47] [Jun]
 43:  505| [45] ["Hey! 'the hell you doing, you perv!?"]
 44:  513| [47] [Watase]
 45:  516| [45] ["Shut up! Keep it down for a minute!"]
 46:  614| [45] [Jun complied, and Watase examined her Vital Checker.]
 47:  619| [45] [Normally, all five lights would be green, but this time-- one of them was bright red.]
 48:  627| [47] [Watase]
 49:  630| [45] ["It's red! That means there's something wrong with your body, right!?"]
 50:  656| [47] [Jun]
 51:  659| [45] ["Whoa, hold your horses, that's just the 'pulse' indicator, right?"]
 52:  667| [47] [Jun]
 53:  670| [45] ["My heart's just racing a bit 'cause I just got done blowing chunks all over the floor... it'll be green again soon. See?"]
 54:  715| [45] [The light turned green again shortly after Jun said that.]
 55:  743| [47] [Jun]
 56:  746| [45] ["See, I'm all better now. Right as rain."]
 57:  754| [47] [Watase]
 58:  757| [45] ["I see... well, okay then..."]
 59:  783| [47] [Jun]
 60:  786| [45] ["But hey, are -you- okay? You having another headache?"]
 61:  794| [47] [Watase]
 62:  797| [45] ["Huh? Oh... no, I'm all good."]
 63:  802| [45] [He then realized something.]
 64:  807| [45] [The strange feeling he'd felt when he'd entered the contaminated zone had vanished.]
 65:  812| [47] [Watase]
 66:  813| [45] [(So it really was the effects of the radiation...)]
 67:  818| [45] [But that's why Watase was worried.]
 68:  823| [45] [Like him, Jun had also been in a contaminated zone twice.]
 69:  828| [45] [Watase was stronger than her and even he'd fainted. Meaning there was no guarantee someone with such a small body like Jun's would be okay.]
 70:  836| [47] [Watase]
 71:  839| [45] ["... Tell me right away if something comes up."]
 72:  865| [47] [Jun]
 73:  868| [45] ["Thanks for worrying about me. You really are acting so nice today."]
 74:  878| [47] [Watase]
 75:  881| [45] ["What're you talking about? It's only natural to be worried about your partner."]
 76:  890| [47] [Watase]
 77:  893| [45] ["What're you talking about, you idiot? It's only natural for a captain to worry about his subordinate."]
 78:  899| [45] [The two of them smiled at each other. Frail smiles, but smiles nonetheless.]
 79:  925| [47] [Jun]
 80:  928| [45] ["... Anyway, looks like we found quite the treasure back there, huh?"]
 81:  936| [47] [Watase]
 82:  939| [45] ["No kidding. It's too bad that we didn't find any survivors... but it sure is good we found the AD so quickly this time around!"]
 83:  944| [45] [With the five he'd found in the contaminated zone, Watase now had six AD on him.]
 84:  949| [45] [They still had plenty of time left until the next injection, so they could take it easy for a while.]
 85:  975| [47] [Jun]
