  0:   41| [55] [√Before Chapter 5]
  1:   67| [45] [--As they rode the bus, Mashiro muttered in a stiff voice.]
  2:   75| [47] [Mashiro]
  3:   78| [45] ["I hope the school's okay..."]
  4:   86| [47] [Natsuhiko]
  5:   89| [45] ["I'm sure it is. At the least, I don't think it's been blasted to bits."]
  6:   97| [47] [Mashiro]
  7:  100| [45] ["I sure hope so..."]
  8:  106| [45] [And as they had that conversation, the bus dropped them off in front of school, but--]
  9:  181| [47] [Natsuhiko]
 10:  184| [45] ["... Huh?"]
 11:  189| [45] [The grounds were awfully silent.]
 12:  194| [45] [The commotion seemed to have died down already.]
 13:  235| [47] [Mashiro]
 14:  238| [45] ["Was there really a dangerous object set here?"]
 15:  264| [47] [Salyu]
 16:  267| [45] ["There was an announcement to that effect at least. We don't know the particulars eith--"]
 17:  272| [45] [As Salyu began to speak, they heard an angry voice coming from somewhere.]
 18:  280| [47] [Ena]
 19:  283| [45] ["Hey! You kids!"]
 20:  291| [47] [Natsuhiko]
 21:  294| [45] ["Ah, Professor!"]
 22:  299| [45] [They looked to see Ena rushing over to them.]
 23:  390| [47] [Ena]
 24:  393| [45] ["Geez. Don't go off and do things on your own. You had me worried."]
 25:  401| [47] [Mashiro]
 26:  404| [45] ["I-I'm sorry, Ms. Ena! It's my fault..."]
 27:  430| [47] [Ena]
 28:  433| [45] ["Oh, why hello there, Ms. Toba. Didn't you have a cold or something?"]
 29:  441| [47] [Mashiro]
 30:  444| [45] ["Um, no, it wasn't that... just some minor business."]
 31:  470| [47] [Ena]
 32:  473| [45] ["You can't take school off for just some minor business."]
 33:  481| [47] [Mashiro]
 34:  484| [45] ["S-sorry."]
 35:  489| [45] [Mashiro quietly bowed her head.]
 36:  497| [47] [Natsuhiko]
 37:  500| [45] ["By the way, Professor, what happened with all the commotion about the dangerous object?"]
 38:  526| [47] [Ena]
 39:  529| [45] ["Oh, seems like it was just a false alarm."]
 40:  537| [47] [Natsuhiko]
 41:  540| [45] ["A false alarm?"]
 42:  566| [47] [Ena]
 43:  569| [45] ["There was something that looked like a time bomb set in one of the bathrooms... but it turned out to just be a toy."]
 44:  595| [47] [Salyu]
 45:  598| [45] ["A toy? What does that all mean?"]
 46:  624| [47] [Ena]
 47:  627| [45] ["I don't know... Somebody's bad idea of a prank, perhaps."]
 48:  653| [47] [Ena]
 49:  656| [45] ["Incidents like this seem to be happening a lot lately, though... It's so troublesome..."]
 50:  661| [45] [Ena didn't seem to know the entire truth behind the situation either.]
 51:  687| [47] [Mashiro]
 52:  690| [45] ["I see... then I guess that means there's no point in us staying here too long, then."]
 53:  716| [47] [Mashiro]
 54:  719| [45] ["Let's go, guys."]
 55:  742| [47] [Natsuhiko & Salyu]
 56:  745| [45] ["Huh?"]
 57:  839| [45] [Mashiro pulled Natsuhiko and Salyu by the arm and ran off.]
 58:  844| [45] [Ena shouted in surprise from behind.]
 59:  852| [47] [Ena]
