  0:   53| [55] [√Double Chapter 6]
  1:   65| [45] [------]
  2:   70| [45] [----]
  3:   75| [45] [--]
  4:   80| [45] [--Before long...]
  5:  111| [45] [An image surfaced from within the white darkness.]
  6:  116| [45] [It was a vision of a young Nagisa walking far away.]
  7:  121| [45] [Kazami's voice echoed from somewhere.]
  8:  134| [47] [Kazami]
  9:  137| [45] [{Nagisa! Wait, don't go!}]
 10:  145| [47] [Kazami]
 11:  148| [45] [{Don't go! You'll never be able to come back if you do!}]
 12:  153| [47] [Natsuhiko]
 13:  154| [45] [(Is this... Ms. Tachibana's dream...?)]
 14:  159| [45] [Natsuhiko was experiencing the same dream through Kazami's five senses.]
 15:  184| [45] [Nagisa soon turned around--]
 16:  245| [45] [And smiled at Kazami.]
 17:  350| [47] [Kazami]
 18:  353| [45] ["--Nagisa!"]
 19:  358| [45] [Kazami then woke up.]
 20:  405| [47] [???]
 21:  408| [45] ["What's up, Sis?"]
 22:  463| [45] [Nagisa looked down upon Kazami.]
 23:  471| [47] [Kazami]
 24:  474| [45] ["Ah... Nagisa..."]
 25:  479| [45] [Kazami said that with clear relief.]
 26:  487| [47] [Nagisa]
 27:  490| [45] ["Are you okay? It looked like you were groaning in your sleep a bit...."]
 28:  498| [47] [Kazami]
 29:  501| [45] ["... I had a dream."]
 30:  509| [47] [Nagisa]
 31:  512| [45] ["A dream?"]
 32:  520| [47] [Kazami]
 33:  523| [45] ["Yes. A dream where you went off to somewhere far away..."]
 34:  531| [47] [Kazami]
 35:  534| [45] ["It was a very sad dream."]
 36:  542| [47] [Nagisa]
 37:  545| [45] ["I see..."]
 38:  553| [47] [Nagisa]
 39:  556| [45] ["But don't you see, Sis? You don't have to worry."]
 40:  564| [47] [Nagisa]
 41:  567| [45] ["I'm right here."]
 42:  575| [47] [Kazami]
 43:  578| [45] ["That's right..."]
 44:  583| [45] [Kazami smiled at Nagisa.]
 45:  591| [47] [Kazami]
 46:  594| [45] ["You've always been with me, haven't you?"]
 47:  602| [47] [Kazami]
 48:  605| [45] ["We've been together forever..."]
 49:  610| [45] [Tears welled up in Kazami's eyes.]
 50:  618| [47] [Kazami]
 51:  621| [45] ["Even after you've--"]
 52:  629| [47] [Kazami]
 53:  632| [45] ["Even after you've already died...!"]
 54:  655| [47] [Nagisa]
 55:  658| [45] ["..."]
 56:  663| [45] [Nagisa returned Kazami's smile at those words.]
 57:  807| [47] [Nagisa]
 58:  810| [45] ["Aw man, you figured it out?"]
 59:  818| [47] [Kazami]
 60:  821| [45] ["... Yes."]
 61:  829| [47] [Kazami]
 62:  832| [45] ["I realize that what I'm seeing is just a dream..."]
 63:  840| [47] [Kazami]
 64:  843| [45] ["And that in reality, you're gone..."]
 65:  869| [47] [Nagisa]
 66:  872| [45] ["... That's right."]
 67:  877| [45] [Kazami looked at Nagisa and spoke.]
 68:  885| [47] [Kazami]
 69:  888| [45] ["Even so, I was glad to see you again."]
 70:  914| [47] [Nagisa]
 71:  917| [45] ["Me too, Sis."]
 72:  925| [47] [Nagisa]
 73:  928| [45] ["'Cause I missed you so much all these years..."]
 74:  951| [45] [Nagisa grew quiet for a few seconds--]
 75:  956| [45] [Then she started softly speaking again.]
 76:  982| [47] [Nagisa]
 77:  985| [45] ["Actually, I tried to see you again just this one time shortly after I was locked away..."]
 78:  993| [47] [Nagisa]
 79:  996| [45] ["I tried to escape from LABO."]
 80: 1004| [47] [Kazami]
 81: 1007| [45] ["Huh...?"]
 82: 1034| [47] [Nagisa]
 83: 1037| [45] ["But a Case N was declared right away, so that didn't work out..."]
 84: 1045| [47] [Nagisa]
 85: 1048| [45] ["And to make matters worse, I got two other kids caught up in all that, and their genes... mutated as a result."]
 86: 1056| [47] [Kazami]
 87: 1059| [45] ["... You're talking about..."]
 88: 1067| [47] [Kazami]
 89: 1070| [45] ["Tenkawa and Ms. Yuuri...!"]
 90: 1096| [47] [Nagisa]
 91: 1099| [45] ["... So please, Sis."]
 92: 1107| [47] [Nagisa]
 93: 1110| [45] ["Don't blame those two."]
 94: 1118| [47] [Nagisa]
 95: 1121| [45] ["Nor Mr. Watase or anyone else."]
 96: 1129| [47] [Nagisa]
 97: 1132| [45] ["'Cause none of them were at fault..."]
 98: 1137| [47] [Kazami]
 99: 1138| [45] ["..."]
100: 1146| [47] [Kazami]
101: 1149| [45] ["... Yes... you're right..."]
102: 1154| [45] [Nagisa gave a lonely smile when Kazami said that.]
103: 1252| [47] [Nagisa]
104: 1255| [45] ["... Okay then, it's about time for me to get going."]
105: 1263| [47] [Kazami]
106: 1266| [45] ["... Nagisa."]
107: 1274| [47] [Nagisa]
108: 1277| [45] ["Don't look so sad, okay?"]
109: 1285| [47] [Nagisa]
