  0:   62| [55] [√After Chapter2]
  1:   69| [47] [渡瀬]
  2:   72| [45] [「守部、どうした！？　しっかりしろ！」]
  3:   77| [45] [渡瀬は慌てて駆け寄り、洵の身体を揺すった。]
  4:   82| [47] [洵]
  5:   83| [45] [「……」]
  6:   88| [45] [だが呼びかけても反応がない。白目を剥いて、完全に気を失っている。]
  7:   93| [45] [本能的に危険を察し、洵を抱き抱えて通路まで戻ると――]
  8:  205| [47] [ユウリ]
  9:  208| [45] [「ぎっ……」]
 10:  294| [47] [恵那]
 11:  297| [45] [「か……か、はっ……！？」]
 12:  317| [45] [ユウリと恵那が苦しげにうめき、折り重なるように倒れた。]
 13:  379| [47] [渡瀬]
 14:  382| [45] [「ユウリ！　先生！」]
 15:  387| [45] [次々に人が倒れていく。]
 16:  392| [45] [異変に気づき、風見が駆けつけてきた。]
 17:  418| [47] [風見]
 18:  421| [45] [「どうしたのですか！？」]
 19:  426| [45] [そしてハッと顔色を変える。]
 20:  453| [47] [風見]
 21:  456| [45] [「これは――酸欠空気！？」]
 22:  464| [47] [渡瀬]
 23:  467| [45] [「なんだそれは！？」]
 24:  493| [47] [風見]
 25:  496| [45] [「一呼吸で気絶しうる、一種の致死性ガスです！」]
 26:  504| [47] [風見]
 27:  507| [45] [「火災等により、空気中の酸素濃度が極度に低下すると発生するんです！」]
 28:  515| [47] [風見]
 29:  518| [45] [「吸えば陸にいながら溺れるような状態になり、意識は断絶――最悪死に至ります！」]
 30:  523| [45] [それを聞き、宇喜多が悲鳴じみた声を上げた。]
 31:  550| [47] [宇喜多]
 32:  553| [45] [「まずい！　ここも空調が壊れてて、換気が追いついていないんだ！」]
 33:  561| [47] [渡瀬]
 34:  564| [45] [「じゃあ外周棟には、そのガスが充満して！？」]
 35:  569| [45] [今まではゲートが閉じていたおかげで、ガスは外周棟の外には出てこなかったのだが――]
 36:  577| [47] [渡瀬]
 37:  580| [45] [「これじゃ進めない！」]
 38:  585| [45] [しかも、背後は炎にふさがれている。]
 39:  677| [47] [渡瀬]
 40:  678| [45] [（逃げ場が……ない！）]
 41:  683| [45] [渡瀬たちまで気を失ったら、いずれあの火に焼かれてしまうだろう。]
 42:  688| [45] [火元を消火できればいいが、それもどこにあるのかわからない。]
 43:  760| [47] [風見]
 44:  763| [45] [「っっっ……」]
 45:  768| [45] [風見は一瞬考えるような表情を浮かべ――意を決したように言った。]
 46:  776| [47] [風見]
 47:  779| [45] [「仕方ありません！　呼吸を止めて、エンジンルームまで突っ切りましょう！」]
 48:  787| [47] [風見]
 49:  790| [45] [「地図を見る限り、エンジンルームまでの距離は約３０ｍくらいです！　無酸素運動でも問題ないはず！」]
 50:  798| [47] [渡瀬]
 51:  801| [45] [「だが倒れた人たちはどうする！？」]
 52:  827| [47] [風見]
 53:  830| [45] [「椿山さんは私が担ぎます！　隊長は――守部とユウリさんを！」]
 54:  881| [47] [渡瀬]
 55:  882| [45] [（２人も！？）]
 56:  887| [47] [渡瀬]
 57:  888| [45] [（２人担いで、息を止めて走れってのか！？）]
 58:  893| [45] [一瞬そう思ったが、風見は渡瀬を見据えて続けた。]
 59:  901| [47] [風見]
 60:  904| [45] [「隊長ならできます！　ご自分を信じて下さい！」]
 61:  909| [47] [渡瀬]
 62:  910| [45] [「――……」]
 63:  925| [45] [その声が渡瀬の心を奮い立たせる。己を信じる気持ちが湧く。]
 64:  933| [47] [渡瀬]
 65:  936| [45] [「――わかった！　任せろ！」]
 66:  962| [47] [風見]
 67:  965| [45] [「それでこそ隊長です」]
 68:  988| [45] [風見は微笑み、そして厳しい目に戻って言った。]
 69: 1001| [47] [渡瀬]
 70: 1004| [45] [「……い、いや無理だろ！　２人も背負ってなんて――」]
 71: 1009| [45] [そう言いかけた瞬間、風見がぎろりと渡瀬を睨んだ。]
 72: 1035| [47] [風見]
 73: 1038| [45] [「いいからやりなさい！　できるんだから！」]
 74: 1046| [47] [渡瀬]
 75: 1049| [45] [「なッ！？」]
 76: 1075| [47] [風見]
 77: 1078| [45] [「あ、いや――あなたならできます。ご自分が信じられなければ、私の言葉を信じて下さい」]
 78: 1086| [47] [渡瀬]
 79: 1089| [45] [「っっ……」]
 80: 1094| [45] [その言葉には不思議なほど説得力があった。]
 81: 1099| [45] [遅ればせながらようやく、己を信じる気持ちが湧いてくる。]
 82: 1107| [47] [渡瀬]
 83: 1110| [45] [「わ、わかった。任せてくれ」]
 84: 1136| [47] [風見]
 85: 1139| [45] [「お願いします！」]
 86: 1144| [45] [風見は厳しい表情でうなずき、それから宇喜多に言った。]
 87: 1185| [47] [風見]
 88: 1188| [45] [「宇喜多さんは申し訳ありませんが、ご自分で走って頂けますか？」]
 89: 1196| [47] [宇喜多]
 90: 1199| [45] [「わ……わかった、やってみよう」]
 91: 1225| [47] [風見]
 92: 1228| [45] [「助かります！」]
