  0:  142| [55] [√After Chapter7]
  1:  147| [45] [薄れ行く意識の中、渡瀬は思った。]
  2:  164| [47] [渡瀬]
  3:  165| [45] [（どうして、こんな事に、なっちまったんだ……）]
  4:  182| [47] [渡瀬]
  5:  183| [45] [（オレは……何か間違っていたのか……？）]
  6:  200| [45] [考えてもわからない。全くわかりそうもなかった。]
  7:  249| [45] [――この６時間の間、あまりにもおかしな事が起きすぎた。]
  8:  254| [45] [閉じられた瞼の裏に、今まで見た光景と謎が明滅する。]
  9:  306| [45] [渡瀬が記憶を失った事。]
 10:  354| [45] [この９人が施設に閉じ込められた事。]
 11:  404| [45] [施設内に他殺体があった事。]
 12:  454| [45] [要救助者に幾度となく逃げられた事。]
 13:  504| [45] [搬出用リフトが破壊され、そこに見知らぬ少女の死体があった事。]
 14:  552| [45] [保管しておいたＡＤが消えた事。]
 15:  647| [45] [皆の言動が、明らかにおかしくなった事。]
 16:  697| [45] [Ｎエリアに火災も原子炉もなく、代わりに夏彦が倒れていた事。]
 17:  747| [45] [そして――ユウリの死体を見つけ、その死体が消えた事。]
 18:  793| [47] [渡瀬]
 19:  794| [45] [（全ては、本当に……現実だったのか……？）]
 20:  799| [45] [今ではそれすらもわからなくなっていた。]
 21:  804| [47] [渡瀬]
 22:  805| [45] [（だが、現実だとしたら……ここでは何が起きていたんだ……）]
 23:  810| [47] [渡瀬]
 24:  811| [45] [（ユウリの死体は、どこに消えたんだ……？）]
 25:  816| [45] [風見、洵、恵那、宇喜多――そしてサリュ。]
 26:  821| [45] [渡瀬がこれまでに出会った者の顔が、脳裏に浮かんだ。]
 27:  826| [47] [渡瀬]
 28:  827| [45] [（……いや、それだけじゃない）]
 29:  832| [47] [渡瀬]
 30:  833| [45] [（まだ見つかってない９人目の要救助者……）]
 31:  838| [47] [渡瀬]
 32:  839| [45] [（『鳥羽ましろ』が……？）]
 33:  886| [45] [誰も疑いたくはなかった。]
 34:  897| [45] [しかし誰もが疑わしかった。]
 35:  908| [47] [渡瀬]
 36:  909| [45] [（誰かがこうなるように仕向けたと、思えて仕方がない……！）]
 37:  920| [45] [では誰が黒幕だったのか。]
 38:  931| [45] [確かな事は、自分ではないという事。]
 39:  942| [45] [そして――]
 40:  953| [47] [渡瀬]
 41:  954| [45] [（夏彦ではない……彼はここで死にかけている……）]
 42:  965| [47] [渡瀬]
 43:  966| [45] [（せめて、彼だけは……ここから逃がしてやりたかった……！）]
 44:  977| [45] [だが意識をもうつなぎとめられてはいられない。]
 45:  988| [45] [渡瀬が気を失おうとした、]
 46:  998| [45] [――その時。]
 47: 1033| [45] [心臓の鼓動が聞こえた。]
 48: 1064| [47] [渡瀬]
 49: 1065| [45] [（っ！？）]
 50: 1096| [45] [一瞬、自分の心音かと思った。]
 51: 1144| [45] [だが――違う。]
 52: 1149| [45] [その音は、すぐ近くから聞こえてきている。]
 53: 1213| [45] [渡瀬の傍らで、何かが動く気配がした。]
 54: 1218| [47] [渡瀬]
 55: 1219| [45] [（ば……バカな……！）]
 56: 1224| [45] [渡瀬は瞼をこじ開け、そして見た。]
 57: 1289| [45] [そこに彼が、立っているのを。]
 58: 1375| [47] [渡瀬]
 59: 1376| [45] [（な……なぜ……！？）]
 60: 1425| [45] [瀕死のはずの彼が立ち上がり、ぎろりと目を見開き、渡瀬を睨みつけている。]
 61: 1430| [45] [なぜ急に目覚めたのか。なぜ渡瀬を睨んでいるのか。]
 62: 1479| [45] [何一つ理解できない渡瀬に――]
 63: 1484| [45] [彼は言った。]
 64: 1537| [47] [夏彦]
 65: 1540| [45] [「――立て」]
 66: 1548| [47] [夏彦]
 67: 1551| [45] [「まだ、何も終わってない……！」]
 68: 1599| [45] [――だが、その声を聞くと同時に――]
 69: 1604| [45] [渡瀬の意識は、闇に落ちた。]
