  0:   79| [55] [√After Chapter 3]
  1:   83| [45] [But the only way it'd be within the safety standard for them was with AD.]
  2:   88| [45] [If they didn't find any soon, all of LABO would probably turn into a contaminated zone for them.]
  3:   93| [45] [That hopeless situation was the one thing they wanted to avoid at all costs.]
  4:  101| [47] [Watase]
  5:  104| [45] ["There's only 30 minutes left until the effects of the AD run out. Let's split up and look for some."]
  6:  132| [47] [Ukita]
  7:  135| [45] ["Which means we should make the factory our focal point for the search, correct?"]
  8:  143| [47] [Ukita]
  9:  146| [45] ["This is where they supposedly make the AD, so some of it might have survived the fire."]
 10:  151| [45] [Come to think of it, Kazami had mentioned a while back that AD had been given to them by LABO staff members.]
 11:  177| [47] [Ena]
 12:  180| [45] ["But won't trying to find one of those in this wreck be like trying to find a needle in a haystack?"]
 13:  206| [47] [Jun]
 14:  209| [45] ["True. And we've gotta search the inner ring from head to toe as well."]
 15:  214| [45] [They didn't have time to keep discussing the matter, so Watase instantly made a decision.]
 16:  222| [47] [Watase]
 17:  225| [45] ["Got it, then I'll search the inner ring by myself. Everyone else will check the factory."]
 18:  230| [45] [Watase said that and headed off to the inner ring by himself.]
 19:  328| [45] [--He ran as fast as he could through the block on B2.]
 20:  463| [45] [But he couldn't find any AD no matter how many rooms he searched.]
 21:  468| [47] [Watase]
 22:  469| [45] [(--No, calm down. You still haven't checked B1 yet.)]
 23:  517| [45] [Watase headed for the stairwell so he could go up.]
 24:  529| [45] [He opened the fireproof door--]
 25:  658| [45] [--and saw the totally collapsed emergency staircase lying in front of him.]
 26:  663| [47] [Watase]
 27:  664| [45] [(Dammit, we don't have time for this!)]
 28:  676| [45] [His watch said "11:58 AM"--]
 29:  681| [45] [Only 20 minutes were left until the AD wore off.]
 30:  686| [47] [Watase]
 31:  687| [45] [(Do I have to go back up an elevator shaft again?)]
 32:  692| [47] [Watase]
 33:  693| [45] [(No--)]
 34:  698| [45] [Watase took out the 10 meter rope he'd been carrying this whole time and tied the end to the debris lying on the ground.]
 35:  709| [45] [He then tossed it up, and it caught on the handrail of the still intact landing of B1.]
 36:  772| [45] [He tugged it several times to test its strength, but it appeared that the rope was firmly secure.]
 37:  777| [47] [Watase]
 38:  778| [45] [(--Okay, here I go!)]
 39:  865| [45] [He climbed up the thick rope with his brute strength and safely made it up to B1.]
 40:  870| [47] [Watase]
 41:  871| [45] [(Tch, I wasted too much time...)]
 42:  876| [45] [Watase cursed himself and ran off again to begin the search anew.]
 43:  930| [45] [But his searched ended without yielding anything--]
 44:  975| [45] [By the time he got back down to B2, Watase's gait had become quite heavy.]
 45:  980| [47] [Watase]
 46:  981| [45] [(I hope Tachibana and the others found AD...)]
 47:  986| [45] [Watase ran through the connecting passageway to the factory with anxiety in his heart--%Nbut just then...]
 48: 1015| [47] [Watase]
 49: 1018| [45] ["!!!???"]
 50: 1023| [45] [Watase shuddered at the roar that'd come from straight ahead.]
 51: 1082| [45] [He hurried on over into the factory, quickly spotting a cloud of dust rising from a corner.]
 52: 1087| [45] [Kazami and the others were surrounding it.]
 53: 1095| [47] [Watase]
 54: 1098| [45] ["What's wrong!? What happened!?"]
 55: 1103| [45] [He ran over to the group to find everyone, including Kazami, staring at a pile of debris that stood in the middle of the dust.]
