  0:   63| [55] [√Double Chapter2]
  1:   77| [47] [夏彦]
  2:   78| [45] [（――ダメだ！　どうすれば良いのか解らない！）]
  3:   83| [45] [結論を出せなかった。]
  4:  114| [45] [その一瞬の隙に、渡瀬が夏彦の銃を奪う。]
  5:  122| [47] [夏彦]
  6:  125| [45] [「あっ！！」]
  7:  130| [47] [夏彦]
  8:  131| [45] [（撃たれるッ！）]
  9:  136| [45] [そう思った、その直後――]
 10:  221| [45] [乾いた音が響き、鮮血が舞った。]
 11:  346| [47] [夏彦]
 12:  347| [45] [（――……！？）]
 13:  352| [45] [だが、夏彦の身には、何も起こっていなかった。]
 14:  357| [45] [――とっさに悠里が、夏彦を庇ったからだ。]
 15:  411| [47] [夏彦]
 16:  414| [45] [「あっ……」]
 17:  431| [45] [夏彦が気の抜けた声を上げると同時に、悠里の体が崩れ落ちた。]
 18:  439| [47] [夏彦]
 19:  442| [45] [「ゆ……悠里！」]
 20:  447| [45] [夏彦は彼女を抱き起こす。]
 21:  452| [45] [その手にヌルリとしたものが触れる。]
 22:  503| [45] [――悠里の頭から、大量の血が溢れていた。]
 23:  511| [47] [悠里]
 24:  514| [45] [「ひこ……りん……」]
 25:  519| [45] [悠里が消えそうな声を振り絞って、言う。]
 26:  527| [47] [悠里]
 27:  530| [45] [「ひこりん……ごめんね……」]
 28:  550| [45] [悠里は夏彦に一言だけそう告げ、そして、事切れた。]
 29:  585| [47] [夏彦]
 30:  588| [45] [「悠里……悠里……！？」]
 31:  593| [45] [夏彦は彼女の体を揺すった。]
 32:  598| [45] [だがなんの反応もない。触れている体から、生命が抜けていくのを感じる。]
 33:  603| [45] [――悠里が死んだ。]
 34:  608| [45] [それを理解した瞬間、夏彦は叫んだ。]
 35:  690| [47] [夏彦]
 36:  693| [45] [「渡瀬ぇぇえええッ！！」]
 37:  733| [45] [感情に任せ、夏彦は渡瀬に掴みかかる。]
 38:  738| [45] [だが渡瀬の手には、銃が握られたままだった。]
 39:  810| [45] [再び銃が火を噴き――そして今度こそ、凶弾は夏彦をとらえた。]
 40:  818| [47] [夏彦]
 41:  821| [45] [「ぎっ……！」]
 42:  826| [45] [腹に凄まじい衝撃を感じた。]
 43:  831| [45] [とたんに足から力が抜け、倒れそうになる。]
 44:  885| [45] [だが夏彦は踏みとどまり、渡瀬を睨みつけた。]
 45:  893| [47] [夏彦]
 46:  896| [45] [「わ……た、せ……！」]
 47:  922| [47] [渡瀬]
 48:  925| [45] [「……痛いだろ？　それが亘の痛みだ」]
 49:  930| [45] [その冷たい声を聞きながら、夏彦は精神を集中する。]
 50:  982| [47] [夏彦]
 51:  983| [45] [（……センシズシンパシーを、もう１度……）]
 52:  988| [47] [夏彦]
 53:  989| [45] [（こいつの記憶を、全て吹き飛ばしてやる……！）]
 54:  994| [45] [激痛に耐えながら、夏彦がその能力を発動しようとした時――]
 55: 1020| [47] [渡瀬]
 56: 1023| [45] [「亘の痛みを思い知れ！　コミュニケーターども！」]
 57: 1028| [45] [渡瀬が怒りの声を共に、銃を撃った。]
 58: 1088| [47] [夏彦]
 59: 1091| [45] [「ッ！！」]
 60: 1096| [45] [左胸に衝撃が走り、集中が疎外される。]
 61: 1101| [45] [それでもなお、夏彦は耐えた。]
 62: 1158| [45] [さらに銃声が響き、目に激痛を感じる。]
 63: 1199| [45] [５度目の銃声と共に、喉が潰れるのを感じたが――]
 64: 1204| [45] [それでも夏彦は、踏みとどまり、]
 65: 1218| [47] [夏彦]
 66: 1221| [45] [「――――――ッ！！」]
 67: 1226| [45] [声無き叫びと共に、最後の能力を使った。]
 68: 1231| [47] [夏彦]
 69: 1232| [45] [（渡瀬の心を構成する、全ての記憶を！）]
 70: 1293| [47] [渡瀬]
 71: 1296| [45] [「ぐッ！？」]
 72: 1301| [45] [渡瀬の苦痛の声が聞こえた。だが夏彦は許さない。]
 73: 1306| [47] [夏彦]
 74: 1307| [45] [（どんな小さな記憶も残さない！　お前の心の中にある、全記憶を破壊してやる！）]
 75: 1368| [47] [渡瀬]
 76: 1371| [45] [「がッ、あ、ああ……っ！」]
 77: 1376| [45] [苦悶の声が続く。夏彦は許さない。]
 78: 1381| [47] [夏彦]
 79: 1382| [45] [（脳を焼き尽くしてやる！！　くたばれ渡瀬ッ！！）]
 80: 1390| [47] [渡瀬]
 81: 1393| [45] [「あぎぎががッ……が、がはッ！　ぎいいいっ！」]
 82: 1454| [47] [渡瀬]
 83: 1457| [45] [「ぎ……っ……ッ」]
 84: 1462| [45] [そんなか細い声が聞こえたかと思うと――]
 85: 1483| [45] [渡瀬が倒れる音が聞こえた。]
 86: 1488| [47] [夏彦]
 87: 1489| [45] [（や……やった……）]
 88: 1494| [45] [だがその時には、夏彦の体も限界を迎えていた。]
 89: 1522| [45] [夏彦はゆっくりと、その場に崩れ落ちた。]
 90: 1527| [47] [夏彦]
 91: 1528| [45] [（こ……ここまでか……）]
 92: 1533| [45] [もう夏彦にできることは、何も残されていなかった。]
 93: 1594| [45] [夏彦は最後の力を振り絞り、悠里の手を握る。]
 94: 1599| [47] [夏彦]
 95: 1600| [45] [（ごめん、悠里……）]
 96: 1605| [47] [夏彦]
 97: 1606| [45] [（ぼくは結局、君を護ることが、できなかったよ……）]
 98: 1611| [45] [夏彦の心を後悔が満たす。]
 99: 1616| [45] [だがその時、悠里が自分の手を握り返したような気がした。]
100: 1621| [47] [夏彦]
101: 1622| [45] [（悠里……）]
102: 1627| [45] [２人は固く手を握り合ったまま、その短い生涯を終えた。]
103: 1760| [85] [　%N　%N　%N]
104: 1763| [45] [√D バッドエンド2【逡巡せし情熱家】]
105: 1766| [85] [　]
106: 1769| [45] [重要な決断が下せなかった場合の結末。]
107: 1772| [85] [　]
108: 1775| [45] [このエンディング直前に入力できるセンシズで、渡瀬と夏彦と悠里――３人の適切なバランスが設定できれば、この結末は回避できたかもしれない。]
