  0:   86| [55] [√After Chapter 3]
  1:   96| [45] [A thought suddenly crossed Watase's mind as he heard that conversation.]
  2:  101| [47] [Watase]
  3:  102| [45] [(True, she really is beautiful...)]
  4:  107| [45] [But like Jun had said, she definitely had a harsh attitude to her that could turn men away.]
  5:  112| [45] [He could understand why in this situation-- but he had a hard time imagining what Kazami was like in her day-to-day life.]
  6:  117| [47] [Watase]
  7:  118| [45] [(I wonder what she looks like in normal clothes... though I'd say her uniform suits her better than any fashionable clothes or accessories ever could.)]
  8:  123| [45] [Watase suddenly remembered something at that moment.]
  9:  128| [47] [Watase]
 10:  129| [45] [(Oh yeah, speaking of accessories...)]
 11:  134| [45] [Watase reached into his pocket and pulled out...]
 12:  274| [45] [The locket with the broken chain.]
 13:  279| [45] [He'd spotted it and picked it up by chance when Kazami saved him back in Area 3.]
 14:  284| [47] [Watase]
 15:  285| [45] [(I've gotta give this back to her...)]
 16:  290| [45] [Watase pinched the locket as he thought this.]
 17:  341| [45] [It opened up when he did, revealing a photo inside.]
 18:  346| [45] [It was a picture of a sourfaced man with a somewhat stern look in his eyes.]
 19:  351| [47] [Watase]
 20:  352| [45] [(Who's this guy... something about his face pisses me off for some reason.)]
 21:  357| [45] [As Watase pondered this--]
 22:  422| [47] [Kazami]
 23:  425| [45] ["C-Captain!"]
 24:  433| [47] [Kazami]
 25:  436| [45] ["That locket-- why do you have it!?"]
 26:  444| [47] [Watase]
 27:  447| [45] ["Oh, sorry. I found it a while back, but I forgot to return it to y--"]
 28:  484| [47] [Kazami]
 29:  487| [45] ["Please give it back!"]
 30:  516| [47] [Watase]
 31:  519| [45] ["Whoa!"]
 32:  524| [45] [Kazami snatched the locket away from Watase before he even had time to say anything.]
 33:  553| [47] [Kazami]
 34:  556| [45] ["You saw what was inside, didn't you...!?"]
 35:  564| [47] [Watase]
 36:  567| [45] ["Wh-what're you getting so angry for? Carrying around a photo of your boyfriend is no big deal..."]
 37:  599| [47] [Jun]
 38:  602| [45] ["Wait, a boyfriend!?"]
 39:  628| [47] [Ena]
 40:  631| [45] ["Intriguing. Could you show it to us?"]
 41:  659| [47] [Kazami]
 42:  662| [45] ["No. That's an absolute negative."]
 43:  688| [47] [Ena]
 44:  691| [45] ["Oh my, quite a stubborn one... though I didn't expect you to be so old-fashioned as to carry a locket around."]
 45:  717| [47] [Jun]
 46:  720| [45] ["That's 'cause she hasn't taken it off in years. It's Sis' trademark."]
