  0:   71| [55] [√Double Chapter 2]
  1:   83| [45] [--Natsuhiko grasped the gun tightly and stared at Watase.]
  2:   88| [45] [The man's words and demeanor held not an ounce of insincerity.]
  3:   93| [47] [Natsuhiko]
  4:   94| [45] [(He really is a good guy deep down... a little awkward, sure, but still good.)]
  5:   99| [45] [Natsuhiko found it highly unlikely that merely connecting with Watase's mind could've possibly produced such a noble character.]
  6:  104| [45] [Natsuhiko had always thought that Watase's rebirth from a deranged murderer to a completely different person after amnesia was only a temporary change.]
  7:  109| [45] [That Watase's true character was evil, through and through. But now--]
  8:  198| [47] [Natsuhiko]
  9:  199| [45] [(Could it the opposite...?)]
 10:  230| [47] [Natsuhiko]
 11:  231| [45] [(Could it be that Watase's true character is good, and it was the pre-amnesiac Watase that was the temporary one?)]
 12:  285| [47] [Natsuhiko]
 13:  286| [45] [(And for "some reason", Watase became vicious at the time...?)]
 14:  291| [45] [Now that he thought about that possibility, it explained a lot.]
 15:  305| [47] [Natsuhiko]
 16:  306| [45] [(No, wait. It's not just Watase...)]
 17:  398| [47] [Natsuhiko]
 18:  399| [45] [(Come to think of it, Jun, Ms. Tachibana, and Mr. Ukita's sudden abnormal shift in behavior all seem to resemble Watase's character transfiguration.)]
 19:  404| [47] [Natsuhiko]
 20:  405| [45] [(If some external cause is causing everyone to become vicious, then...)]
 21:  410| [47] [Natsuhiko]
 22:  411| [45] [(Doesn't that make Watase just another victim here!?)]
 23:  419| [45] [Natsuhiko had firmly believed "Original Watase = vicious terrorist", but now that presumption quickly became suspect.]
 24:  475| [45] [But if that weren't the case, then why did Watase have a gun?]
 25:  480| [45] [If he weren't a terrorist, then there was no way he'd bring a gun into the facility.]
 26:  530| [45] [Who was the true Watase, and how long had he been made vicious?]
 27:  535| [45] [What was his purpose in coming to the facility in the first place?]
 28:  551| [45] [--Natsuhiko had the feeling he'd find the answer to all of those questions within Watase's memories.]
 29:  577| [47] [Natsuhiko]
 30:  580| [45] ["... Understood, Captain Kasasagi. I'll restore your memory."]
 31:  606| [47] [Watase]
 32:  609| [45] ["... Can I count on you?"]
 33:  617| [47] [Natsuhiko]
 34:  620| [45] ["Yes. I'm the one who erased it, so I'll be the one to restore it."]
 35:  653| [45] [When those words left Natsuhiko's lips, Yuuri gasped and raised her voice.]
 36:  686| [47] [Yuuri]
 37:  689| [45] ["Wait, Hikorin! I'll do it!"]
 38:  697| [47] [Natsuhiko]
 39:  700| [45] ["You?"]
 40:  708| [47] [Yuuri]
 41:  711| [45] ["You've never done restoration of erased memories before, have you?"]
 42:  719| [47] [Natsuhiko]
 43:  722| [45] ["I do have some experiece with memory fabrication, though. I'll be able to manage."]
 44:  748| [47] [Yuuri]
 45:  751| [45] ["I'm not so sure. So I'll do it instead..."]
 46:  759| [47] [Natsuhiko]
 47:  762| [45] ["No, Yuuri. It's dangerous."]
 48:  767| [45] [Natsuhiko stubbornly resisted Yuuri's suggestion.]
 49:  831| [47] [Natsuhiko]
 50:  834| [45] ["... When I dove through Captain Kasasagi's memories before, I was exposed to an enormous 'malice' inside his mind."]
 51:  842| [47] [Natsuhiko]
 52:  845| [45] ["It was so intense, it felt like it could've corrupted my own mind as well..."]
 53:  853| [47] [Natsuhiko]
 54:  856| [45] ["I can't afford to expose you to that same malice."]
 55:  889| [47] [Yuuri]
 56:  892| [45] ["No way... but then you'll be the one in danger, Hikorin!"]
 57:  900| [47] [Natsuhiko]
 58:  903| [45] ["... No, it's okay, Yuuri. I think I'm more resistant to the malice than you are."]
 59:  908| [45] [Yuuri grew quiet for a moment, but she eventually made up her mind and spoke up.]
 60:  934| [47] [Yuuri]
 61:  937| [45] ["... Then at least allow me to explain the memory restoration process in detail."]
 62:  945| [47] [Yuuri]
 63:  948| [45] ["There are a lot of things I need to warn you about beforehand."]
 64:  956| [47] [Natsuhiko]
 65:  959| [45] ["Yeah, please do."]
 66:  964| [45] [Yuuri thus began her explanation.]
 67: 1028| [47] [Yuuri]
 68: 1031| [45] ["First, when you enter Captain Kasasagi's brain, I believe you'll see countless fragments of memories floating around."]
 69: 1039| [47] [Yuuri]
 70: 1042| [45] ["Those fragments are the visualization of the 'information' that fills the human brain."]
 71: 1047| [45] [Natsuhiko had guessed as much.]
 72: 1052| [45] [Yuuri continued once Natsuhiko nodded to indicate his comprehension.]
 73: 1060| [47] [Yuuri]
 74: 1063| [45] ["It normally takes a considerable amount of practice to reach the visualization stage... but it seems that you've already reached it."]
 75: 1125| [47] [Natsuhiko]
 76: 1128| [45] ["Yeah. When I entered your brain and Mashiro's, I was able to visualize the information."]
 77: 1136| [47] [Yuuri]
 78: 1139| [45] ["You were, weren't you?"]
 79: 1147| [47] [Yuuri]
 80: 1150| [45] ["So, all of the memories Captain Kasasagi originally had should be found within the visualized brain."]
 81: 1158| [47] [Yuuri]
 82: 1161| [45] ["The memories you deleted may be fragmented and unrecallable, but they should still be there somewhere."]
 83: 1169| [47] [Natsuhiko]
 84: 1172| [45] ["Now that you mention it, Mom also said something like that in one of your memories..."]
 85: 1205| [47] [Yuuri]
 86: 1208| [45] ["But with each memory you see, Captain Kasasagi will remember it too at the same time."]
 87: 1234| [47] [Yuuri]
 88: 1237| [45] ["So if you want to restore his memory to how it was--"]
 89: 1245| [47] [Yuuri]
 90: 1248| [45] ["You have to perform 'memory access' for 'all of the memories you erased'."]
 91: 1256| [47] [Natsuhiko]
 92: 1259| [45] ["Memory access?"]
 93: 1267| [47] [Yuuri]
 94: 1270| [45] ["You take all of the target's memories and focus hard on which subject matter of memories you want to 'see'."]
 95: 1278| [47] [Yuuri]
 96: 1281| [45] ["Do that and you'll recompose the fragmented memories and return them back to normal."]
 97: 1307| [47] [Yuuri]
 98: 1310| [45] ["... I know it might sound difficult, but all you really need to do is try to 'remember' the memories you want to see in the same simple way you would try to remember your own memories."]
 99: 1318| [47] [Yuuri]
100: 1321| [45] ["Incidentally, when you saw my memories and Mashiron's, you were performing memory access."]
101: 1329| [47] [Natsuhiko]
102: 1332| [45] ["Huh, was I?"]
103: 1387| [47] [Yuuri]
104: 1390| [45] ["With Mashiron, you were accessing the memories that pertained to the criterion of 'why she lied to you'."]
105: 1443| [47] [Yuuri]
106: 1446| [45] ["With me, the criteria were probably 'what happened nine years ago' and 'what have I been doing ever since then'."]
107: 1454| [47] [Natsuhiko]
108: 1457| [45] ["I see... so that's what it was."]
109: 1465| [47] [Natsuhiko]
110: 1468| [45] ["So in other words, what I'm doing is borrowing Captain Kasasagi's brain and getting him to 'remember' his memories himself, huh?"]
111: 1501| [47] [Yuuri]
112: 1504| [45] ["Exactly. And that's because you're using Senses Sympathy to connect your brains."]
113: 1509| [45] [--Which meant that to restore Watase's memories to normal--]
114: 1514| [45] [Natsuhiko just had to do the opposite of what he did when he erased those memories.]
115: 1519| [45] [He had performed memory erasure with the criterion of "all the memories composing Watase's personality".]
