  0:   49| [55] [√Double Chapter7]
  1:   60| [45] [――『ぼく』は、悠里たちと一緒に――]
  2:   65| [45] [鹿鳴公園に向かっていた。]
  3:  104| [85] [　%N　%N　%N　%N　%N]
  4:  108| [47] [【――天川夏彦の今――】]
  5:  190| [45] [ぼくらはここしばらく、マスコミなどの目を逃れるため、隠遁生活を送っていた。]
  6:  195| [45] [しかし世の混乱が収まったのを機に、久々に鹿鳴市に帰ってきていたのだ。]
  7:  200| [45] [それに、今日はあの子の一周忌だ。]
  8:  205| [45] [墓参りに行こうという目的もあった。]
  9:  231| [47] [悠里]
 10:  234| [45] [「うーん、いい天気だね～……」]
 11:  239| [45] [悠里がうっとりと、目を細める。]
 12:  244| [45] [ましろとサリュと母さんがそれに答えた。]
 13:  270| [47] [ましろ]
 14:  273| [45] [「平和だねぇ、１年前の出来事が嘘みたいだね～」]
 15:  299| [47] [サリュ]
 16:  302| [45] [「同意……ここしばらく平和すぎて、退屈だけど」]
 17:  328| [47] [美夜子]
 18:  331| [45] [「タフね、優衣。元気が余ってるなら、私の仕事を手伝って欲しいくらいだわ」]
 19:  357| [47] [美夜子]
 20:  360| [45] [「超科局との折衝や各方面とのやりとりで、またしても３日完徹なのよ」]
 21:  386| [47] [美夜子]
 22:  389| [45] [「さすがに疲れてきたわ、私もそろそろ年だし……」]
 23:  397| [47] [夏彦]
 24:  400| [45] [「ごめんよ母さん……これからはぼくらも総出で手伝うから」]
 25:  426| [47] [サリュ]
 26:  429| [45] [「無論」]
 27:  455| [47] [ましろ]
 28:  458| [45] [「私も料理とかやりますよ～」]
 29:  484| [47] [悠里]
 30:  487| [45] [「わ、わたしも何か頑張ります！」]
 31:  513| [47] [美夜子]
 32:  516| [45] [「あら、冗談よ。子供は学校行きなさい」]
 33:  542| [47] [美夜子]
 34:  545| [45] [「あなたたちを、そういう当たり前の生活ができるようにするため、私は頑張ってるんだから」]
 35:  553| [47] [夏彦]
 36:  556| [45] [「……そうか」]
 37:  561| [45] [つくづく偉大な母だと思う。]
 38:  566| [45] [これほどまでに愛情深く、有能で、強く気高い人の息子である事は、正直言って誇らしい。]
 39:  571| [45] [――だけどいつまでも甘えてちゃ駄目だ。]
 40:  585| [47] [夏彦]
 41:  588| [45] [《悠里、ましろ、サリュ。母さんが駄目だって言っても手伝おうな》]
 42:  678| [85] [《もちろん！》]
 43:  679| [86] [悠里]
 44:  680| [86] [《もちろん！》]
 45:  695| [85] [《あったぼうよ》]
 46:  696| [86] [ましろ]
 47:  697| [86] [《あったぼうよ》]
 48:  746| [47] [サリュ]
 49:  749| [45] [「ん」]
 50:  754| [45] [そう言ってぼくらは、笑みを交わした。]
 51:  806| [45] [やがて公園についた。]
 52:  811| [45] [鹿鳴霊園に続く遊歩道を歩きながら、悠里が呟く。]
 53:  839| [47] [悠里]
 54:  842| [45] [「それにしても、懐かしいね……」]
 55:  850| [47] [夏彦]
 56:  853| [45] [「そうか……１０年ぶりになるんだな、悠里がここを歩くのは」]
 57:  879| [47] [悠里]
 58:  882| [45] [「うん」]
 59:  908| [47] [悠里]
 60:  911| [45] [「ねぇ、覚えてるひこりん？　１年前、ラボの中で再会した時、わたしが言った事」]
 61:  919| [47] [夏彦]
 62:  922| [45] [「覚えてるよ。『いつかみんなで、この公園を一緒に歩きたい』って」]
 63:  948| [47] [悠里]
 64:  951| [45] [「うん……願いが叶って、ホントに良かった……」]
 65:  956| [45] [目を潤ませる悠里に、ましろたちが微笑む。]
 66:  982| [47] [ましろ]
 67:  985| [45] [「……これからはいくらでも歩けるよ、悠里」]
 68: 1011| [47] [サリュ]
 69: 1014| [45] [「そう、散歩なら何度でも付き合う」]
 70: 1022| [47] [夏彦]
 71: 1025| [45] [「……だな」]
 72: 1030| [45] [ぼくもその言葉にうなずいた。]
 73: 1035| [45] [――３人ともこの街に戻って来られた事を嬉しく思っているようだ。]
 74: 1189| [45] [この街では辛い事も起きたけど、懐かしい想い出もたくさんある。]
 75: 1194| [45] [ましろが愛し、サリュが居場所を見つけ、そして悠里が自由に歩く事を望んだこの街。]
 76: 1199| [45] [ぼくらは生きて、ここに帰って来る事ができた。]
 77: 1204| [45] [自分の意思で、行く場所を決められる。それは当たり前の事かも知れないけど――]
 78: 1209| [45] [やっぱり幸せだった。]
 79: 1251| [47] [夏彦]
 80: 1254| [45] [「……なぁ、皆」]
 81: 1280| [47] [悠里]
 82: 1283| [45] [「なぁに？」]
 83: 1291| [47] [夏彦]
 84: 1294| [45] [「ぼくら、生きてるんだな」]
 85: 1302| [47] [夏彦]
 86: 1305| [45] [「自由を自分たちの手で、勝ち取る事ができたんだな」]
 87: 1332| [47] [サリュ]
 88: 1335| [45] [「ん。そうしみじみ言われると、感慨深いけど」]
 89: 1368| [47] [美夜子]
 90: 1371| [45] [「……そうね。本当にみんなよく生還してくれたわ……」]
