  0:   65| [55] [√After Chapter3]
  1:   69| [45] [洵の表情と声は張り詰めていた。怯えを覆い隠すかのように。]
  2:   74| [47] [渡瀬]
  3:   75| [45] [（そうだよな……守部だって、怖いに決まってるよな）]
  4:   80| [45] [『８６５０ｍＳｖ』――小１時間も被曝すれば、確実に死亡する放射線量。]
  5:   85| [45] [この数値を見て怯えない者などいるわけがない。]
  6:   90| [45] [なのに洵は、それを抑えていた。]
  7:   95| [47] [渡瀬]
  8:   96| [45] [（この小さな体のどこから、それほどの勇気が湧いてくるんだ……！）]
  9:  101| [45] [渡瀬は密かに敬服しつつ、洵に言う。]
 10:  109| [47] [渡瀬]
 11:  112| [45] [「……確かにそうすべきだな。汚染区域に入るなら、２人じゃなきゃダメだ」]
 12:  120| [47] [洵]
 13:  123| [45] [「そうだよ、その方が早く回れるから――」]
 14:  131| [47] [渡瀬]
 15:  134| [45] [「違う、倒れちまったときのためだ」]
 16:  195| [47] [洵]
 17:  198| [45] [「っ！！」]
 18:  206| [47] [渡瀬]
 19:  209| [45] [「１度起きた事が、２度ないとは限らない。さっきは無事だったお前が、今度は倒れないとも限らない」]
 20:  217| [47] [渡瀬]
 21:  220| [45] [「だから２人で行くんだよ。どっちかが倒れたら、もう片方がそいつを背負うのさ」]
 22:  246| [47] [洵]
 23:  249| [45] [「命を、預けあうっての？」]
 24:  257| [47] [渡瀬]
 25:  260| [45] [「ああ、そういう事だ」]
 26:  286| [47] [洵]
 27:  289| [45] [「……いいね、そういうの」]
 28:  294| [45] [洵の張り詰めた表情が、ゆっくりと変化する。]
 29:  299| [45] [ひりつくような笑みが、彼女の頬に浮かんでいた。]
 30:  307| [47] [洵]
 31:  310| [45] [「知ってる隊長？　そういう関係を『バディ』って言うんだよ」]
 32:  318| [47] [渡瀬]
 33:  321| [45] [「バディ？」]
 34:  329| [47] [洵]
 35:  332| [45] [「『相棒』っていう意味さ」]
 36:  358| [47] [洵]
 37:  361| [45] [「レスキューの現場じゃ、バディ同士の信頼関係が何よりも大事なんだ」]
 38:  369| [47] [洵]
 39:  372| [45] [「普段はあたしと副隊長がバディなんだけど――今日はどちらかと言えば、隊長があたしの相棒だもんね」]
 40:  380| [47] [渡瀬]
 41:  383| [45] [「相棒か……悪くないな」]
 42:  388| [45] [渡瀬はその言葉に笑みを返す。]
 43:  393| [45] [恐らく洵と同じ微笑が、自分の頬にも浮かんでいるだろう。]
 44:  398| [45] [渡瀬と洵は無言で手を差し出し合い、がっしりと握手した。]
 45:  406| [47] [渡瀬]
 46:  409| [45] [「……いいか守部。捜索時間は３分だ」]
 47:  417| [47] [渡瀬]
 48:  420| [45] [「時間が過ぎたら、捜索途中でもここに戻ってこよう」]
 49:  446| [47] [洵]
 50:  449| [45] [「うん、そのくらいが妥当だね。２人とも倒れちゃったら元も子もないし」]
 51:  457| [47] [渡瀬]
 52:  460| [45] [「それとこの事は、橘には秘密だ」]
 53:  486| [47] [洵]
 54:  489| [45] [「もちろんわかってるさ！　余計な心配させたくないしね！」]
 55:  494| [45] [渡瀬たちは腕時計のタイマーを３分にセットし、それからゲートに向き直る。]
 56:  502| [47] [渡瀬]
 57:  505| [45] [「よし、行くか相棒！」]
 58:  531| [47] [洵]
 59:  534| [45] [「おう！」]
 60:  582| [45] [２人は勇壮に声を上げ、そして汚染区域に飛び込んだ。]
