  0:   45| [55] [√Before Chapter 8]
  1:   75| [47] [Natsuhiko]
  2:   78| [45] ["!!"]
  3:   83| [45] [He looked back to see the man standing by the entrance of the small room.]
  4:   88| [45] [The man glared at Natsuhiko with his gun at his waist.]
  5:   93| [45] [Natsuhiko immediately focused and sent a full-force wave of telepathy with all of his willpower.]
  6:  158| [47] [Natsuhiko]
  7:  161| [45] [{STOP!!!!!!}]
  8:  166| [45] [--But the man didn't falter one bit.]
  9:  174| [47] [Natsuhiko]
 10:  177| [45] ["!?"]
 11:  242| [47] [Natsuhiko]
 12:  245| [45] [{Don't move!!!!!!}]
 13:  250| [45] [He tried one more time, but the man showed no hint of any change.]
 14:  255| [47] [Natsuhiko]
 15:  256| [45] [(It's not working! Is he withstanding it!?)]
 16:  282| [47] [Man]
 17:  285| [45] ["... Telepathy, eh? You caught me off guard back there, but it's not going to work again."]
 18:  393| [45] [And with that, the man leapt at Natsuhiko.]
 19:  401| [47] [Natsuhiko]
 20:  404| [45] ["Aghh!!"]
 21:  493| [45] [The man grabbed him by the neck and pulled him in with frightening strength.]
 22:  498| [45] [His fierce glare pierced Natsuhiko like a sword.]
 23:  506| [47] [Man]
 24:  509| [45] ["What happened to the girl?"]
 25:  517| [47] [Natsuhiko]
 26:  520| [45] ["... Who gives a damn?"]
 27:  525| [45] [The moment he answered that,]
 28:  608| [47] [Natsuhiko]
 29:  611| [45] ["!!"]
 30:  616| [45] [the man's fist sank into Natsuhiko's gut.]
 31:  624| [47] [Natsuhiko]
 32:  627| [45] ["Gah... hah..."]
 33:  632| [45] [It felt as if his stomach had ruptured. He couldn't breathe.]
 34:  654| [45] [The man quietly scanned the room and took notice of the broken control panel.]
 35:  681| [47] [Man]
 36:  684| [45] ["Tch... clever kid!"]
 37:  763| [45] [The man clicked his tongue and beat Natsuhiko in the face.]
 38:  771| [47] [Natsuhiko]
 39:  774| [45] ["...!!!"]
 40:  779| [45] [Lights flashed before Natsuhiko's eyes and for a moment, his consciousness threatened to cut out.]
 41:  784| [45] [He heard the man's voice through the ringing in his ears.]
 42:  811| [47] [Man]
 43:  814| [45] ["You damn Communicators really rub me the wrong way...!"]
 44:  822| [47] [Man]
 45:  825| [45] ["So even a pack of monsters like you can value your friends, huh?"]
 46:  833| [47] [Man]
 47:  836| [45] ["I didn't know you monsters even had it in you."]
 48:  841| [45] [The man's voice was full of pitch black hate.]
 49:  846| [45] [Ena's words played back in Natsuhiko's ear.]
 50:  935| [45] ["What supports Q's belief is a hatred of the unknown."]
 51:  940| [45] ["The mere thought that 'they're not like us' is enough to incite them to hate others, ostracize them, and injure them. Their mentality is abnormal...!"]
 52: 1017| [45] [He felt like he'd caught a glimpse of that mentality now.]
 53: 1022| [45] [--So Natsuhiko stood up to fight against that hatred.]
 54: 1030| [47] [Natsuhiko]
 55: 1033| [45] ["O-of course we do...!"]
 56: 1041| [47] [Natsuhiko]
 57: 1044| [45] ["I don't know why you hate us so much! Communicators are people too!"]
 58: 1052| [47] [Natsuhiko]
 59: 1055| [45] ["But we don't hate ordinary people without reason!"]
 60: 1063| [47] [Natsuhiko]
 61: 1066| [45] ["We don't set towns on fire. We don't set bombs. And we don't shoot people indiscriminately, either!"]
 62: 1074| [47] [Natsuhiko]
