  0:   45| [55] [√Before Chapter6]
  1:   67| [45] [――やがて現場に、タクシーが着いた。]
  2:   72| [45] [そして車を降りるなり、夏彦たちは愕然とした。]
  3:  118| [47] [夏彦]
  4:  121| [45] [「ここは！」]
  5:  126| [45] [そこは昨日から、Ｑに狙われていると目されていた施設、超心研だった。]
  6:  131| [45] [爆発でも起きたのだろうか。周囲にガラスが飛び散り、建物が壊れている。]
  7:  136| [45] [洵たちはすでに中に入り、人命救助や消火活動を行っているようだ。]
  8:  184| [47] [夏彦]
  9:  187| [45] [「やっぱり、ここが狙われてたのか……！」]
 10:  213| [47] [ましろ]
 11:  216| [45] [「いよいよ、テロリストが行動を始めたんだよ！」]
 12:  221| [45] [夏彦はうなずき、あたりを見回した。]
 13:  226| [45] [建物の周囲には、野次馬が詰め掛けている。]
 14:  231| [45] [施設の中から逃げてきた職員はもちろん、警察官や保安課らしき人の姿もあったが――]
 15:  296| [47] [サリュ]
 16:  299| [45] [「この中に、犯人がいるかもしれない……」]
 17:  307| [47] [夏彦]
 18:  310| [45] [「あぁ、犯人は現場に現れるっていうからな」]
 19:  315| [45] [それがどの程度信憑性があるかはわからなかったが、それにかけるしかない。]
 20:  320| [45] [だがなんの手がかりもないのに、それを見つける事は困難だった。]
 21:  328| [47] [夏彦]
 22:  331| [45] [「ましろ。この中から、２日前にバスで会った男を捜せるか？」]
 23:  357| [47] [ましろ]
 24:  360| [45] [「ん～……この人だかりじゃ、普通に考えれば難しいね。サングラスしてないかもだし」]
 25:  386| [47] [ましろ]
 26:  389| [45] [「……ただ、普通じゃない方法なら探せるかもよ？」]
 27:  397| [47] [夏彦]
 28:  400| [45] [「ん？　どういう意味だ？」]
 29:  444| [47] [ましろ]
 30:  447| [45] [「テレパシーには、こんな使い方もあるって事」]
 31:  452| [45] [ましろは不敵に笑い、コメカミに指を当てた。]
 32:  478| [47] [ましろ]
 33:  481| [45] [「犯人はコミュニケーターを憎んでいる……だったら、この方法が効くはず」]
 34:  489| [47] [ましろ]
 35:  492| [45] [「今、野次馬全員に『無差別』のテレパシーを送るから、挙動がおかしい人がいないか見てて」]
 36:  500| [47] [夏彦]
 37:  503| [45] [「わ、わかった！」]
 38:  529| [47] [サリュ]
 39:  532| [45] [「了解」]
 40:  558| [47] [ましろ]
 41:  561| [45] [「口汚くわめくけど、驚かないでね……それじゃいくよ！」]
 42:  614| [45] [ましろがそう言って目を瞑ると――]
 43:  672| [85] [《おい爆弾魔！　気づかないのかこのマヌケ！》]
 44:  673| [86] [ましろ]
 45:  674| [86] [《おい爆弾魔！　気づかないのかこのマヌケ！》]
 46:  692| [85] [《後ろに憎っくきコミュニケーターが立ってるのに、]
 47:  694| [85] [のんきに火事場見物かよ！？》]
 48:  695| [86] [ましろ]
 49:  696| [86] [《後ろに憎っくきコミュニケーターが立ってるのに、のんきに火事場見物かよ！？》]
 50:  730| [45] [割れんばかりのテレパシーが、頭の中で響いた。]
 51:  735| [45] [同時にその場にいた野次馬全員が、身をすくませた。]
 52:  765| [47] [夏彦]
 53:  766| [45] [（挙動のおかしいヤツはいるか！？）]
 54:  771| [45] [夏彦たちは野次馬の様子に目を走らせる。]
 55:  776| [45] [戸惑う者、あたりを見回す者、さまざまな反応が散見されたが――]
 56:  827| [47] [夏彦]
 57:  828| [45] [（っ！）]
 58:  833| [45] [１人だけ、異質な驚き方をしていた者がいた。]
 59:  838| [45] [ましろのテレパシーが響くと同時に、はっとして背後を振り返ったのだ。]
 60:  843| [47] [夏彦]
 61:  844| [45] [（え……！？）]
 62:  849| [45] [その男に、夏彦たちは見覚えがあった。]
 63:  854| [45] [いかめしい顔と大きな体格、そしてあの制服――]
 64:  904| [47] [夏彦]
 65:  907| [45] [「ましろ、サリュ、あいつだ！」]
 66:  912| [45] [夏彦が指差した先を見て、ましろたちが表情を強張らせた。]
 67:  953| [47] [サリュ]
 68:  956| [45] [「！？」]
 69:  964| [47] [ましろ]
 70:  967| [45] [「あの人って……！」]
 71: 1039| [45] [――それは昨日、超心研に侵入した時、夏彦たちが出会った警備員だった。]
 72: 1044| [45] [先ほど聞いた恵那の言葉が、耳に蘇る。]
 73: 1123| [47] [恵那]
 74: 1126| [45] [「実行犯には、ターゲットとなる建物などの関係者が選ばれる事も多い」]
 75: 1134| [47] [恵那]
 76: 1137| [45] [「内通者の存在が、彼らのテロの成功率を上げているの」]
 77: 1243| [45] [内通者――その言葉が、昨日から感じていた様々な違和感の答えとなった。]
 78: 1248| [45] [あの警備員が夏彦たちに、過剰なまでに反応していた事も。]
 79: 1253| [45] [保安課に虚偽の通報をした理由も。]
 80: 1258| [47] [夏彦]
 81: 1259| [45] [（全部あいつが犯人だったからなんだ！）]
 82: 1264| [45] [それに気づいた時、野次馬たちのざわめきが聞こえた。]
 83: 1269| [47] [野次馬１]
 84: 1272| [45] [「なんだ今のテレパシー……」]
 85: 1277| [47] [野次馬２]
 86: 1280| [45] [「あぁ、爆弾魔がどうとか言ってたな……」]
 87: 1285| [45] [そこにさらに、ましろのテレパシーが響く。]
 88: 1363| [85] [《警官・保安課の皆さーん！]
 89: 1365| [85] [　爆弾魔はそこにいる、警備員風の男ですよー！》]
 90: 1366| [86] [ましろ]
 91: 1367| [86] [《警官・保安課の皆さーん！　爆弾魔はそこにいる、警備員風の男ですよー！》]
 92: 1382| [85] [《そいつすっごい危険人物ですから、]
 93: 1384| [85] [野次馬の方々は気をつけて下さいねー！》]
 94: 1385| [86] [ましろ]
 95: 1386| [86] [《そいつすっごい危険人物ですから、野次馬の方々は気をつけて下さいねー！》]
 96: 1420| [45] [それでさらにざわめきが大きくなる。]
 97: 1425| [45] [件の警備員は、居心地悪そうに野次馬の群れを抜けようとしていた。]
 98: 1433| [47] [夏彦]
 99: 1436| [45] [「サリュ……」]
100: 1462| [47] [サリュ]
101: 1465| [45] [「わかってる。次は私が動く番」]
102: 1479| [45] [サリュはそう言って、人ごみに紛れて警備員に駆け寄った。]
103: 1487| [47] [夏彦]
104: 1490| [45] [「ましろは危ないから来るなよ！」]
105: 1495| [45] [夏彦はましろにそう言い置いて、サリュを追う。]
106: 1568| [45] [そして警備員が、人ごみを抜けた時――]
107: 1617| [47] [サリュ]
108: 1620| [45] [「ふんッ！」]
109: 1676| [45] [サリュは気合一閃、警備員に飛び掛り、路地裏に引きずり込んだ。]
110: 1753| [47] [警備員]
111: 1756| [45] [「お、お前らは……ぐぁッ！」]
112: 1761| [45] [喋りかけた警備員の膝を、サリュの横蹴りが打ち抜く。]
113: 1881| [47] [警備員]
114: 1884| [45] [「く、くそっ！！」]
115: 1889| [45] [警備員がとっさに腰から、特殊警棒を抜き出したが――]
116: 1907| [47] [サリュ]
117: 1910| [45] [「シッ！！」]
118: 1980| [47] [警備員]
119: 1983| [45] [「ぎゃっ！！」]
120: 1988| [45] [構えた時には、サリュの前蹴りが警備員の手首を打っていた。]
121: 1993| [45] [特殊警棒が地面に転がる。だがサリュは止まらない。]
122: 1998| [45] [さらに後ろ回し蹴りが美しい弧を描き、警備員の首筋を捉える。]
123: 2068| [47] [警備員]
124: 2071| [45] [「ぐ、っ……ッ」]
125: 2137| [45] [警備員はくぐもったうめき声を上げ、地面に崩れ落ちた。]
126: 2142| [47] [警備員]
127: 2145| [45] [「く、あ、あっ……！」]
128: 2150| [45] [男は立ち上がろうともがいた。だが膝が笑って立てないようだ。]
129: 2176| [47] [サリュ]
130: 2179| [45] [「抵抗は止めるべき。あなたに勝ち目はない」]
131: 2207| [47] [夏彦]
132: 2210| [45] [「よせ、サリュ！　あまりやりすぎるな！」]
133: 2215| [45] [夏彦は大事をとり、サリュのそばに駆け寄った。]
134: 2248| [45] [一応サリュを庇うように立ち、警備員に尋ねる。]
135: 2256| [47] [夏彦]
136: 2259| [45] [「……お前、Ｑだな？」]
137: 2264| [47] [警備員]
138: 2267| [45] [「……っ」]
139: 2272| [45] [警備員は答えなかった。だが表情がわずかに動いた気がした。]
140: 2277| [47] [夏彦]
141: 2278| [45] [（――間違いない、こいつがテロリストだ！）]
142: 2283| [45] [夏彦は確信を持って、言葉を重ねる。]
143: 2291| [47] [夏彦]
144: 2294| [45] [「あんたのせいで、ぼくらは保安課に追われる身になっちまった」]
145: 2302| [47] [夏彦]
146: 2305| [45] [「ぼくらの身の潔白を証明するためにも、保安課に引き渡して、あらいざらい喋ってもらうからな」]
147: 2310| [45] [警備員の表情が歪んでいく。]
148: 2315| [45] [ふらつく脚で、よろよろと立ち上がる。]
149: 2320| [47] [夏彦]
150: 2321| [45] [（そんな態で逃げようったって無駄だ、周りは保安課員だらけだ）]
151: 2326| [45] [――そう思った時、ましろの声が路地裏に響いた。]
152: 2359| [47] [ましろ]
153: 2362| [45] [「そ、そうだよ！　あんたたちの悪事はここまでだからね！」]
154: 2370| [47] [夏彦]
155: 2373| [45] [「ッ！　バカましろ来るなって言っただろ！」]
156: 2378| [45] [振り返ってましろに叫ぶ――それが一瞬の隙を生んだ。]
157: 2383| [47] [警備員]
158: 2386| [45] [「っ！！」]
159: 2391| [45] [警備員が懐から、小さなナイフを取り出した。]
160: 2424| [47] [サリュ]
161: 2427| [45] [「夏彦危ない！」]
162: 2432| [45] [サリュの声が響き、夏彦が息を呑む。]
163: 2437| [45] [そして警備員は意を決したように――]
164: 2442| [47] [警備員]
165: 2445| [45] [「うおおおおっ！！」]
166: 2500| [45] [そのナイフを、自分の腹に、突き立てた。]
167: 2599| [47] [夏彦]
168: 2602| [45] [「――……え」]
169: 2607| [45] [夏彦は目を疑った。]
170: 2612| [45] [男の腹から飛んだ血飛沫が、サリュの顔にかかる。]
171: 2620| [47] [サリュ]
