  0:   94| [55] [√Before Chapter 6]
  1:  115| [47] [Natsuhiko]
  2:  118| [45] ["Mmm..."]
  3:  123| [45] [Natsuhiko woke up.]
  4:  128| [45] [His vision and consciousness were still blurry.]
  5:  138| [47] [Natsuhiko]
  6:  139| [45] [(Huh, where am I...?)]
  7:  190| [45] [His unfamiliar surroundings had him on the verge of a confused panic, but--]
  8:  199| [47] [Natsuhiko]
  9:  200| [45] [(That's right. Last night I called Yuuri on the phone and then I returned to the karaoke box...)]
 10:  205| [47] [Natsuhiko]
 11:  206| [45] [(Guess I passed out from exhaustion right after that...)]
 12:  348| [45] [After a moment, his thoughts managed to clear themselves again.]
 13:  353| [47] [Natsuhiko]
 14:  354| [45] [(How are the other two...?)]
 15:  377| [45] [Natsuhiko turned his head to look for Mashiro--]
 16:  465| [47] [Natsuhiko]
 17:  466| [45] ["!"]
 18:  471| [45] [--only to find her face right beside him.]
 19:  476| [47] [Natsuhiko]
 20:  477| [45] [(She's too close! And she looks way too defenseless!)]
 21:  482| [45] [He only barely kept himself from shouting in surprise.]
 22:  487| [45] [Just afterward, Mashiro opened her eyes ever so slightly--]
 23:  540| [47] [Mashiro]
 24:  543| [45] ["... Mmm."]
 25:  558| [47] [Natsuhiko]
 26:  561| [45] ["!?"]
 27:  566| [45] [Her eyes were fixing on Natsuhiko in an enraptured gaze.]
 28:  578| [47] [Natsuhiko]
 29:  579| [45] ["..."]
 30:  584| [45] [The sight of her awakening was so enthralling, it left him speechless.]
 31:  589| [45] [It was a side of his childhood friend that he had never seen before.]
 32:  594| [45] [But after only a moment had passed--]
 33:  642| [47] [Mashiro]
 34:  645| [45] ["... Huh... AGH!? N-Natsuhiko!?"]
 35:  650| [45] [--she returned to the usual Mashiro.]
 36:  707| [47] [Natsuhiko]
 37:  710| [45] ["Ah, I-I'm sorry!"]
 38:  715| [45] [Natsuhiko jumped away reflexively--]
 39:  729| [45] [He stood up as he looked around the room--]
 40:  755| [45] [--and suddenly felt himself step on something soft.]
 41:  769| [47] [Natsuhiko]
 42:  772| [45] ["Ah..."]
 43:  777| [45] [Looking down, he found Salyu sleeping on the floor. He had accidentally stepped on her.]
 44:  782| [45] [She seemed to be sleeping peacefully, but--]
 45:  825| [47] [Salyu]
 46:  828| [45] ["!"]
 47:  833| [45] [--not a moment later, Salyu grabbed his foot,]
 48:  944| [47] [Salyu]
 49:  947| [45] ["Shah!!"]
 50:  975| [45] [and flung him away in a flash.]
 51:  991| [47] [Natsuhiko]
 52:  994| [45] ["Uwaaah!"]
 53:  999| [45] [Natsuhiko's world turned upside down as he toppled onto the floor.]
 54: 1046| [47] [Natsuhiko]
 55: 1049| [45] ["Ow ow ow..."]
 56: 1075| [47] [Salyu]
 57: 1078| [45] ["Ah... Natsuhiko."]
 58: 1083| [45] [As part of her reactive throwing motion, Salyu had risen to her feet.]
 59: 1115| [45] [Mashiro woke up at the sound of the commotion.]
 60: 1123| [47] [Mashiro]
 61: 1126| [45] ["Mm... what's the ruckus so early in the morning...?"]
 62: 1152| [47] [Salyu]
 63: 1155| [45] ["I thought Natsuhiko was going to attack me in my sleep, so I unleashed a 'Sannomiya Screw' leg whip on him by reflex."]
 64: 1161| [45] [She appeared to have come back to her senses as she lent him her hand.]
 65: 1187| [47] [Salyu]
 66: 1190| [45] ["I'm sorry. I thought you were going to attack me in my sleep, so I unleashed a 'Sannomiya Screw' leg whip on you by reflex."]
 67: 1198| [47] [Natsuhiko]
 68: 1201| [45] ["A Sannomiya Screw...?"]
 69: 1206| [45] [Natsuhiko groaned as he got up. His knees and back ached.]
 70: 1211| [47] [Natsuhiko]
 71: 1212| [45] [(So she can use more than just aikido...?)]
 72: 1217| [45] [That was not an aikido technique no matter how he looked at it.]
 73: 1249| [45] [Mashiro rubbed her half-asleep eyes as she asked about it too.]
 74: 1275| [47] [Mashiro]
 75: 1278| [45] ["Is that a Salyu-original special move?"]
 76: 1305| [47] [Salyu]
 77: 1308| [45] ["Yes. It's a technique from the composite system of martial arts I created by mixing several styles of hand-to-hand combat-- 'Sannomiya Style Savate'."]
 78: 1316| [47] [Salyu]
 79: 1319| [45] ["Other techniques include the 'Sannomiya Sleeper', the 'Sannomiya Rocket', and the 'Sannomiya Suplex'."]
 80: 1327| [47] [Natsuhiko]
 81: 1330| [45] ["... I see."]
 82: 1356| [47] [Mashiro]
 83: 1359| [45] ["Those don't sound like savate techniques to me. And I get the feeling I've heard those names somewhere before."]
 84: 1415| [47] [Salyu]
 85: 1418| [45] ["Forget about the techniques. What time is it?"]
 86: 1423| [45] [Natsuhiko checked his watch.]
 87: 1437| [47] [Natsuhiko]
 88: 1440| [45] ["Umm... 7:12 AM, I guess?"]
 89: 1445| [45] [It was relatively early for a Sunday morning. But they had business to take care of today.]
 90: 1450| [45] [Natsuhiko took a deep breath before speaking.]
 91: 1458| [47] [Natsuhiko]
 92: 1461| [45] ["Now then... today we'll begin a full-blown search for the terrorists."]
 93: 1505| [47] [Mashiro]
 94: 1508| [45] ["Awrighty, I'm ready to go when you are!"]
 95: 1534| [47] [Salyu]
 96: 1537| [45] ["We shouldn't overstay our visit here. We should set our sights and move."]
 97: 1545| [47] [Natsuhiko]
 98: 1548| [45] ["Okay, so let's think then. What exactly is it that we should do?"]
 99: 1574| [47] [Salyu]
100: 1577| [45] ["That should be obvious. Our end goal is 'to stop the terrorist plot'. And to do that, we should 'clear our names with the security department' if possible."]
101: 1585| [47] [Salyu]
102: 1588| [45] ["To clear our names with the security department, I believe we need to find that security guard and make him admit to falsifying his report."]
103: 1596| [47] [Natsuhiko]
104: 1599| [45] ["I see, that does sound logical..."]
105: 1604| [45] [After Natsuhiko nodded in consent, Mashiro was next to speak.]
106: 1648| [47] [Mashiro]
107: 1651| [45] ["Ah, I've got a suggestion too!"]
108: 1659| [47] [Natsuhiko]
109: 1662| [45] ["What's up, Mashiro?"]
110: 1688| [47] [Mashiro]
