  0:   66| [55] [√After Chapter 6]
  1:   77| [47] [Watase]
  2:   80| [45] ["T-Teach!"]
  3:   85| [45] [Watase tried to follow her right away--]
  4:   90| [45] [Only to be stopped by the image of Ukita and Jun's faces, full of hostility towards him, flashing through his mind.]
  5:  247| [47] [Watase]
  6:  248| [45] [(Khh... dammit, she's right! If I go out there, all I'll do is rile them up...!)]
  7:  253| [45] [Watase decided to give up on following Ena after he thought that.]
  8:  258| [45] [However, anxiety welled up in his chest.]
  9:  263| [47] [Watase]
 10:  264| [45] [(But... will Teach really be able to persuade them all by herself?)]
 11:  269| [47] [Watase]
 12:  270| [45] [(What if they doubt her because she defended me back at the surveillance room?)]
 13:  275| [45] [But it was too late now.]
 14:  280| [47] [Watase]
 15:  281| [45] [(Teach... please get through to them...!)]
 16:  286| [45] [Watase waited for Ena to return, desperately praying for her success--]
 17:  351| [45] [--Yet as time passed, there was no sign of her.]
 18:  400| [47] [Watase]
 19:  401| [45] [(... She's late...)]
 20:  406| [47] [Watase]
 21:  407| [45] [(What's up with Teach...? She said she'd be right back...!)]
 22:  412| [47] [Watase]
 23:  413| [45] [(--Could something have happened to her!?)]
 24:  418| [47] [Watase]
 25:  419| [45] [(Don't tell me she failed to persuade them and then got...!?)]
 26:  424| [45] [That thought ignited the anxiety that had been smoldering inside of him up until now.]
 27:  580| [47] [Watase]
 28:  581| [45] [(--Dammit! I knew I never should have let Teach go alone!)]
 29:  586| [45] [Having finally reached the limits of his patience, Watase went running out of the office.]
 30:  696| [45] [There was no trace of anyone in the hallways.]
 31:  701| [45] [In fact, it was so quiet that it sent shivers down Watase's spine.]
 32:  706| [45] [He began shouting at the top of his lungs without any regard for his current plight.]
 33:  714| [47] [Watase]
 34:  717| [45] ["Teach, where are you!? Say something if you can hear me!"]
 35:  722| [45] [There was no answer.]
 36:  730| [47] [Watase]
 37:  733| [45] ["--Shit!"]
 38:  738| [45] [Watase urged himself onwards and ran down the hallway.]
 39:  890| [45] [--Area 2, outer ring, B2--]
 40:  898| [47] [Watase]
 41:  901| [45] ["Teach! Where are you!? Can you hear me!?"]
 42:  906| [45] [But there was no answer.]
 43:  911| [45] [It seemed this block too was cloaked in silence.]
 44:  916| [45] [The chills running down Watase's spine only intensified.]
 45:  924| [47] [Watase]
 46:  927| [45] ["Teach! Old man! Moribe!"]
 47:  935| [47] [Watase]
 48:  938| [45] ["Someone, anybody, please say something!"]
 49:  943| [45] [The bad feeling he had only got worse.]
 50:  948| [45] [He wanted to make sure Ena was safe as soon as possible, even if it meant getting caught.]
 51:  953| [47] [Watase]
 52:  954| [45] [(Where is she!? Where did Teach go!?)]
 53: 1003| [45] [Watase went recklessly running around LABO--]
 54: 1048| [45] [He soon found himself stopping near a connecting passageway.]
 55: 1053| [47] [Watase]
 56: 1054| [45] [(Isn't this...?)]
 57: 1059| [45] [It was the place where they'd all first met Ena.]
 58: 1064| [45] [There was a corner up ahead.]
 59: 1069| [47] [Watase]
 60: 1070| [45] [(That's right, we found Teach right after we rounded that corner...!)]
 61: 1196| [45] [It was a memory of only a few hours ago, but one that made him even more anxious for some reason.]
 62: 1201| [45] [His mouth was parched.]
 63: 1206| [45] [Watase gulped deeply, then slowly headed down the passageway.]
