  0:   41| [55] [√Before Chapter5]
  1:   59| [45] [――受付は難なく通過できた。]
  2:   64| [45] [マイクやリモコンを渡され、部屋に通される。]
  3:   69| [45] [夏彦はこの店に来た事はなかったが、噂通りなにもかもルーズな店だった。]
  4:  131| [45] [部屋は２０年も前から使われているような、古いタイプの部屋だった。]
  5:  136| [45] [だがそれでも安全な事は安全だ。]
  6:  141| [45] [本当に監視カメラがないか一応確認してから、夏彦たちは大きく伸びをする。]
  7:  149| [47] [夏彦]
  8:  152| [45] [「ふぅ、やれやれ……逃亡者の気分だな」]
  9:  193| [47] [ましろ]
 10:  196| [45] [「サリュは大丈夫？　疲れてない？」]
 11:  266| [45] [ましろがそう尋ねようとすると、サリュはきょろきょろと部屋を見回して言った。]
 12:  292| [47] [サリュ]
 13:  295| [45] [「あの……夏彦、どうやって歌うの？」]
 14:  303| [47] [夏彦]
 15:  306| [45] [「え？　サリュ、もしかして歌いたいのか？」]
 16:  332| [47] [サリュ]
 17:  335| [45] [「うん。興味深い」]
 18:  343| [47] [夏彦]
 19:  346| [45] [「歌ってるような状況でもないんだけどなぁ……」]
 20:  351| [45] [それよりは早く寝て、体を休めるべきじゃないだろうか。]
 21:  377| [47] [ましろ]
 22:  380| [45] [「いいじゃない夏彦。サリュもきっと、今日は色々あって、不安やストレスが溜まってるんだよ」]
 23:  388| [47] [夏彦]
 24:  391| [45] [「お前はサリュに甘いな……」]
 25:  396| [45] [だがましろの言う事ももっともだ。夏彦はそう思いなおして言う。]
 26:  450| [47] [夏彦]
 27:  453| [45] [「じゃあサリュ、まずは歌いたい歌をそのリモコンで入力するんだ」]
 28:  479| [47] [サリュ]
 29:  482| [45] [「リモコン？　これ？」]
 30:  517| [47] [ましろ]
 31:  520| [45] [「そう、それをこう操作して、曲のリストを出してね……」]
 32:  546| [47] [サリュ]
 33:  549| [45] [「こう……？」]
 34:  560| [45] [ましろに教えられながら、サリュがリモコンを操作し、選曲リストを表示させる。]
 35:  574| [47] [夏彦]
 36:  575| [45] [（……こんな時でもましろは、面倒見がいいんだな……）]
 37:  580| [45] [それなりに心労もあるはずなのに、サリュを気遣っているようだ。]
 38:  585| [45] [曲が始まるまでの間に、夏彦はましろに言う。]
 39:  593| [47] [夏彦]
 40:  596| [45] [「なんかましろって、サリュのお姉さんみたいだな」]
 41:  622| [47] [ましろ]
 42:  625| [45] [「そうだねぇ、私も妹ができたみたいで嬉しいよ」]
 43:  651| [47] [ましろ]
 44:  654| [45] [「私兄弟いないからさ、そういうのって憧れてたんだ」]
 45:  659| [45] [いずれにせよましろとサリュが仲良くしているのは、微笑ましい光景のように思えた。]
 46:  671| [47] [夏彦]
 47:  674| [45] [「……しかし、サリュがカラオケ初体験とはなぁ」]
 48:  700| [47] [サリュ]
 49:  703| [45] [「ん。初体験の出来事が、この街に来てからたくさんある。今日は特に多いけど」]
 50:  708| [45] [考えてみれば、彼女は今日、夏彦に文句も言わずついてきてくれた。]
 51:  713| [47] [夏彦]
 52:  714| [45] [（せめてこのカラオケ体験くらいは、楽しく過ごさせてあげたいもんだ……）]
 53:  719| [45] [夏彦は密かにそう思った。]
 54:  727| [47] [夏彦]
 55:  728| [45] [（……しかし２人とも、案外タフだな）]
 56:  733| [45] [実は女の子たちの方が、夏彦よりも状況に適合しているのかもしれない。]
 57:  738| [45] [夏彦は密かにそう思った。]
 58:  943| [45] [――それからしばらく、３人はローテーションで歌を歌いあった。]
 59:  948| [45] [時間を忘れて、気が済むまで。]
 60:  953| [45] [途中からサリュがマイクを離さなくなるという事態もあった。]
 61:  979| [47] [ましろ]
 62:  982| [45] [「あの、サリュ、次は私いい？」]
 63:  987| [45] [ましろがそう言っても、サリュはにべもなく言う。]
 64: 1013| [47] [サリュ]
 65: 1016| [45] [「だめ、あと５曲歌う」]
 66: 1042| [47] [ましろ]
 67: 1045| [45] [「そ、そんなぁ……」]
 68: 1053| [47] [夏彦]
 69: 1056| [45] [「いいじゃないかましろ、お姉さんなんだから譲ってあげなさい」]
 70: 1082| [47] [ましろ]
 71: 1085| [45] [「そうだけどさ……じゃあ、デュエットで！」]
 72: 1090| [45] [そう言い合いながら歌い、そして笑い合った。]
 73: 1095| [45] [確かに歌っている場合ではないかもしれない。]
 74: 1100| [45] [これは厳しい状況を忘れようという、一種の現実逃避かもしれない。]
 75: 1105| [45] [だが３人がその時間を楽しく共有していたことは、紛れもない真実だった。]
