  0:   62| [55] [√Double Chapter1]
  1:   74| [45] [――その頃の渡瀬は、闇の中に身を潜めていた。]
  2:   79| [45] [ファクトリーに向かう途中で、誰かの足音を聞き、とっさに物陰に隠れたのだ。]
  3:   84| [47] [渡瀬]
  4:   85| [45] [（クソ、誰の足音だ……！？）]
  5:   90| [45] [足音の主の姿は見えない。]
  6:   95| [45] [宇喜多か洵か、風見か――。]
  7:  100| [47] [渡瀬]
  8:  101| [45] [（いや、相手が誰でも今遭遇するのはまずい）]
  9:  106| [45] [渡瀬は息を潜めて、その人物が去るのを待つ。]
 10:  131| [45] [やがて足音は小さくなっていき、消えた。]
 11:  139| [47] [渡瀬]
 12:  142| [45] [「ふう……」]
 13:  147| [45] [渡瀬は胸をなでおろした。]
 14:  152| [45] [もし見つかっていたら、『鳥羽ましろ』を夏彦たちの元に連れて行くのが困難になっていただろう。]
 15:  157| [47] [渡瀬]
 16:  158| [45] [（早くましろって子を救助しなければ……）]
 17:  212| [45] [渡瀬は警戒しながら、再び駆け出した。]
 18:  312| [45] [ファクトリーの隅にある、搬出リフトの小部屋に向かう。]
 19:  372| [45] [そしてそこに入るなり――]
 20:  447| [47] [渡瀬]
 21:  450| [45] [「……！？」]
 22:  455| [45] [渡瀬は、愕然とした。]
 23:  463| [47] [渡瀬]
 24:  466| [45] [「……バカな、どうして……！」]
 25:  471| [45] [小部屋の内部は前に来た時と、変わったところはほとんどない。]
 26:  477| [45] [だが、１つだけ奇妙な点がある。]
 27:  482| [45] [そこにあるべきものがないのだ。]
 28:  534| [45] [――部屋の隅に倒れていた彼女。]
 29:  539| [45] [風見と洵が心肺蘇生を試み、しかし果たせず、死亡を確認した彼女が……]
 30:  589| [45] [消えていた。]
 31:  597| [47] [渡瀬]
 32:  600| [45] [「……どうして、あの子の死体が……！？」]
 33:  605| [45] [２度目の死体消失を、目の当たりにした渡瀬は――]
 34:  610| [45] [呆然と、その場に立ち尽くした。]
