  0:   44| [55] [√Double Chapter 7]
  1:   55| [45] [--]
  2:   60| [45] [----]
  3:   65| [45] [------His consciousness was in an endless darkness.]
  4:   76| [47] [???]
  5:   77| [45] [(Where am I...?)]
  6:   82| [45] [He didn't know.]
  7:   87| [45] [His head was a total blank.]
  8:   92| [47] [???]
  9:   93| [45] [(What is this...?)]
 10:   98| [45] [He couldn't remember a thing.]
 11:  103| [47] [???]
 12:  104| [45] [(How did this happen?)]
 13:  109| [45] [He desperately tried to figure out why.]
 14:  114| [45] [Soon enough, a mysterious voice whispered in the corners of his mind.]
 15:  119| [45] [As if praying for him to "awaken"--]
 16:  127| [47] [Me]
 17:  130| [45] ["..."]
 18:  138| [47] [Me]
 19:  141| [45] ["... Ugh.. ghh..."]
 20:  287| [45] [... --I wake up in some unfamilar place.]
 21:  292| [47] [Me]
 22:  293| [45] [(...?)]
 23:  306| [47] [Me]
 24:  307| [45] [(Where am I...?)]
 25:  318| [45] [With that thought in mind, I look around. I find myself lying in some sort of bed.]
 26:  331| [45] [Immaculate white sheets and the wafting scent of antiseptics... Looks like I'm in a hospital room of some sort.]
 27:  336| [45] [I see what appears to be a policeman standing in a corner of the room.]
 28:  341| [45] [And beside the bed, a boy and girl are looking at my face.]
 29:  403| [47] [Boy]
 30:  406| [45] ["Ah...! You're awake...!"]
 31:  415| [47] [Girl]
 32:  418| [45] ["Th-thank goodness...! Captain Kasasagi, do you know who we are?"]
 33:  423| [45] [It looks like they know me.]
 34:  430| [45] [With that--]
 35:  438| [47] [Watase]
 36:  441| [45] ["Na... Natsuhiko and... Yuuri...?"]
 37:  446| [45] [I "remember" them.]
 38:  503| [45] [I sit up in the bed and focus fully on them.]
 39:  511| [47] [Watase]
 40:  514| [45] ["Wh-what's the meaning of this!? How the hell do I still remember you guys!?"]
 41:  522| [47] [Watase]
 42:  525| [45] ["No... not just you guys... I remember everything...! How...?"]
 43:  569| [45] [It's not just Natsuhiko and Yuuri I remember.]
 44:  574| [45] [I remember it all-- every detail of my 32 years of life as Watase Kasasagi, the fact I'm a terrorist, the nine hours we spent trapped in LABO, our escape-- all of it--!]
 45:  624| [45] [And how at the end of it all, I held Natsuhiko at gunpoint and forced him to make a decision.]
 46:  629| [45] [Natsuhiko answered by saying he'd use Senses Sympathy on me and--]
 47:  668| [45] [No, what happened after that is the one thing that's a total blank.]
 48:  676| [47] [Watase]
 49:  679| [45] ["... Natsuhiko, explain..."]
 50:  687| [47] [Watase]
 51:  690| [45] ["Didn't you erase all of my memories?"]
 52:  698| [47] [Natsuhiko]
 53:  701| [45] ["... No, I didn't."]
 54:  709| [47] [Natsuhiko]
 55:  712| [45] ["The only thing I erased-- was your memory of 'that second'."]
 56:  720| [47] [Watase]
 57:  723| [45] ["W... what...!?"]
 58:  770| [47] [Natsuhiko]
 59:  773| [45] ["... I couldn't let you take Yuuri away. No chance in hell. But I didn't want to erase you either."]
 60:  781| [47] [Natsuhiko]
 61:  784| [45] ["So just like I did before... I just took out a very small part of your memories to knock you unconscious."]
 62:  792| [47] [Watase]
 63:  795| [45] ["...!"]
 64:  800| [45] [Upon hearing those words, I finally realize what he's getting at.]
 65:  805| [45] [--Back when I was trapped in LABO that day and still had amnesia--]
 66:  875| [45] [Natsuhiko knocked me unconscious by erasing my "current memory" when our minds were linked in order to protect Salyu.]
 67:  880| [45] [He did that one more time to protect Yuuri.]
 68:  983| [47] [Natsuhiko]
 69:  986| [45] ["... I figured that only erasing a very small part of your memory would minimize the shock of the memory loss..."]
 70:  994| [47] [Natsuhiko]
 71:  997| [45] ["But I was still worried that you might've died."]
 72: 1005| [47] [Yuuri]
 73: 1008| [45] ["... Hikorin has been waiting for you to wake up ever since then."]
 74: 1016| [47] [Yuuri]
 75: 1019| [45] ["He prayed from the bottom of his heart for you to survive."]
 76: 1027| [47] [Watase]
 77: 1030| [45] ["... I see..."]
 78: 1035| [45] [And so I survived.]
 79: 1040| [45] [Not as a complete blank slate all over again, but as the terrorist I am.]
 80: 1048| [47] [Watase]
 81: 1051| [45] ["... So this is your answer, Natsuhiko?"]
 82: 1098| [47] [Natsuhiko]
 83: 1101| [45] ["Yeah... this was the best I could do."]
 84: 1106| [45] [Natsuhiko sounds guilty about all this, so I give him a wry smile.]
 85: 1114| [47] [Watase]
 86: 1117| [45] ["... Don't look so down."]
 87: 1125| [47] [Watase]
 88: 1128| [45] ["You made the completely right choice. I lost, fair and square."]
