  0:   76| [55] [√Before Chapter2]
  1:   84| [45] [――その日もいつものように、ましろが夕食を作ってくれた。]
  2:  274| [45] [夏彦たちはそれを囲んだ。]
  3:  311| [45] [いつもと違う事は、その食卓にサリュが加わった事だ。]
  4:  316| [45] [会話は驚くほど弾まなかった。]
  5:  357| [45] [ましろはサリュに色々尋ねたが、そっけない答えしか返ってこない。]
  6:  362| [45] [悠里はにこにこしていたが、サリュとはほとんど会話を交わさなかった。夏彦も同様である。]
  7:  397| [45] [そうしてぎこちない雰囲気のまま、食事は終わった。]
  8:  528| [47] [ましろ]
  9:  531| [45] [「――じゃあ３人とも、私そろそろ帰るね」]
 10:  539| [47] [夏彦]
 11:  542| [45] [「あぁ、今日もありがとう」]
 12:  568| [47] [悠里]
 13:  571| [45] [「ましろん、また明日ね～」]
 14:  594| [47] [サリュ]
 15:  597| [45] [「……ん」]
 16:  602| [45] [ぽつりと返事するサリュを、ましろはちらりと見てから言った。]
 17:  625| [47] [ましろ]
 18:  628| [45] [「そんじゃ夏彦、ちょっとそこまで送ってくれる？」]
 19:  636| [47] [夏彦]
 20:  639| [45] [「え、珍しいな？　そんなこと言い出すの……」]
 21:  644| [45] [と夏彦が言いかけた時、]
 22:  713| [85] [《察してよ。]
 23:  715| [85] [サリュの件で、話したい事があるんだよ》]
 24:  731| [86] [ましろ]
 25:  732| [86] [《察してよ。サリュの件で、話したい事があるんだよ》]
 26:  761| [45] [ましろがテレパシーで、そう続けた。]
 27:  769| [47] [夏彦]
 28:  772| [45] [「……そ、そうだな、わかったよ」]
 29:  795| [47] [ましろ]
 30:  798| [45] [「ありがと」]
 31:  803| [45] [夏彦は頷き、ましろと共に家を出た。]
 32:  984| [47] [ましろ]
 33:  987| [45] [「いやぁ～……予想外の事になってきたねぇ」]
 34:  992| [45] [玄関先に出るなり、ましろは苦笑いして言った。]
 35: 1000| [47] [夏彦]
 36: 1003| [45] [「だな……」]
 37: 1029| [47] [ましろ]
 38: 1032| [45] [「夏彦的には、気が進まないって感じ？」]
 39: 1040| [47] [夏彦]
 40: 1043| [45] [「ぼくは別にいいんだけど、問題は悠里の気持ちだよ」]
 41: 1069| [47] [ましろ]
 42: 1072| [45] [「……やっぱそこかぁ」]
 43: 1080| [47] [夏彦]
 44: 1083| [45] [「急な環境の変化が、悠里の心の傷に障るんじゃないかって思ってさ……大丈夫かな」]
 45: 1088| [45] [ましろはもちろん、悠里が過去の経験のせいで、外に出られなくなった事を知っている。]
 46: 1093| [45] [時にはその事について２人で相談し、『静かに見守っていこう』という方向で同意していたのだが――]
 47: 1119| [47] [ましろ]
 48: 1122| [45] [「うーん、軽はずみな考えかもしれないけど……それに関しては、むしろいい方向に働くかもよ？」]
