  0:   15| [55] [√Before Chapter7]
  1:   79| [45] [星の明かりもない闇の中――]
  2:   84| [45] [そこに、夏彦は伏していた。]
  3:   89| [45] [時計の音がかすかに辺りに響く。]
  4:   94| [45] [その音を聞きつけ、夏彦は目を覚ました。]
  5:  102| [47] [夏彦]
  6:  105| [45] [「……う……」]
  7:  113| [47] [夏彦]
  8:  116| [45] [「……こ……ここは……？」]
  9:  166| [45] [そこは例の廃工場だった。]
 10:  316| [45] [どうやら気絶させられたまま、放置されたようだ。]
 11:  321| [45] [あれからどのくらい時間が経っているのだろうか。]
 12:  326| [45] [そう思った時、うめくような声がそばで響いた。]
 13:  334| [47] [ましろ]
 14:  337| [45] [「……ぅ」]
 15:  345| [47] [サリュ]
 16:  348| [45] [「な……夏彦？」]
 17:  353| [45] [ましろとサリュの声だった。]
 18:  358| [45] [２人とも同じく目覚めたところらしい。]
 19:  472| [47] [夏彦]
 20:  475| [45] [「あ、２人とも！　無事だったか！？」]
 21:  483| [47] [ましろ]
 22:  486| [45] [「ん……無事、かな？　どこも痛くないし……」]
 23:  494| [47] [サリュ]
 24:  497| [45] [「でも、身動きは取れない模様」]
 25:  505| [47] [夏彦]
 26:  508| [45] [「え……？」]
 27:  513| [45] [そう言いかけた時、夏彦も気付いた。]
 28:  524| [45] [両手と両足が、固く縄で縛られている事に。]
 29:  529| [45] [見ればましろとサリュも、同じように縛られていた。]
 30:  537| [47] [ましろ]
 31:  540| [45] [「あっ、なにこれ！？」]
 32:  548| [47] [サリュ]
 33:  551| [45] [「私たちを逃さないためだと思う」]
 34:  559| [47] [夏彦]
 35:  562| [45] [「むっ……！　くっ……！」]
 36:  567| [45] [いくら腕や脚に力を入れても、縄はビクともしなかった。]
 37:  572| [47] [夏彦]
 38:  573| [45] [（くそ……早く縄を解いて、あいつらを止めないと……！）]
 39:  578| [45] [夏彦の焦りに反応するように、緊迫した鳴き声が闇に響いた。]
 40:  583| [47] [アリス]
 41:  586| [45] [「きゅう～……！」]
 42:  594| [47] [ましろ]
 43:  597| [45] [「あ、アリスは壊されなかったんだね……よかった」]
 44:  605| [47] [サリュ]
 45:  608| [45] [「アリス、こっちへ」]
 46:  652| [47] [アリス]
 47:  655| [45] [「きゅうきゅう」]
 48:  660| [45] [サリュの声に応えるように、アリスがサリュの元へ走る。]
 49:  668| [47] [夏彦]
 50:  671| [45] [「……ん、待て。アリスって自律歩行ができるのか？」]
 51:  679| [47] [サリュ]
 52:  682| [45] [「簡易的な機能だけど、できる。口頭で命令して歩かせる事や、順路データを入力する事も」]
 53:  690| [47] [夏彦]
 54:  693| [45] [「なるほど……！　それならサリュ、アリスに何かこの縄を切るものを取ってきてもらえないか？」]
 55:  701| [47] [ましろ]
 56:  704| [45] [「あ、その手があったか」]
 57:  709| [45] [見れば窓際に、ガラスの破片らしきものが落ちている。]
 58:  717| [47] [サリュ]
 59:  720| [45] [「ではアリス、以下命令」]
 60:  728| [47] [サリュ]
 61:  731| [45] [「『１５ｍ直進後、そこにある砕片を拾い、現座標に回帰』。以上命令」]
