  0:   40| [55] [√Before Chapter5]
  1:  106| [45] [――始業のチャイムが響くと同時に、夏彦とサリュは教室に入った。]
  2:  114| [47] [夏彦]
  3:  117| [45] [「ふぅ、間に合ったか……」]
  4:  143| [47] [サリュ]
  5:  146| [45] [「ん……？　ましろがいない」]
  6:  154| [47] [夏彦]
  7:  157| [45] [「あ、本当だ……」]
  8:  162| [45] [見れば彼女の席は空席で、鞄なども見えなかった。]
  9:  170| [47] [夏彦]
 10:  173| [45] [「……休みか。風邪でも引いたのかな……」]
 11:  206| [45] [夏彦はそう言いつつ、自分の席に座る。]
 12:  211| [45] [やがて恵那が教室に入ってきた。]
 13:  292| [47] [恵那]
 14:  295| [45] [「はーい、みなさんおはよう。それじゃ出席取るわよー」]
 15:  321| [47] [恵那]
 16:  324| [45] [「赤川くん」]
 17:  329| [47] [男子生徒１]
 18:  332| [45] [「はい」]
 19:  340| [47] [恵那]
 20:  343| [45] [「伊野さん」]
 21:  348| [47] [女子生徒１]
 22:  351| [45] [「はーい」]
 23:  359| [47] [恵那]
 24:  362| [45] [「小田くん――」]
 25:  367| [45] [そうして出席が進んでいく。]
 26:  500| [45] [だがやがて、夏彦たちの名に差し掛かった時――]
 27:  508| [47] [恵那]
 28:  511| [45] [「――天川くん」]
 29:  519| [47] [夏彦]
 30:  522| [45] [「はい」]
 31:  530| [47] [恵那]
 32:  533| [45] [「鳥羽さん」]
 33:  559| [47] [恵那]
 34:  562| [45] [「……鳥羽さん？　あれ、鳥羽さんは休み？」]
 35:  588| [47] [恵那]
 36:  591| [45] [「おかしいわね……休みの連絡、もらっていないのに」]
 37:  599| [47] [夏彦]
 38:  602| [45] [「え？」]
 39:  607| [45] [と言う事は、ましろは急遽、無断で学校を休んだことになる。]
 40:  612| [45] [学校をサボったりする子ではないのにも関わらず。]
 41:  617| [47] [夏彦]
 42:  618| [45] [（……まさか……？）]
 43:  745| [47] [ましろ]
 44:  748| [45] [「ね、ねぇ……きっとこの事に気付いてるのは、私たちだけだよ」]
 45:  774| [47] [ましろ]
 46:  777| [45] [「だったらなんとしても、テロを阻止しなきゃ！」]
 47:  883| [47] [夏彦]
 48:  884| [45] [（あのバカ、本当にテロを阻止しようとしてるんじゃないだろうな……！）]
 49:  889| [45] [だが昨日のましろの様子を考えると、充分ありえる気がした。]
 50:  894| [47] [夏彦]
 51:  895| [45] [（……何を根拠にテロの話を信じてるのか知らないけど、そんなの高校生にどうこうできる問題じゃないだろ）]
 52:  900| [45] [むしろましろの行動が、何かまずい事態を引き起こす。漠然とそんな予感がした。]
 53:  905| [47] [夏彦]
 54:  906| [45] [（学校が終わったら探しに行くか……）]
 55:  951| [45] [その後、夏彦はどことなく上の空のまま、授業を受けた。]
 56:  956| [45] [そしてましろも登校しないまま――]
 57:  961| [45] [昼休みを迎えた。]
