  0:   46| [55] [√After Chapter3]
  1:   61| [45] [――数分後。]
  2:   66| [45] [渡瀬たちはエレベーターホールを出て、その前に集合していた。]
  3:   71| [45] [宇喜多とユウリにも、桧山の死について説明した。]
  4:  131| [45] [恵那がしばらく言葉を失った後、搾り出すように呟く。]
  5:  139| [47] [恵那]
  6:  142| [45] [「……残念、だったわね」]
  7:  193| [45] [宇喜多は怯えるように、渡瀬を見据えて言った。]
  8:  201| [47] [宇喜多]
  9:  204| [45] [「こんな事になるなんて……！」]
 10:  271| [45] [ユウリは何も言わなかった。ただ黙って、洵に身を寄せていた。]
 11:  276| [47] [ユウリ]
 12:  277| [45] [「……」]
 13:  285| [47] [洵]
 14:  288| [45] [「……大丈夫だよ、ユウリちゃん」]
 15:  293| [45] [洵はユウリの肩をそっと抱いたが、その表情はユウリ以上に沈んでいた。]
 16:  369| [45] [やがて目を腫らした風見が、搾り出すように言う。]
 17:  377| [47] [風見]
 18:  380| [45] [「……殉職は、この仕事をしている以上、避けられない事ではあります」]
 19:  388| [47] [渡瀬]
 20:  391| [45] [「しかし、橘……」]
 21:  463| [47] [風見]
 22:  466| [45] [「何も言わないで下さい、隊長」]
 23:  471| [45] [風見は渡瀬を見つめて言う。]
 24:  479| [47] [風見]
 25:  482| [45] [「悲しむのは、要救助者を助け、外に出てからにします」]
 26:  508| [47] [風見]
 27:  511| [45] [「だから……今は、何も……」]
 28:  516| [45] [その声は震え、目には悲しみが滲んでいた。]
 29:  529| [45] [渡瀬はかけるべき言葉を失い、呟くように答える。]
 30:  537| [47] [渡瀬]
 31:  540| [45] [「……あぁ」]
 32:  545| [45] [彼女の心情を考えれば、言葉ばかりの気遣いなど無意味に思えたのだ。]
 33:  556| [47] [渡瀬]
 34:  559| [45] [「そうか……強いんだな橘は」]
 35:  585| [47] [風見]
 36:  588| [45] [「ええ……強くなければ、務まらない仕事ですから……」]
 37:  593| [45] [その声は震え、目には悲しみが滲んでいた。]
 38:  636| [47] [風見]
 39:  639| [45] [「ほら、守部も……」]
 40:  644| [45] [風見がそう声をかけると、洵は今にも泣きそうな顔で言った。]
 41:  670| [47] [洵]
 42:  673| [45] [「だけど……あたし、現場で同僚を失ったの……今日が初めてなんだよ……」]
 43:  681| [47] [洵]
