  0:   72| [55] [√Before Chapter3]
  1:   80| [45] [それはまだ、夏彦とましろが仲が悪かった頃の話――]
  2:   91| [45] [ある日、夏彦はおやつを手に、公園へと向かった。]
  3:   96| [47] [夏彦]
  4:   97| [45] [（ましろ、いなければいいけどな……あったらまたケンカになりそうだし）]
  5:  102| [45] [おやつは袋詰めのビスケット。]
  6:  107| [45] [もしましろがいたら、見せびらかしてやろうと思っていた。]
  7:  185| [45] [だが、公園についた時――]
  8:  193| [47] [夏彦]
  9:  196| [45] [「っ！！」]
 10:  201| [45] [夏彦は目を見開いた。]
 11:  285| [45] [そこには凶暴そうな野良犬と、ましろがいたのだ。]
 12:  290| [47] [野良犬]
 13:  293| [45] [「グルル……」]
 14:  298| [45] [野良犬は唸りながら、ましろを睨んでいる。]
 15:  324| [47] [ましろ]
 16:  327| [45] [「あ……や、やぁぁ……」]
 17:  335| [47] [ましろ]
 18:  338| [45] [「な、なによぅ……！　こないでよぅ……！」]
 19:  343| [47] [野良犬]
 20:  346| [45] [「ウワゥ！　ワウ！」]
 21:  372| [47] [ましろ]
 22:  375| [45] [「だ、だれか……たすけ……」]
 23:  380| [45] [涙声で、ましろが助けを求める。]
 24:  447| [45] [だが周囲には誰もいない。]
 25:  452| [45] [そう気づいた途端、夏彦は駆け出し――]
 26:  537| [47] [夏彦]
 27:  540| [45] [「やめろー！」]
 28:  567| [47] [ましろ]
 29:  570| [45] [「っ！？」]
 30:  575| [45] [ましろと野良犬の間に、割って入った。]
 31:  583| [47] [夏彦]
 32:  586| [45] [「おい、いぬっころ！　ましろをいじめるな！」]
 33:  591| [47] [野良犬]
 34:  594| [45] [「バウっ！？」]
 35:  620| [47] [ましろ]
 36:  623| [45] [「な、夏彦！？」]
 37:  628| [45] [思わず出た言葉に、野良犬もましろも、そして夏彦自身も驚く。]
 38:  636| [47] [ましろ]
 39:  639| [45] [「なんで夏彦が……？」]
 40:  644| [47] [夏彦]
 41:  645| [45] [（えーっと、なんでだ？）]
 42:  650| [45] [とっさに考え、そして言う。]
 43:  674| [47] [夏彦]
 44:  677| [45] [「こいつはぼくの……そう、ライバルなんだ！」]
 45:  685| [47] [夏彦]
 46:  688| [45] [「だからなー、ぼくいがいのやつが、ましろをやっつけるのはゆるさないぞ！」]
 47:  693| [45] [それは当時夏彦がハマっていた、ヒーローものの番組のセリフをもじったものだった。]
 48:  698| [45] [受け売りとは言え、威勢のいいそのセリフに、野良犬が気圧される。]
 49:  703| [47] [野良犬]
 50:  706| [45] [「グル……」]
 51:  711| [45] [犬を睨みつける夏彦の背後で、ましろが呟いた。]
 52:  719| [47] [ましろ]
 53:  722| [45] [「な、夏彦、まさかたすけにきてくれたの……？」]
 54:  781| [47] [夏彦]
 55:  784| [45] [「おまえのためじゃない。ヒーローとしてとうぜんのことだ」]
 56:  810| [47] [ましろ]
 57:  813| [45] [「カッコつけるのはいいけど……ど、どうするつもりなの……？」]
 58:  821| [47] [夏彦]
 59:  824| [45] [「ふっふっふ、こんなこともあろうかと！」]
 60:  846| [45] [夏彦はおもむろにポケットからビスケットの袋を取り出し、１枚犬に放った。]
 61:  851| [47] [野良犬]
 62:  854| [45] [「うぅぅ～……」]
 63:  859| [45] [野良犬は一声唸ると、ビスケットをがっつき始めた。]
 64:  864| [45] [夏彦たちに眼もくれない勢いで。]
 65:  923| [47] [夏彦]
 66:  926| [45] [「よ、よしチャンスだ！　いまのうちにやっつけよう！」]
 67:  934| [47] [ましろ]
 68:  937| [45] [「ま、まって夏彦！」]
 69:  959| [45] [野良犬は瞬く間にビスケットを平らげ――]
 70:  964| [45] [そして人懐っこい鳴き声を上げた。]
 71:  969| [47] [野良犬]
 72:  972| [45] [「くーんくーん」]
 73:  980| [47] [夏彦]
 74:  983| [45] [「あれ？　きゅうにおとなしくなった……」]
 75: 1042| [47] [ましろ]
 76: 1045| [45] [「も、もしかしておなかへってただけなんじゃ……？」]
 77: 1053| [47] [夏彦]
 78: 1056| [45] [「なーんだ、ひょうしぬけ」]
 79: 1061| [45] [かくんと肩を落とす夏彦に、犬が擦り寄ってくる。]
 80: 1082| [47] [野良犬]
 81: 1085| [45] [「くーん……」]
 82: 1093| [47] [夏彦]
 83: 1096| [45] [「なんだよ、ビスケットもっとほしいのか？」]
 84: 1101| [47] [野良犬]
 85: 1104| [45] [「ワン！」]
 86: 1112| [47] [夏彦]
 87: 1115| [45] [「ちぇっ、しょうがないな……ぼくのぶんもあげるから、たべろよ」]
 88: 1120| [45] [夏彦はビスケットの袋を破いて、地面にばらまいた。]
 89: 1125| [47] [夏彦]
