  0:   80| [55] [√After Chapter7]
  1:   92| [47] [風見]
  2:   95| [45] [「ぐっ！」]
  3:  157| [47] [渡瀬]
  4:  160| [45] [「なっ……！」]
  5:  165| [45] [眼の前の光景に、渡瀬は言葉を失った。]
  6:  170| [45] [サリュの細い腕が、風見の首に食い込んでいる――！]
  7:  178| [47] [風見]
  8:  181| [45] [「か、はっ……」]
  9:  186| [45] [苦しそうに喘ぐ風見の背後から、サリュが鋭く渡瀬を睨む。]
 10:  194| [47] [サリュ]
 11:  197| [45] [「夏彦を解放して。でないとこの女の息の根を止める」]
 12:  205| [47] [渡瀬]
 13:  208| [45] [「やめろ、サリュ！」]
 14:  216| [47] [渡瀬]
 15:  219| [45] [「オレたちは君たちを救いたいだけなんだ！　どうしてそれをわかろうとしない！」]
 16:  227| [47] [サリュ]
 17:  230| [45] [「だから、見え透いた嘘はやめろと言っている」]
 18:  238| [47] [サリュ]
 19:  241| [45] [「あなたが夏彦を、撃ったくせに」]
 20:  255| [47] [渡瀬]
 21:  258| [45] [「――ッ！？」]
 22:  263| [45] [その言葉が、渡瀬の胸に突き刺さった。]
 23:  311| [47] [風見]
 24:  314| [45] [「な……今、なにを……！」]
 25:  322| [47] [サリュ]
 26:  325| [45] [「女、あなたは知らなかったの？」]
 27:  333| [47] [風見]
 28:  336| [45] [「嘘、ですよね……？　隊長が、そんな事するはずないですよね……？」]
 29:  344| [47] [渡瀬]
 30:  347| [45] [「…………っ」]
 31:  352| [45] [渡瀬には、夏彦を撃ったという記憶は無い。]
 32:  357| [45] [だが――]
 33:  559| [45] [――説明不可能の記憶があった。]
 34:  564| [45] [何も答えられない渡瀬に代わって、サリュが風見の耳元で囁く。]
 35:  572| [47] [サリュ]
 36:  575| [45] [「知らないなら教えてあげる」]
 37:  583| [47] [サリュ]
 38:  586| [45] [「この男は、テロリスト」]
 39:  594| [47] [サリュ]
 40:  597| [45] [「私たちは昨夜も今朝も、この男の襲撃を受けた」]
 41:  605| [47] [サリュ]
 42:  608| [45] [「ここで起こっていることは、全部あの男のせい」]
 43:  616| [47] [サリュ]
 44:  619| [45] [「あなたにだって、思い当たることはいくつもあるはず」]
 45:  627| [47] [風見]
 46:  630| [45] [「やめ……なさい……！　これ以上、そんなこと、聞きたくない……！」]
 47:  638| [47] [風見]
 48:  641| [45] [「私は隊長を信じて……」]
 49:  649| [47] [サリュ]
 50:  652| [45] [「ならよく見て。あの男の懐にあるものを」]
 51:  749| [45] [渡瀬の懐にあるもの――]
 52:  754| [45] [それはＮエリアで手に入れた拳銃だった。]
 53:  778| [47] [サリュ]
 54:  781| [45] [「あれは恐らく、この男の持ち物」]
 55:  789| [47] [サリュ]
 56:  792| [45] [「夏彦はあの銃で撃たれて――」]
 57:  797| [45] [サリュがそう言いかけた時、]
 58:  856| [47] [風見]
 59:  859| [45] [「――もう、やめて！」]
 60:  864| [45] [風見が絶叫し、乱暴にサリュを振り解いた。]
 61:  942| [47] [サリュ]
 62:  945| [45] [「！」]
 63:  950| [45] [その拍子にサリュの体が、後方へと飛ばされた。]
 64:  955| [45] [そして飛ばされた先には、階段が――]
 65:  963| [47] [渡瀬]
 66:  966| [45] [「あ……！」]
 67:  971| [45] [渡瀬はその一部始終を、見ていることしかできなかった。]
 68:  983| [45] [サリュはそのまま階段を転がり落ち――]
 69:  990| [45] [地下１階の踊り場で、ぐったりと動かなくなった。]
 70:  998| [47] [渡瀬]
 71: 1001| [45] [「――サリュ！」]
 72: 1111| [45] [渡瀬は慌ててサリュに駆け寄り、容態を確認した。]
 73: 1116| [45] [だがどうやら骨折などの目立った外傷は見当たらず、脈も呼吸もしっかりしている。]
 74: 1121| [45] [渡瀬が安堵の息をついた時――風見がふらふらと、階段を降りてきた。]
 75: 1147| [47] [風見]
 76: 1150| [45] [「隊長……三ノ宮さんは……？」]
 77: 1155| [45] [その顔は青ざめ、ひどく動揺しているようだった。]
 78: 1163| [47] [渡瀬]
 79: 1166| [45] [「大丈夫、気を失っているだけだ」]
 80: 1192| [47] [風見]
 81: 1195| [45] [「そ、そうですか……」]
 82: 1200| [45] [風見の身体が震えている。]
 83: 1205| [45] [震えながら、風見は渡瀬を見ていた。]
 84: 1210| [45] [――怯えたような眼で。]
 85: 1218| [47] [渡瀬]
 86: 1221| [45] [「橘……？」]
 87: 1226| [45] [風見の様子がおかしい。]
 88: 1231| [45] [彼女はまるで自分を抱き止めるように、自分で自分の身体を抱き――]
 89: 1257| [47] [風見]
 90: 1260| [45] [「隊長、私は…………」]
 91: 1265| [45] [そう呟いたきり、黙った。]
 92: 1273| [47] [渡瀬]
 93: 1276| [45] [「……どうした？」]
 94: 1281| [47] [風見]
 95: 1282| [45] [「……」]
 96: 1287| [45] [風見は答えなかった。]
 97: 1292| [45] [ただ渡瀬を見据えている。]
 98: 1297| [45] [渡瀬の胸中に不安が湧き出した。]
 99: 1305| [47] [渡瀬]
100: 1308| [45] [「……橘、どうして……そんな眼で、オレを見るんだ」]
101: 1316| [47] [渡瀬]
102: 1319| [45] [「まさか、サリュの言った事を信じてるのか？」]
103: 1327| [47] [渡瀬]
104: 1330| [45] [「バカな！　オレがテロリストのわけがないだろ？　記憶喪失だろうとなんだろうと――」]
105: 1338| [47] [渡瀬]
106: 1341| [45] [「オレが以前からずっとレスキュー隊員だったって事は、お前たちが一番よく知っているじゃないか！」]
107: 1346| [47] [風見]
108: 1347| [45] [「……」]
109: 1352| [45] [風見は答えない。不安が大きくなっていく。]
110: 1357| [45] [やがて風見は――怯えを振り切るように、呟いた。]
111: 1383| [47] [風見]
112: 1386| [45] [「……隊長。もう１度だけ質問しても、よろしいでしょうか」]
113: 1394| [47] [渡瀬]
114: 1397| [45] [「……なんだ」]
115: 1405| [47] [風見]
116: 1408| [45] [「解けていなかった疑問があるんです……」]
117: 1434| [47] [風見]
118: 1437| [45] [「隊長は、この事故が起きた直後の、６時４２分頃。どうして地下に降りてきたんですか……？」]
119: 1445| [47] [渡瀬]
120: 1448| [45] [「それは――だから、堂島と桧山に無線で呼ばれて……」]
121: 1456| [47] [風見]
122: 1459| [45] [「だったら無線は、通じていたということですよね？」]
123: 1485| [47] [風見]
124: 1488| [45] [「だけど……だけど、隊長」]
125: 1496| [47] [風見]
126: 1499| [45] [「私はね、その少し前に、隊長に無線通信を試みていたんですよ……！」]
127: 1507| [47] [渡瀬]
128: 1510| [45] [「……っ！」]
129: 1515| [45] [渡瀬の表情が凍りついた。]
130: 1520| [45] [そう言えば風見は、ずっと前に言っていた。]
131: 1525| [45] [『６時３５分頃、渡瀬との無線通信が断絶した』と。]
132: 1530| [45] [――その言葉との辻褄が合わない。]
133: 1535| [45] [だとすると――]
134: 1561| [47] [風見]
135: 1564| [45] [「堂島たちの無線は通じたのに、どうして私からの無線には出なかったんですか……？」]
136: 1572| [47] [風見]
137: 1575| [45] [「何か理由があって……意図的に、出なかったんじゃないですか……？」]
138: 1601| [47] [風見]
