  0:   10| [55] [√Double Chapter 6]
  1:   21| [45] [And so-- Natsuhiko came to his decision.]
  2:   26| [47] [Natsuhiko]
  3:   27| [45] [(I'll stay...)]
  4:   32| [47] [Natsuhiko]
  5:   33| [45] [(I'll stay with Watase and Mr. Ukita...!)]
  6:   38| [45] [He could understand their determination, and it didn't seem like anyone could convince them otherwise anyway.]
  7:  131| [45] [So Natsuhiko sent telepathy to Watase.]
  8:  136| [47] [Natsuhiko]
  9:  139| [45] [{Watase... don't say anything, just listen.}]
 10:  165| [47] [Watase]
 11:  168| [45] ["!?"]
 12:  176| [47] [Natsuhiko]
 13:  179| [45] [{I'll stay down here too. Let's allow the girls to escape.}]
 14:  240| [47] [Watase]
 15:  243| [45] ["..."]
 16:  273| [45] [Watase glanced at Natsuhiko.]
 17:  278| [45] [As if to ask "You okay with that?"]
 18:  283| [45] [Natsuhiko gritted his teeth.]
 19:  288| [45] [... Of course he wasn't okay with that.]
 20:  293| [47] [Natsuhiko]
 21:  294| [45] [(I don't want to do it either...!)]
 22:  299| [47] [Natsuhiko]
 23:  300| [45] [(Of course I don't want to die...!)]
 24:  368| [45] [But Natsuhiko had made a promise.]
 25:  373| [45] [To get Yuuri out of there no matter what.]
 26:  455| [45] [He made a vow to himself:]
 27:  460| [45] [That no matter what happened from here on out, he'd protect Mashiro and Salyu.]
 28:  477| [45] [--He didn't want to go back on his word.]
 29:  482| [45] [Natsuhiko had been protected by everyone else this entire time--]
 30:  487| [47] [Natsuhiko]
 31:  488| [45] [(So this is the least I can do to repay that debt...)]
 32:  493| [45] [With that thought, Natsuhiko smiled back at Watase.]
 33:  548| [47] [Natsuhiko]
 34:  551| [45] [{... It's okay. There's no other way.}]
 35:  559| [47] [Natsuhiko]
 36:  562| [45] [{The problem is that even if I say I'm going to stay behind, Yuuri and the others won't accept it--}]
 37:  570| [47] [Natsuhiko]
 38:  573| [45] [{So we have to take emergency measures. Please knock out Yuuri, Mashiro, and Salyu for me.}]
 39:  581| [47] [Natsuhiko]
 40:  584| [45] [{And then somehow persuade Ms. Tachibana and the others to carry them outside.}]
 41:  678| [47] [Watase]
