  0:   39| [55] [√Before Chapter4]
  1:   56| [45] [――そうして昼休みが終わり、午後の授業は――]
  2:  122| [45] [外部から講師を招いての、特別講義だった。]
  3:  127| [45] [それは別に珍しい事ではない。]
  4:  132| [45] [この鹿鳴学園は、積極的に外部の研究機関や企業に呼びかけ、産学連携を図っているのだ。]
  5:  137| [45] [そしてその日の講師は――夏彦のよく知る人間だった。]
  6:  207| [47] [宇喜多]
  7:  210| [45] [「はじめまして。原子力生物学機構第６研究所の研究員、宇喜多佳司です」]
  8:  215| [45] [そう、宇喜多も夏彦の母と同じく、ラボの職員である。それが講師としてやってきたのだ。]
  9:  220| [45] [宇喜多は慣れない教壇に立ち、居心地は悪そうだったが、元気そうではある。]
 10:  225| [45] [隣の席のましろが、そっと夏彦に耳打ちした。]
 11:  331| [47] [ましろ]
 12:  334| [45] [「ねぇ、おじさんのあの事故の怪我、大した事なかったみたいだね……」]
 13:  342| [47] [夏彦]
 14:  345| [45] [「そうみたいだな。安心したよ……」]
 15:  350| [45] [とはいえ事故直後に、こんな仕事で出張ってくる事になるとは気の毒だ。]
 16:  355| [45] [当の宇喜多も、夏彦たちの視線が気になるらしく、緊張の面持ちで話し始めた。]
 17:  493| [47] [宇喜多]
 18:  496| [45] [「え、えー……今日はですね、原子力科学についての講義をしにきました」]
 19:  522| [47] [宇喜多]
 20:  525| [45] [「これはこの街の住人として、知っておかねばならない知識ですね」]
 21:  530| [45] [『原子力科学』――これはこの鹿鳴学園独自のカリキュラムでもあった。]
 22:  535| [45] [しかし夏彦はこの分野の話は、ＢＣ同様苦手としている。]
 23:  540| [47] [夏彦]
 24:  541| [45] [（好きになれるわけもない……）]
 25:  546| [45] [しかしせっかく宇喜多が講義をしているのだ。]
 26:  551| [45] [夏彦はせめて今日くらいは、真剣に聴いてやろうと思った。]
 27:  577| [47] [宇喜多]
 28:  580| [45] [「原子力科学というものを学ぶ上で、まず知らなくてはならないのが放射能の恐ろしさですね」]
 29:  588| [47] [宇喜多]
 30:  591| [45] [「もう半世紀近くも前になりますが、ロシアのチェルノブイリ原発で起きた事故の話は、皆さんも聞いた事があるでしょう」]
 31:  618| [47] [宇喜多]
 32:  621| [45] [「人類史上最大の人災――今でもあの事故は、そのように呼ばれています」]
 33:  626| [45] [宇喜多は苦々しい声で言った。]
 34:  652| [47] [宇喜多]
 35:  655| [45] [「あの事故の概要は、当時その発電所で使用されていた原子炉がメルトダウン……」]
 36:  663| [47] [宇喜多]
 37:  666| [45] [「つまり炉心融解の後、爆発し、１０ｔにも及ぶ放射性物質が撒き散らされたというものです」]
 38:  674| [47] [宇喜多]
 39:  677| [45] [「これはヒロシマ型原爆の５００倍の量に及び、それによる死者は膨大な数にのぼりました」]
 40:  703| [47] [宇喜多]
 41:  706| [45] [「近隣の住民や、事故処理にあたった消防士など、３０００人が死亡。そしてその後も増え続けました」]
 42:  732| [47] [宇喜多]
 43:  735| [45] [「最終的な死者数は、今となってはわかりませんが――数十万人にも及ぶとさえ言われております」]
 44:  740| [45] [宇喜多の声は徐々に迫力を帯び、教室にも緊張感が走った。]
 45:  766| [47] [宇喜多]
 46:  769| [45] [「……かくも多くの死者を生んだ原因は、やはり放射性物質にあります」]
 47:  777| [47] [宇喜多]
 48:  780| [45] [「『死の灰』とも呼ばれるそれは、爆発と火災により空に舞いあがって、雨と共に降り注ぎました」]
 49:  788| [47] [宇喜多]
 50:  791| [45] [「これが実に恐ろしいのです。ただの爆発事故ではなく、悪影響が広範に拡がるという点が」]
 51:  799| [47] [宇喜多]
 52:  802| [45] [「それを浴びた人々は、重篤にして致命的な症状を発します。神経障害、脳機能障害、遺伝子異常、そして……癌」]
 53:  807| [45] [ごくり、と夏彦の喉が鳴った。宇喜多はさらに続ける。]
 54:  833| [47] [宇喜多]
 55:  836| [45] [「件の原発のあった街は、それまで極めて豊かで先進的な都市だったのですが――」]
 56:  862| [47] [宇喜多]
 57:  865| [45] [「一夜にして人の住めない土地となり、１２万の住人が、移住を余儀なくされました」]
 58:  892| [47] [宇喜多]
 59:  895| [45] [「汚染の影響は今もまだ続き、安全な土地に戻るまで、あと９００年かかると言われています」]
 60:  900| [45] [宇喜多の話が進むと共に、教室は通夜のような静けさに満ちた。]
 61:  926| [47] [宇喜多]
 62:  929| [45] [「……さて我がラボにも、研究用の原子炉があります」]
 63:  956| [47] [宇喜多]
