  0:   44| [55] [√Double Chapter4]
  1:   56| [45] [――――――]
  2:   61| [45] [――――]
  3:   66| [45] [――]
  4:  115| [45] [――夏彦と悠里は、現実に戻ってきた。]
  5:  120| [45] [夏彦の視界に、最初に映ったのは……]
  6:  159| [45] [エンジンカッターを持ったまま、ゆっくりと倒れる洵の姿だった。]
  7:  176| [47] [夏彦]
  8:  179| [45] [「洵さん！」]
  9:  205| [45] [夏彦はとっさに、洵の手を掴んだ。]
 10:  210| [45] [衝撃が体に伝わり、傷が痛んだが――手は離さない。]
 11:  215| [45] [だが痛んだのは体だけではなかった。]
 12:  317| [47] [夏彦]
 13:  320| [45] [「ぐっ……！」]
 14:  325| [45] [宇喜多の中にいた被験体Ｎを消した時と同様、頭にもまた痛みが走った。]
 15:  368| [45] [さらに脳が揺さぶられるような、あの奇妙な不快感も襲ってくる。]
 16:  373| [45] [痛みも不快感も、前回より明らかに強かった。]
 17:  399| [47] [悠里]
 18:  402| [45] [「ひ、ひこりん？　まさか、また――」]
 19:  488| [45] [夏彦の変調に気づいた悠里が声を上げたが――夏彦はとっさに、テレパシーを返した。]
 20:  502| [47] [夏彦]
 21:  505| [45] [《悠里、その話は今はしないでくれ！》]
 22:  531| [47] [悠里]
 23:  534| [45] [「っ！？」]
 24:  542| [47] [夏彦]
 25:  545| [45] [《予想通り、どうやら被験体Ｎと接触するたびに、ぼくの脳はダメージを受けているらしい》]
 26:  553| [47] [夏彦]
 27:  556| [45] [《でもそれをここで口に出してもしょうがない。皆に心配かけるだけで、事態は何も好転しない》]
 28:  564| [47] [夏彦]
 29:  567| [45] [《だからこの事は、ぼくらの間だけの秘密にしておこう》]
 30:  590| [45] [すると悠里は心配げに、夏彦を見つめていたが……やがてテレパシーで返事した。]
 31:  613| [47] [悠里]
 32:  616| [45] [《……わかったよ。でも……どうか、無理はしないでね……》]
 33:  621| [45] [その言葉に夏彦は、うなずいて見せる。]
 34:  720| [47] [夏彦]
 35:  721| [45] [（……無理はしないで、か……）]
 36:  726| [45] [気持ちは嬉しいが、悠里の言葉に甘えるわけにはいかない。]
 37:  731| [45] [どれだけ脳にダメージを受けようと、全員を悪意から解放するまでは、被験体Ｎと戦い続けなければならないのだから。]
 38:  736| [45] [かつて渡瀬が身を削って、皆を救おうとしたように。]
 39:  824| [47] [夏彦]
 40:  825| [45] [（ははっ……！　盛り上がってきたじゃないか）]
 41:  830| [47] [夏彦]
 42:  831| [45] [（ぼくの脳が壊れるのが先か、被験体Ｎの悪意が全て消えるのが先か……勝負だな）]
 43:  836| [45] [夏彦の口の端に、強がるような笑みが浮かぶ。]
 44:  852| [45] [頭痛が鎮まるのを待つ夏彦に、恵那と宇喜多が声をかけてきた。]
 45:  893| [47] [恵那]
 46:  896| [45] [「……どうしたの、天川くん？」]
 47:  904| [47] [宇喜多]
 48:  907| [45] [「き、傷が痛むのかい？」]
 49:  915| [47] [夏彦]
 50:  918| [45] [「ええ、ちょっと……でもそれより、今は洵さんの事です」]
 51:  979| [47] [夏彦]
 52:  982| [45] [「洵さん、大丈夫ですか？　洵さん？」]
 53:  987| [45] [夏彦が呼びかけると、洵はやがてうめき声を上げた。]
 54:  995| [47] [洵]
 55:  998| [45] [「…………ん」]
 56: 1032| [47] [洵]
 57: 1035| [45] [「……あれ、夏彦くんに、ユウリちゃん……？」]
 58: 1040| [45] [洵は虚ろな目で、シェルター内にいる人々を順番に見て――]
 59: 1045| [45] [そしてはっと気付いたように、息を呑んだ。]
 60: 1071| [47] [洵]
 61: 1074| [45] [「あ……あたし、なんて事を……？」]
 62: 1082| [47] [夏彦]
 63: 1085| [45] [「洵さん、意識ははっきりしてますか？」]
 64: 1111| [47] [洵]
 65: 1114| [45] [「う、うん……でも……」]
 66: 1140| [47] [洵]
 67: 1143| [45] [「なんか変なんだよ……さっきまでのあたし、完全におかしかったよね？」]
 68: 1151| [47] [洵]
 69: 1154| [45] [「それが急に、元に戻ったって言うか……」]
 70: 1159| [45] [洵のその言葉を聞いて、夏彦はほっとした。]
 71: 1167| [47] [夏彦]
 72: 1170| [45] [「それなら大丈夫です。今の洵さんが、本来の洵さんですよ」]
 73: 1196| [47] [洵]
 74: 1199| [45] [「本来のあたし……？」]
 75: 1207| [47] [夏彦]
 76: 1210| [45] [「今、この施設内にはそういう心理状況に陥る要因があるんです。誰もが攻撃的になり、疑心暗鬼になるという……」]
 77: 1236| [47] [洵]
 78: 1239| [45] [「って……どうしてそんな事が？」]
 79: 1296| [47] [夏彦]
 80: 1299| [45] [「搬出リフトの前で発見された少女――あの子は強力なコミュニケーターだったんです」]
 81: 1307| [47] [夏彦]
 82: 1310| [45] [「彼女は周囲の人間の精神を、悪意に満ちたものに変えていくという能力を持っていました」]
 83: 1318| [47] [夏彦]
 84: 1321| [45] [「そのせいで施設内にいた人々は、みんなおかしくなってたんです」]
 85: 1354| [47] [洵]
 86: 1357| [45] [「そんな……ＢＣにそんな力があるの……？」]
 87: 1365| [47] [夏彦]
 88: 1368| [45] [「あるんです。信じられないとは思いますが」]
 89: 1373| [45] [洵はしばらく怪訝そうな顔をしていたが――]
 90: 1399| [47] [洵]
 91: 1402| [45] [「……自分の状態を鑑みると、信じるしかなさそうだね……」]
 92: 1428| [47] [洵]
 93: 1431| [45] [「もしかして、宇喜多さんもそれでおかしくなってたの？」]
 94: 1458| [47] [宇喜多]
 95: 1461| [45] [「あぁ……だからと言って、君を襲った事を許してもらえるとは思わんがね」]
 96: 1466| [45] [宇喜多と洵は、お互いバツが悪そうな表情を浮かべた。]
 97: 1471| [45] [ややあって洵が素直に頭を下げる。]
 98: 1503| [47] [洵]
 99: 1506| [45] [「こちらこそ……その、さっきはすみません。刃物持って迫ったあげく、なんかすごく失礼な事を言って……」]
100: 1532| [47] [宇喜多]
101: 1535| [45] [「いや、いいさ……あのくらい言われてしかるべきだ」]
102: 1540| [45] [どうやらこの２人の確執も、ひとまずの決着が見えたようだ。]
103: 1599| [45] [恵那も息をついて、夏彦に囁く。]
104: 1625| [47] [恵那]
105: 1628| [45] [「天川くん、信じてくれてありがとう。おかげでなんとか収束できたみたいね」]
106: 1636| [47] [夏彦]
107: 1639| [45] [「いえ……むしろ先生のおかげです」]
108: 1665| [47] [悠里]
109: 1668| [45] [「先生が悪意に感染してなくて、本当に助かりました」]
110: 1673| [45] [そういう夏彦と悠里に、恵那は首を振った。]
111: 1699| [47] [恵那]
112: 1702| [45] [「バカね２人とも。安心するのはまだ早いでしょ？」]
113: 1710| [47] [夏彦]
114: 1713| [45] [「……え？」]
115: 1739| [47] [恵那]
116: 1742| [45] [「守部さんの様子を見るに、悪意感染の有無は自覚できないんでしょう？」]
117: 1750| [47] [恵那]
118: 1753| [45] [「だったら、私が悪意に感染してないとは限らないじゃない」]
119: 1776| [47] [夏彦]
120: 1779| [45] [「っ！？」]
121: 1815| [45] [夏彦はそう言われ、とっさに悠里を護るように立った。]
122: 1844| [45] [だが恵那は銃を床に置き、それから微笑んで言う。]
123: 1884| [47] [恵那]
124: 1887| [45] [「慌てないで。私は多分悪意に感染してないわ。でも用心のために、私の心をチェックして欲しいの」]
125: 1895| [47] [夏彦]
126: 1898| [45] [「そんな？　悪意感染の確証もないのに、先生の心を覗けって言うんですか？」]
127: 1903| [45] [それはさすがに気が咎めた。]
128: 1908| [45] [だが恵那は、夏彦を諭すように言う。]
129: 1934| [47] [恵那]
130: 1937| [45] [「天川くん、あなたがそれを嫌がるのもわかるわ。あなたはずっと、ＢＣ能力を使う事を嫌がっていたものね」]
131: 1945| [47] [夏彦]
132: 1948| [45] [「えっ……？」]
133: 1974| [47] [恵那]
134: 1977| [45] [「適性度Ｓのあなたが、本来自由に使えるはずのＢＣ能力をずっと発現しなかったのは、あなた自身がそれを拒んでいたから」]
135: 1985| [47] [恵那]
136: 1988| [45] [「人の心に踏み込む事を、あなたはずっと避けていたんでしょう？」]
137: 1996| [47] [夏彦]
138: 1999| [45] [「……はい」]
139: 2004| [45] [いま考えれば、それは恵那の言う通りだったんだろう。]
140: 2009| [45] [ＢＣ能力の発現には、使用者の『意思』が大きく影響する。だから夏彦のＢＣ能力は、ずっと開花しなかったのだ。]
141: 2017| [47] [恵那]
142: 2020| [45] [「だけど天川くん。今のあなたは、ＢＣ能力を自在に使えている。それはあなたが今、それを必要だと思っているからよ」]
143: 2028| [47] [夏彦]
144: 2031| [45] [「でも……先生の心を覗く事が、いま必要な事とは思えません」]
145: 2057| [47] [恵那]
146: 2060| [45] [「いいえ。私があなたたちの信頼を得るためには、それをしてもらうしかないわ」]
147: 2068| [47] [恵那]
148: 2071| [45] [「だって天川くんも他の皆も、私を怪しいと思っているでしょう？」]
149: 2079| [47] [夏彦]
150: 2082| [45] [「っ……」]
151: 2105| [45] [答えに窮する夏彦を見て、恵那は苦い笑みを浮かべる。]
152: 2131| [47] [恵那]
153: 2134| [45] [「それも当然よ。私は誰に対しても心を閉ざし、嘘ばかりついてきたから」]
154: 2142| [47] [恵那]
155: 2145| [45] [「もはや言葉でなにを言っても、上滑りするばかりだけど……」]
156: 2171| [47] [恵那]
157: 2174| [45] [「心を覗いてもらえば、私が何を考えて行動していたのか、全て理解してもらえると思うの」]
158: 2179| [45] [恵那はそう言って、夏彦の肩に手を置いた。]
159: 2205| [47] [恵那]
160: 2208| [45] [「……記憶は嘘をつかないわ。だから私の心に潜って、私の人生を追体験して」]
161: 2216| [47] [恵那]
162: 2219| [45] [「そうすればきっとあなたたちも、私を信じてくれるはずだから……」]
163: 2224| [45] [確かにそうすれば、彼女の気持ちを理解できるだろう。]
164: 2275| [45] [恵那の正体も、彼女がずっと心を閉ざしていた理由も。]
165: 2280| [47] [夏彦]
166: 2281| [45] [（でも、どうする……？　やるならどういう風に、記憶を検索するべきだ？）]
