  0:   66| [55] [√Double Chapter4]
  1:   78| [45] [――渡瀬はサリュと対峙しながら、さきほど夏彦と交わした会話について考えていた。]
  2:  168| [47] [渡瀬]
  3:  169| [45] [（『先生と洵さんを迎えに行かせる』か。あの２人の悪意は消去できたらしいな）]
  4:  258| [45] [あとは風見と、そして目の前にいるサリュだ。]
  5:  263| [47] [渡瀬]
  6:  264| [45] [（だが、これが難物だ。さて、どうやって逃げるか……）]
  7:  269| [47] [渡瀬]
  8:  270| [45] [（……ここはこいつのやったことを、真似させてもらうか）]
  9:  306| [45] [そう思った瞬間、サリュが飛びかかってきた。]
 10:  314| [47] [渡瀬]
 11:  317| [45] [「ふん！」]
 12:  391| [45] [渡瀬は力を振り絞り、サリュをカウンター気味に突き飛ばした。]
 13:  399| [47] [サリュ]
 14:  402| [45] [「ちっ」]
 15:  439| [45] [弾かれたサリュが、後転して立ち上がる。]
 16:  497| [45] [その隙に渡瀬は踵を返し、逃げ出した。]
 17:  505| [47] [サリュ]
 18:  508| [45] [「っ！」]
 19:  513| [45] [サリュが追いかけてくるのを感じる。]
 20:  518| [45] [一歩ごとに、怪我をした足首に痛みが走った。]
 21:  523| [47] [渡瀬]
 22:  524| [45] [（だが、あそこまで逃げる事ができれば！）]
 23:  576| [45] [すぐに目指すところが見えてきた。]
 24:  581| [45] [セキュリティゲート。渡瀬はそのスロットにカードを通す。]
 25:  639| [45] [そしてゲートが開くと同時に、]
 26:  679| [45] [カードスロットを叩き壊した。]
 27:  687| [47] [サリュ]
 28:  690| [45] [「何をしている！」]
 29:  695| [45] [背後でサリュの声が聞こえた。]
 30:  700| [45] [渡瀬はゲートを閉じるボタンを押し、第２エリアに逃げ込む。]
 31:  763| [45] [サリュが追ってくる。]
 32:  768| [45] [渡瀬は閉じていくゲートの前に立ち塞がり、叫んだ。]
 33:  776| [47] [渡瀬]
 34:  779| [45] [「俺を信じられないのはわかるが、今は戦う時じゃない！」]
 35:  787| [47] [渡瀬]
 36:  790| [45] [「夏彦たちのところへ行け！　あいつらはお前を探している！」]
 37:  798| [47] [サリュ]
 38:  801| [45] [「！？」]
 39:  806| [45] [サリュは一瞬怪訝そうな顔をした。]
 40:  819| [45] [その時、ゲートが閉まり――渡瀬とサリュを隔てた。]
 41:  824| [47] [渡瀬]
