  0:   40| [55] [√Before Chapter7]
  1:   55| [45] [そこはラボの関係者以外は、通る事を許されない道だった。]
  2:   60| [45] [１０キロにも及ぶ、分岐のない一本道。]
  3:   65| [45] [圧倒的な静寂の中、夏彦たちの足音が響く。]
  4:   70| [45] [やがてふと、サリュが道の脇を見て呟いた。]
  5:  139| [47] [サリュ]
  6:  142| [45] [「夏彦、またカメラが」]
  7:  240| [45] [彼女の視線の先には監視カメラがあった。]
  8:  248| [47] [夏彦]
  9:  251| [45] [「それじゃサリュ、さっきと同じように頼む」]
 10:  277| [47] [サリュ]
 11:  280| [45] [「わかった。少し待ってて」]
 12:  310| [45] [サリュは監視カメラの支柱にそっと近づき、アリスを接続した。]
 13:  315| [45] [すでに夏彦たちは７個のカメラを、このように無効化していたのだった。]
 14:  347| [47] [ましろ]
 15:  350| [45] [「……もう１時間くらい歩いたかな」]
 16:  376| [47] [ましろ]
 17:  379| [45] [「まだ半分くらいだね。もうちょっと急いだ方がいいかな？」]
 18:  387| [47] [夏彦]
 19:  390| [45] [「いや、そろそろペースを落とそう。スタミナ切れになったら余計に遅くなる」]
 20:  395| [45] [そう夏彦が言った時、サリュが戻ってきた。]
 21:  449| [47] [サリュ]
 22:  452| [45] [「夏彦、ましろ、終わった」]
 23:  460| [47] [夏彦]
 24:  463| [45] [「よし。それじゃサリュ、ここからは歩いて行こう」]
 25:  489| [47] [サリュ]
 26:  492| [45] [「それがいい。検問があんな様子だったところを見ると、まだテロリストはラボに向かってないと思う」]
 27:  535| [45] [そして３人は、再び静寂の中を歩き出す。]
 28:  540| [45] [まるで世界に自分たちだけしかいないような孤独感が、夏彦たちを包んでいた。]
 29:  605| [47] [ましろ]
 30:  608| [45] [「……ねぇ、夏彦」]
 31:  616| [47] [夏彦]
 32:  619| [45] [「ん、なに？」]
 33:  645| [47] [ましろ]
 34:  648| [45] [「『直接ラボに行って、内通者の存在を伝える』って言ってたけど、具体的には誰に伝えるつもりなの？」]
 35:  656| [47] [ましろ]
 36:  659| [45] [「超心研の時みたいに、警備員も犯人の一味かもしれないんだよ？」]
 37:  667| [47] [夏彦]
 38:  670| [45] [「……！」]
 39:  675| [45] [確かにその可能性はあった。]
 40:  680| [45] [内通者が宇喜多であるとは限らないし、複数の可能性もある。]
 41:  688| [47] [夏彦]
 42:  691| [45] [「エンパシーを使って、信用できそうな人を探すしかないか……」]
 43:  696| [45] [夏彦が言った時、サリュがぽつりと呟いた。]
 44:  729| [47] [サリュ]
 45:  732| [45] [「いや……天川博士に、会うべきだと思う」]
 46:  784| [47] [夏彦]
 47:  787| [45] [「母さんに？　昨日は話も聞いてくれなかったじゃないか？」]
 48:  795| [47] [夏彦]
 49:  798| [45] [「また取り合ってもらえない可能性が高いぞ」]
 50:  806| [47] [サリュ]
 51:  809| [45] [「わかってる」]
 52:  817| [47] [夏彦]
 53:  820| [45] [「あの人は身勝手で、ぼくの言う事なんて聞かなくて……昔からそうなんだよ」]
 54:  825| [47] [サリュ]
 55:  826| [45] [「……」]
 56:  834| [47] [夏彦]
 57:  837| [45] [「なのになんで、母さんなんだ？　ぼくはあの人をアテには――」]
 58:  845| [47] [サリュ]
 59:  848| [45] [「それでも夏彦は、信じるべき」]
 60:  853| [45] [サリュは夏彦の言葉を遮って言った。]
 61:  858| [45] [有無を言わせないような、はっきりした口調だった。]
 62:  866| [47] [夏彦]
 63:  869| [45] [「……え？」]
 64:  895| [47] [サリュ]
 65:  898| [45] [「夏彦が気付こうとしてないだけ。博士がどれほど、夏彦の事を案じているかを」]
 66:  924| [47] [サリュ]
 67:  927| [45] [「忘れたの？　私の『夏彦を護る』という役目は、元はと言えば博士に命じられたものだという事を」]
 68:  935| [47] [夏彦]
 69:  938| [45] [「っ！」]
 70:  943| [45] [言われてみればそうだった。]
 71:  948| [45] [数日前、サリュが家に来た時から、すでに知っていたはずなのに――。]
 72:  956| [47] [サリュ]
 73:  959| [45] [「その一点から判断しても、博士は夏彦の身を強く案じている。違う？」]
 74:  967| [47] [夏彦]
 75:  970| [45] [「で、でもどうして母さんはそんな事を……？」]
 76:  996| [47] [サリュ]
 77:  999| [45] [「詳しい事情は、私も本当に聞いていない」]
 78: 1025| [47] [サリュ]
 79: 1028| [45] [「だけど天川家に来る直前、博士はこう言っていた」]
 80: 1054| [47] [サリュ]
 81: 1057| [45] [「『どれだけ強固な砦を築いても、完全な平穏は保証されない。この街にも多くの穴がある』」]
 82: 1065| [47] [サリュ]
 83: 1068| [45] [「『適性度Ｓの夏彦は、他のコミュニケーターより危険な目に遭う確率が高い』」]
 84: 1076| [47] [サリュ]
 85: 1079| [45] [「『でも私は一緒にいてあげられない。だから優衣、あなたが夏彦を護ってあげて』」]
 86: 1087| [47] [夏彦]
 87: 1090| [45] [「母さんが、そんな事を……？」]
 88: 1095| [45] [すぐには信じられなかったが――思い当たる節もあった。]
 89: 1100| [47] [夏彦]
 90: 1101| [45] [（じゃあ、あの声は……そういう意味だったのか？）]
 91: 1106| [45] [昨日、エンパシーで聞いた母の心の声。]
 92: 1111| [45] [『やはり私はこの子に嫌われている。仕事が全て終わるまでは、いっそ会わない方が』……。]
 93: 1116| [45] [言葉を失う夏彦に、サリュは続けた。]
 94: 1142| [47] [サリュ]
 95: 1145| [45] [「……博士はこうも言っていた」]
 96: 1153| [47] [サリュ]
 97: 1156| [45] [「『あなたも夏彦も、心に欠けた部分がある。でもだからこそ、共に補完しあえるはず』」]
 98: 1164| [47] [サリュ]
 99: 1167| [45] [「『私は期待しているの。私が夏彦に与えられないものを、優衣が与えてくれる事を』」]
100: 1175| [47] [サリュ]
101: 1178| [45] [「『私が優衣に与えられないものを、夏彦が与えてくれる事を』」]
102: 1204| [47] [サリュ]
103: 1207| [45] [「……その言葉を聞いた時は、意味がよくわからなかった。でも今ならわかる気がする」]
104: 1215| [47] [サリュ]
105: 1218| [45] [「夏彦に出会ってから、ましろと友達になってから、私はたくさんのものを得た」]
106: 1226| [47] [サリュ]
107: 1229| [45] [「博士は嘘を言わなかった。だから信じるに足る」]
108: 1234| [45] [夏彦は目の前のサリュを見据えた。]
109: 1239| [45] [その硬い表情には、母と似た面影があった。]
110: 1244| [45] [ましろも静かな声で言う。]
111: 1288| [47] [ましろ]
112: 1291| [45] [「……夏彦、サリュの言ってる事は本当だよ」]
113: 1299| [47] [夏彦]
114: 1302| [45] [「え？」]
115: 1310| [47] [ましろ]
116: 1313| [45] [「博士はさ、いっつも夏彦のこと考えてるんだよ」]
117: 1339| [47] [ましろ]
118: 1342| [45] [「だいたい私がご飯作りに通うようになったのだって、博士に頼まれたからだったでしょ？」]
119: 1350| [47] [夏彦]
120: 1353| [45] [「確かに、そうだ……！」]
121: 1361| [47] [ましろ]
122: 1364| [45] [「博士は考えたんだよ。家を空けがちな自分の代わりに、夏彦と一緒にいる『家族』が必要だって」]
123: 1390| [47] [ましろ]
124: 1393| [45] [「悠里と２人きりじゃ、心の傷が深くなるばっかりだって思ってさ」]
125: 1419| [47] [ましろ]
126: 1422| [45] [「……きっとサリュが天川家に住むようになったのも、それを狙っての事だと思うよ」]
127: 1430| [47] [夏彦]
128: 1433| [45] [「……！」]
129: 1438| [45] [夏彦ははっとした。]
130: 1443| [45] [天川家に住む３人――夏彦・悠里・そしてサリュに、共通点がある事に気付いたのだ。]
131: 1448| [45] [それは家族関係が希薄な事。家庭の温もりを知らない事だ。]
132: 1453| [47] [夏彦]
133: 1454| [45] [（……補完しあうってのは、そういう意味か……！）]
134: 1459| [45] [そう気づいた瞬間、全ての疑問が氷解した。]
135: 1464| [45] [母が悠里を引き取った理由。サリュが家に来た理由。サリュに与えた『夏彦を護る』という使命。]
136: 1469| [45] [全てが母の意図の元、１つに繋がっていた。]
137: 1474| [47] [夏彦]
138: 1475| [45] [（……）]
139: 1480| [47] [夏彦]
140: 1481| [45] [（……なんでだよ、母さん）]
141: 1486| [47] [夏彦]
142: 1487| [45] [（なんで一言いってくれないんだよ……！？）]
143: 1537| [45] [そう思った時、夏彦の腕にはめられた時計が目に入った。]
144: 1542| [45] [『Ｓａｌｖｉａ』というブランドの腕時計。]
145: 1547| [45] [それは遠い昔、母が贈ってくれた品だった。]
146: 1601| [45] [それをもらった時の思い出が、夏彦の胸に蘇る。]
147: 1606| [45] [あれは何年前の事だったろう。]
148: 1611| [47] [夏彦]
149: 1612| [45] [（そうだ……ぼくが５歳の頃……）]
150: 1617| [47] [夏彦]
151: 1618| [45] [（父さんが死んだすぐ後の事だ）]
152: 1673| [45] [あの頃の母は、今ほど仕事人間ではなくて。]
153: 1678| [45] [最愛の夫を病で亡くしても、息子の前では決して涙を見せず、いつも静かに微笑んでいた。]
154: 1683| [45] [そして葬儀なども終わって落ち着いた頃、泣いてばかりいる夏彦に、母は優しく言ったのだ。]
155: 1709| [47] [美夜子]
156: 1712| [45] [「夏彦、あなたにこの時計を贈るわ」]
157: 1720| [47] [夏彦]
158: 1723| [45] [「え……とけい？」]
159: 1731| [47] [美夜子]
160: 1734| [45] [「お父さんの時計よ」]
161: 1742| [47] [美夜子]
162: 1745| [45] [「若い頃に私が贈って、あの人が最期の際までつけていた時計……」]
163: 1750| [45] [父の形見の品だった。]
164: 1755| [45] [母はそのベルトを変え、息子に与えたのだ。]
165: 1763| [47] [美夜子]
166: 1766| [45] [「一緒に、お父さんからあなたに宛てた手紙があるの……」]
167: 1771| [45] [母はそう言って、夏彦に手紙を渡した。]
168: 1776| [45] [その手紙には夏彦が読めるように、ひらがなばかりでこう書かれていた。]
169: 1814| [45] [夏彦へ]
170: 1817| [85] [　]
171: 1820| [45] [まだちいさなおまえをのこして、しんじまうおれをゆるしてくれ。]
172: 1823| [45] [かなしいよな。ほんとうにごめんな。]
173: 1826| [45] [でも、ないてばかりいちゃだめだ。]
174: 1829| [45] [おまえがなくと、きっとかあさんもかなしむ。]
175: 1832| [45] [かあさんはすごくつよそうにみえるが、%Nあれでいがいと、よわいところもおおいんだよ。]
176: 1835| [45] [だからおまえがささえてやってくれ。]
177: 1839| [45] [おまえは、つよいおとこのこだ。]
178: 1842| [45] [おれゆずりのせいぎかんと、%Nいたさやかなしさにまけないこころをもっている。]
179: 1845| [45] [そんなおまえを、おれはほこりにおもっている。]
180: 1848| [45] [つらくてもけっしてなかないで、%Nじぶんよりよわいひとをまもるんだ。]
181: 1851| [45] [そうしてひとをまもりつづけるのは、つらいことかもしれん。%Nきずつくことだっておおい。]
182: 1854| [45] [でもそのかわりに、おれがてんごくから、おまえをみまもってる。]
183: 1857| [45] [だから、つよくいきろ。]
184: 1860| [85] [　]
185: 1863| [45] [あいしてるぜ、むすこよ。]
186: 1866| [85] [　　　　　　　　　　]
187: 1867| [45] [おまえのちち　瞬より]
188: 1893| [45] [恐らく病床でしたためたであろう手紙の字は、ひどく荒れていた。]
189: 1898| [45] [それを見るとまた涙が出そうになったが――]
190: 1903| [45] [夏彦は、必死で堪えた。]
191: 1908| [45] [手紙を握り締めて震える彼を、母が優しく抱いて言う。]
192: 1934| [47] [美夜子]
193: 1937| [45] [「……お父さんはいつでも、あなたと一緒にいるわ」]
194: 1963| [47] [美夜子]
195: 1966| [45] [「そして私も、これからもずっと……」]
196: 1971| [45] [そう言う母の目には、涙が浮かんでいた。]
197: 1979| [47] [夏彦]
198: 1982| [45] [「……おかあさん、どうしてなくの？」]
199: 1990| [47] [夏彦]
200: 1993| [45] [「おとうさんがいなくなっても、ぼくがいっしょにいるから……」]
201: 2001| [47] [夏彦]
202: 2004| [45] [「……だから、なかないで」]
203: 2048| [45] [博士はうなずき、静かに目を瞑る。]
204: 2053| [45] [初めて見た母の涙は、かすかな音と共に床に落ちた。]
205: 2141| [45] [――あれ以来、昨日まで、母の涙を見た事はなかった。]
206: 2146| [45] [そして母はしばらくすると、悲しさを埋めるように仕事に明け暮れ、家にも寄り付かなくなってしまった。]
207: 2151| [45] [父が『護ってやってくれ』と言った母は、１人でも生きていける人だと思ったのだ。]
208: 2156| [45] [やがて夏彦は手紙を机の奥にしまい、大切だったはずのこの記憶も、ほとんど思い出す事もなくなっていたが――]
209: 2162| [47] [夏彦]
210: 2163| [45] [（……だからぼくは、ずっとこの時計を使っていたんだな）]
211: 2168| [45] [両親との絆の象徴を、夏彦はずっと身につけていた。]
212: 2173| [45] [夏彦の心の中で、母に対するわだかまりが、静かに解けていくのがわかった。]
213: 2178| [45] [もちろんいま会っても、すぐには普通の親子には戻れないだろう。]
214: 2183| [45] [だが、それでも――]
215: 2191| [47] [夏彦]
216: 2194| [45] [「……母さんに、会いに行こう」]
217: 2199| [45] [その言葉に、サリュもましろも無言でうなずいた。]
218: 2204| [45] [街の誰もが、夏彦たちに味方してはくれなかった。市も警察も学校も。]
219: 2209| [47] [夏彦]
220: 2210| [45] [（だけど、血を分けた肉親なら……）]
221: 2215| [45] [その思いが、夏彦たちに残された、最後の希望となっていた。]
222: 2223| [47] [夏彦]
223: 2226| [45] [「味方になってくれるなら、母さんほど心強い人はいない」]
224: 2252| [47] [ましろ]
225: 2255| [45] [「だね。何しろラボの幹部だし、世界最高クラスの科学者だし」]
226: 2281| [47] [サリュ]
227: 2284| [45] [「そう、私もあの人には勝てない」]
228: 2289| [45] [そう言って３人は、笑みを交わした。]
229: 2294| [45] [確かな希望が見えた事が、夏彦たちの勇気を一気に盛り立てていた。]
230: 2320| [47] [ましろ]
231: 2323| [45] [「……でも、どうやって博士に会うの？」]
232: 2331| [47] [ましろ]
233: 2334| [45] [「警備が強化されてるって言ってたし、建物の中に入るのは難しいと思うよ？」]
234: 2342| [47] [ましろ]
235: 2345| [45] [「噂によると、ラボの警備員は自衛隊からの出向者で、ゴム弾使用のマシンガンを持ってるとか……」]
236: 2353| [47] [夏彦]
237: 2356| [45] [「そう言えば宇喜多のおじさんも、『ラボでは超法規的警備が認められている』って言ってたな」]
238: 2382| [47] [サリュ]
239: 2385| [45] [「では、裏口から侵入する？　大きな建物なら、入口は複数ある可能性が高い」]
240: 2390| [45] [その問いに、夏彦は少し考えて答えた。]
241: 2398| [47] [夏彦]
242: 2401| [45] [「……いや、真正面から行こう」]
243: 2427| [47] [サリュ]
244: 2430| [45] [「え？」]
245: 2438| [47] [夏彦]
246: 2441| [45] [「もし警備員が内通者だったとしたら、コソコソ侵入したら逆に危ない」]
247: 2449| [47] [夏彦]
248: 2452| [45] [「物陰とかに連れ込まれて、始末される恐れがある」]
249: 2460| [47] [夏彦]
250: 2463| [45] [「でも堂々と正面から入っていけば、多くの人目に触れる。向こうも手出ししにくいはずだ」]
251: 2489| [47] [サリュ]
252: 2492| [45] [「しかし警備員が内通者じゃなければ、捕まってしまうのは明白だけど？」]
253: 2500| [47] [夏彦]
254: 2503| [45] [「問題ないさ。その警備員に母さんを連れてきてもらえば、目的は果たせる」]
255: 2529| [47] [ましろ]
256: 2532| [45] [「……確かに……でもさ、それってちょっと賭けだよね？」]
257: 2540| [47] [夏彦]
258: 2543| [45] [「あぁ賭けだ。だけど恐らく１番安全だし……それに正義はこっちにある」]
259: 2551| [47] [夏彦]
260: 2554| [45] [「正義の味方が、裏口からこっそり侵入なんて、カッコ悪いじゃないか」]
261: 2559| [45] [夏彦がにやりと笑って見せると、ましろは目を丸くした。]
262: 2585| [47] [ましろ]
263: 2588| [45] [「な、なんか夏彦……いつもとテンション違くない？」]
264: 2596| [47] [夏彦]
265: 2599| [45] [「なんだ忘れたのか、ましろ。まぁ９年も経つからしょうがないけど――」]
266: 2607| [47] [夏彦]
267: 2610| [45] [「これが本来のぼくだろ？」]
268: 2615| [45] [その言葉に、ましろがぱぁっと表情を輝かせた。]
269: 2659| [47] [ましろ]
270: 2662| [45] [「……それだよ夏彦！　その言葉を待ってたんだよ！」]
271: 2670| [47] [夏彦]
272: 2673| [45] [「よし、それじゃ２人とも、正面から行くって事で問題ないな！？」]
273: 2699| [47] [サリュ]
274: 2702| [45] [「確かに、最も合理的なアイディア」]
275: 2710| [47] [ましろ]
276: 2713| [45] [「うん！」]
277: 2718| [45] [３人はそう言って、笑顔をかわす。]
278: 2723| [45] [そして長い道の先を見据えた。]
279: 2767| [45] [行く手の夜空には、夏の大三角形が輝く。]
280: 2772| [45] [輝く３つの光は、夏彦たちの姿を象徴しているかのようで――。]
281: 2777| [47] [夏彦]
282: 2778| [45] [（ああ、こんな事が昔にもあったな……）]
283: 2783| [45] [ふと、夏彦は昔の事を思い出していた。]
284: 2788| [45] [――幼い頃、夏彦は正義のヒーローになりたかった。]
285: 2793| [45] [それに少しでも近づきたくて、危険を顧みず街を駆け回っていたのだ。]
286: 2798| [45] [だがその結果、悠里を傷つけることになった。]
287: 2803| [47] [夏彦]
288: 2804| [45] [（あの時からぼくの時間は、止まってたんだな……）]
289: 2809| [45] [それでもいいと、ずっと思っていた。]
290: 2814| [45] [自分の脆弱な正義感のせいで、誰かが傷つくのなら、いっそ何もしない方がいいと。]
291: 2819| [47] [夏彦]
292: 2820| [45] [（だけど……あの時とは違う）]
293: 2825| [47] [夏彦]
294: 2826| [45] [（今度こそ、何もかも護ってやる）]
295: 2831| [45] [夏彦は決意を胸に歩く。]
296: 2890| [45] [やがて夜空に浮かぶ星が、朝の光に消える頃――]
297: 2895| [45] [行く手に目的地が見えてきた。]
