  0:   50| [55] [√Double Chapter3]
  1:   62| [45] [――その頃、夏彦は――]
  2:  109| [45] [シェルターの中で悠里と共に、ましろの顔を見つめていた。]
  3:  114| [45] [ましろが苦しげに、うめき声を上げる。]
  4:  122| [47] [ましろ]
  5:  125| [45] [「う、ぅ………！」]
  6:  133| [47] [悠里]
  7:  136| [45] [「ましろん、苦しそうだね……」]
  8:  144| [47] [夏彦]
  9:  147| [45] [「……うん」]
 10:  152| [45] [何もできない事が、もどかしかった。]
 11:  157| [45] [目覚めたら、話したい事がたくさんあるのに。]
 12:  162| [45] [悠里が生きていた事も伝えてあげたいのに。]
 13:  216| [47] [夏彦]
 14:  217| [45] [（……なぁ、ましろ。９年前はお前も、こんな気持ちだったんだな……）]
 15:  222| [47] [夏彦]
 16:  223| [45] [（病院で自失したまま、目覚めないぼくを見ていたとき、こんな気持ちだったんだな）]
 17:  262| [45] [あの事件を境に、夏彦たちの日常は壊れてしまった。]
 18:  267| [45] [悠里が死んだと伝えられ、夏彦が自失し、目覚めてからは幻覚を見るようになって――]
 19:  272| [45] [いつも一緒にいた３人は、様々な意味で遠ざかってしまった。]
 20:  277| [47] [夏彦]
 21:  278| [45] [（でもあれからずいぶん経って、ようやくまた３人が揃ったのに……）]
 22:  283| [45] [夏彦が目覚めるまで見守ってくれていたましろは、いま夏彦たちの前に横たわっている。]
 23:  288| [45] [そして悠里はもしかしたら、ましろが目覚める前に――]
 24:  293| [45] [渡瀬によってＱに身柄を拘束され、どこかへ行ってしまうかもしれないのだ。]
 25:  298| [45] [親友だった２人は、２度と会えないかもしれないのだ。]
 26:  344| [47] [夏彦]
 27:  347| [45] [「……悠里、あれでよかったのか？」]
 28:  373| [47] [悠里]
 29:  376| [45] [「隊長さんとの、取引の事？」]
 30:  384| [47] [夏彦]
 31:  387| [45] [「あぁ。このままじゃましろとも、お別れになっちゃうんだぞ？」]
 32:  395| [47] [夏彦]
 33:  398| [45] [「後から全てを聞かされたら、ましろはどんなに悲しむか……」]
 34:  403| [45] [そう言うと、悠里はふとため息をついた。]
 35:  429| [47] [悠里]
 36:  432| [45] [「あのね、ひこりん……確かにましろんは悲しんでくれるかもしれないけど、それは一時的なものだよ？」]
 37:  440| [47] [夏彦]
 38:  443| [45] [「え？」]
 39:  469| [47] [悠里]
 40:  472| [45] [「だってましろん、きっとわたしが生きてるって知った時、複雑な気持ちになると思う」]
 41:  480| [47] [夏彦]
 42:  483| [45] [「な、なんで！？」]
 43:  540| [47] [悠里]
 44:  543| [45] [「なんでって……気付いてないわけないよね？　ましろんはひこりんの事、大好きなんだよ？」]
 45:  551| [47] [夏彦]
 46:  554| [45] [「……っ」]
 47:  609| [47] [悠里]
 48:  612| [45] [「好きだから危険を冒して、ひこりんと一緒にラボまでやってきたんだよ」]
 49:  645| [47] [悠里]
 50:  648| [45] [「なのにわたしがいきなり現れて、ひこりんを横取りしたら、いくらましろんでも怒るよ」]
 51:  656| [47] [夏彦]
 52:  659| [45] [「あ、あのな、悠里……」]
 53:  685| [47] [悠里]
 54:  688| [45] [「もちろん隊長さんと取引したのは、みんなを助けるためだけどさ。これはわたしが身を引くいい機会でもあるんだよ」]
 55:  714| [47] [悠里]
 56:  717| [45] [「邪魔なわたしがいなくなって、ましろんとひこりんが一緒になってさ。うん、やっぱりそれが一番いい――」]
 57:  725| [47] [夏彦]
