  0:   50| [55] [√Double Chapter 4]
  1:  107| [45] [--At that moment, Natsuhiko was enveloped in an intense floral scent.]
  2:  112| [45] [And then--]
  3:  232| [47] [Natsuhiko]
  4:  235| [45] ["...?"]
  5:  240| [45] [He suddenly realized he was standing in some unfamiliar place.]
  6:  245| [45] [He appeared to be in the crumbling corridor of an apartment complex.]
  7:  253| [47] [Natsuhiko]
  8:  256| [45] ["Why am I suddenly in a place like this...?"]
  9:  261| [45] [Once he muttered that, he heard a voice in front of him.]
 10:  269| [47] [???]
 11:  272| [45] ["Well, that's 'cause this here's a place of Jun's origin-- in a certain sense."]
 12:  297| [47] [Natsuhiko]
 13:  300| [45] ["!!"]
 14:  334| [45] [Before he realized it, Subject N was standing right before him.]
 15:  342| [47] [Natsuhiko]
 16:  345| [45] ["You... What... what the hell is this!?"]
 17:  353| [47] [Natsuhiko]
 18:  356| [45] ["What do you mean 'a place of Jun's origin'!?"]
 19:  382| [47] [Subject N]
 20:  385| [45] ["See, this is where Jun lost someone precious to her nine years back."]
 21:  442| [47] [Subject N]
 22:  445| [45] ["The Rokumei Municipal Apartment Complex got hit by a gas explosion. That's how Jun lost Nagisa."]
 23:  453| [47] [Subject N]
 24:  456| [45] ["She failed to save the girl who was like a little sister to her..."]
 25:  461| [47] [Natsuhiko]
 26:  462| [45] ["..."]
 27:  495| [47] [Subject N]
 28:  498| [45] ["It hurt Jun like a bitch after that. Like, can you even begin to imagine?"]
 29:  506| [47] [Subject N]
 30:  509| [45] ["She kept mulling over this same thought: 'I failed to save her 'cause I was so weak'."]
 31:  517| [47] [Subject N]
 32:  520| [45] ["'So I gotta get stronger.'"]
 33:  546| [47] [Subject N]
 34:  549| [45] ["Jun's a cute little thing like that, ain't she...? That's why I learned her a thing or two."]
 35:  575| [47] [Subject N]
 36:  578| [45] ["'Today's dispatch is messed up.' 'Step up your game, or everyone's good as dead.'"]
 37:  586| [47] [Subject N]
 38:  589| [45] ["'Gotta protect everyone even if it means killing anyone suspicious.' Y'know, basic stuff."]
 39:  612| [47] [Natsuhiko]
 40:  615| [45] ["Wha...!?"]
 41:  623| [47] [Natsuhiko]
 42:  626| [45] ["Are you saying that's what made Jun go mad like that!?"]
 43:  652| [47] [Subject N]
 44:  655| [45] ["Could you please not say it like it's my fault, bro? I basically just gave Jun the fuel she wanted."]
 45:  663| [47] [Natsuhiko]
 46:  666| [45] ["Shut up! Jun's not that kind of person!"]
 47:  692| [47] [Subject N]
 48:  695| [45] ["Seriously? You really think so?"]
 49:  721| [47] [Subject N]
 50:  724| [45] ["'The hell do you know about Jun?"]
 51:  732| [47] [Natsuhiko]
 52:  735| [45] ["The hell do I know...?"]
 53:  787| [47] [Subject N]
 54:  790| [45] ["You've seen all of Jun's memories, yeah?"]
 55:  798| [47] [Subject N]
 56:  801| [45] ["Well, whaddya think? Was Jun exactly how you'd pictured her?"]
 57:  817| [47] [Natsuhiko]
 58:  820| [45] ["..."]
 59:  854| [47] [Subject N]
 60:  857| [45] ["There ain't no telling what lies behind the masks people wear."]
 61:  865| [47] [Subject N]
 62:  868| [45] ["Life or death situations really bring out the ugly side of people."]
 63:  902| [47] [Subject N]
 64:  905| [45] ["Anything I'm saying here ringing any bells...?"]
 65:  910| [45] [--Her words caused Natsuhiko to realize something.]
 66:  915| [47] [Natsuhiko]
 67:  916| [45] [(I'm not one to talk either, am I...!?)]
 68:  978| [47] [Natsuhiko]
 69:  979| [45] [(I tried to kill Watase once...)]
 70:  984| [47] [Natsuhiko]
 71:  985| [45] [(And I was planning on erasing him once I got out of here too...!)]
 72: 1026| [47] [Subject N]
 73: 1029| [45] ["Oh? Looks like I did ring some bells then, eh?"]
 74: 1037| [47] [Natsuhiko]
 75: 1040| [45] ["I-it's not like I wanted to! I had no other choice--"]
 76: 1074| [47] [Subject N]
 77: 1077| [45] ["No other choice... but to do what?"]
 78: 1085| [47] [Natsuhiko]
 79: 1088| [45] ["To try... to kill Watase..."]
 80: 1104| [47] [Subject N]
 81: 1107| [45] ["To protect someone, right?"]
 82: 1115| [47] [Natsuhiko]
 83: 1118| [45] ["R-right. But that's only because there was no other way..."]
 84: 1152| [47] [Subject N]
