  0:   45| [55] [√Before Chapter8]
  1:   59| [45] [血はとめどなく流れていた。]
  2:  126| [45] [脇腹、左腕、右脚から。]
  3:  208| [45] [視界が暗くなり、寒気がしてくる。]
  4:  275| [45] [血を失いすぎているのがわかった。]
  5:  357| [45] [だが血塗れになって走っても、男を倒す武器など見つからない。]
  6:  467| [45] [あてのない逃走の果てに、夏彦は――]
  7:  472| [45] [奇妙な場所に辿り着いた。]
  8:  605| [45] [――そこは広々とした、ホールのような場所だった。]
  9:  610| [45] [円柱状の巨大な機械が並び、駆動音を立てている。]
 10:  615| [47] [夏彦]
 11:  616| [45] [（こ……ここは……？）]
 12:  621| [45] [この場所に至る経路を、夏彦は覚えていなかった。]
 13:  626| [45] [たびたび意識が途切れかけていたのだ。]
 14:  631| [47] [夏彦]
 15:  632| [45] [（……い、いや……そんなことはどうでもいい）]
 16:  637| [47] [夏彦]
 17:  638| [45] [（なにか武器になるものは――）]
 18:  643| [45] [霞みつつある夏彦の思考を]
 19:  666| [45] [銃声が遮った。]
 20:  680| [47] [夏彦]
 21:  683| [45] [「がッ……！」]
 22:  737| [45] [弾丸がまたも左腕を貫き、夏彦はその場に倒れこんだ。]
 23:  792| [45] [上腕動脈が破れたらしく、勢いよく鮮血がほとばしる。]
 24:  797| [47] [夏彦]
 25:  798| [45] [（こ……これはもう……！）]
 26:  803| [45] [恐らく、致命傷だった。]
 27:  808| [45] [血溜まりの中に沈む夏彦に、男の声が浴びせられる。]
 28:  870| [47] [渡瀬]
 29:  873| [45] [「――ここがお前の死に場所か？」]
 30:  878| [45] [男はずっと追ってきていたらしい。]
 31:  883| [45] [その事にさえ気付いていなかった。]
 32:  909| [47] [渡瀬]
 33:  912| [45] [「お前らにはちょうどいい墓だな」]
 34:  937| [45] [男が夏彦の手を踏みつけ、持っていたセキュリティカードを割る。]
 35:  942| [47] [夏彦]
 36:  943| [45] [（あ……ぐ……）]
 37:  948| [45] [手を踏みにじられたというのに、もはや叫び声も出ない。]
 38:  953| [45] [のろのろと顔を上げる夏彦に、男は問いかけた。]
 39:  979| [47] [渡瀬]
 40:  982| [45] [「気分はどうだ？　痛いか？」]
 41:  987| [47] [夏彦]
 42:  988| [45] [「……」]
 43: 1014| [47] [渡瀬]
 44: 1017| [45] [「いずれにせよあいつが、貴様らから受けた痛みは、この程度では済まないけどな」]
 45: 1025| [47] [渡瀬]
 46: 1028| [45] [「その１００００分の１でも味わいながら、苦しみつつそこで死ね」]
 47: 1033| [47] [夏彦]
 48: 1034| [45] [「……」]
 49: 1039| [45] [夏彦は何も言えない。]
 50: 1044| [45] [ただ無言のまま、疑問を感じていた。]
 51: 1049| [47] [夏彦]
 52: 1050| [45] [（奴は、なにを……）]
 53: 1055| [47] [夏彦]
 54: 1056| [45] [（……あいつって、誰のことだ……？）]
 55: 1155| [45] [だが疑問の答えは出ないまま、視界が暗くなってきた。]
 56: 1160| [45] [男が踵を返して言う。]
 57: 1168| [47] [渡瀬]
 58: 1171| [45] [「……お前の次は、あの娘だ」]
 59: 1179| [47] [渡瀬]
 60: 1182| [45] [「じゃあな、コミュニケーター」]
 61: 1200| [47] [夏彦]
 62: 1201| [45] [（――ッ！？）]
 63: 1206| [45] [その言葉を聞き、夏彦は息を呑んだ。]
 64: 1317| [47] [夏彦]
 65: 1318| [45] [（まさか、ましろを追いかけて……）]
 66: 1369| [47] [夏彦]
 67: 1370| [45] [（殺すつもりなのか……！？）]
 68: 1467| [45] [瞬間、夏彦の意識は奮い立った。]
 69: 1472| [45] [『ましろを護りたい』という想いが、夏彦の思考を覚醒させていた。]
 70: 1477| [45] [その身からは大量の血が失われ、もう長くは持たないだろう。]
 71: 1482| [45] [武器もなく、テレパシーも通用しない。]
 72: 1487| [45] [だが、それでもなお――]
 73: 1492| [47] [夏彦]
 74: 1493| [45] [（……考えるんだ、奴を止める方法を……！）]
 75: 1507| [45] [夏彦は瞬時に思考を巡らせた。]
 76: 1512| [45] [全ての希望を失ったこの状況下で。]
 77: 1517| [45] [そして果てのない闇の中に――]
 78: 1616| [47] [夏彦]
 79: 1617| [45] [（……！）]
 80: 1622| [45] [ただ１つの光明を見つけた。]
 81: 1627| [47] [夏彦]
 82: 1628| [45] [（……ぼくの、能力……）]
 83: 1633| [47] [夏彦]
 84: 1634| [45] [（『心と心をつなぐ』、あの力……）]
 85: 1639| [47] [夏彦]
 86: 1640| [45] [（あれを使って、奴を倒せないか……！？）]
 87: 1685| [45] [ましろの心と繋がった時、彼女の記憶が手に取るように見えた。]
 88: 1690| [45] [どの記憶も脆そうで、力を込めれば砕けてしまいそうだった。]
 89: 1737| [47] [夏彦]
 90: 1738| [45] [（でももちろん、あれは現実じゃない……）]
 91: 1743| [47] [夏彦]
 92: 1744| [45] [（ましろの脳内で起きている作用が、ああいう形で視覚化されてたんじゃないか……！？）]
 93: 1749| [45] [第３の能力が、どういう原理で起きる現象なのかはわからない。]
 94: 1754| [45] [しかし人の記憶に潜るような――]
 95: 1759| [45] [頭脳に直接干渉するような、常軌を逸したＢＣ能力なのだ。]
 96: 1764| [47] [夏彦]
 97: 1765| [45] [（だったらぼくの意思次第で、奴の脳に、直接ダメージを与える事もできるかもしれない……！）]
 98: 1770| [45] [それはとても光明と呼べないような、希望的観測に過ぎないだろう。]
 99: 1775| [45] [だがそう考えたとき、夏彦は思い出した。]
100: 1788| [45] [サリュに『鹿鳴市の七不思議』を教えた時、思い出せなかった最後の噂を。]
101: 1793| [45] [七不思議その５、『正しいやり方を知らずにＢＣを使っていると、そのコミュニケーターはやがて、心が壊れてしまう』の逆――]
102: 1881| [85] [　%N　%N]
103: 1885| [47] [七不思議　その７]
104: 1891| [47] [正しくないやり方で、ＢＣを使い過ぎると]
105: 1897| [47] [――その対象となった者の心も、壊れてしまう――]
106: 2040| [47] [夏彦]
107: 2041| [45] [（こ……これの事か……！？）]
108: 2046| [47] [夏彦]
109: 2047| [45] [（強力なＢＣは、本当に、相手の心を壊す事ができるんじゃないのか！？）]
110: 2052| [45] [その事に思い当たった瞬間、]
111: 2073| [45] [夏彦の全身に力が蘇った。]
112: 2111| [47] [夏彦]
