  0:   92| [55] [√Double Chapter1]
  1:  104| [45] [――――――]
  2:  109| [45] [――――]
  3:  114| [45] [――]
  4:  174| [47] [夏彦]
  5:  175| [45] [「―――………」]
  6:  180| [45] [夏彦は、現実に帰ってきた。]
  7:  206| [47] [悠里]
  8:  209| [45] [「――大丈夫、ひこりん？」]
  9:  214| [45] [悠里の声が聞こえたが、視界はぼやけていた。]
 10:  219| [45] [夏彦の眼には、涙が滲んでいたのだ。]
 11:  237| [47] [夏彦]
 12:  240| [45] [「……悠里」]
 13:  266| [47] [悠里]
 14:  269| [45] [「ごめんね、ずっと騙していて……」]
 15:  274| [45] [あの時と同じ言葉を、悠里は口にした。]
 16:  279| [47] [夏彦]
 17:  280| [45] [（騙してたなんて……そんなこと言わないでくれ……！）]
 18:  331| [45] [――悠里の身と引き換えに、夏彦は９年間自由でいられたのだ。]
 19:  336| [45] [しかしそれは夏彦にとって、耐え難い事実でもあった。]
 20:  341| [47] [夏彦]
 21:  342| [45] [（くそ、ぼくはなんなんだ……！）]
 22:  347| [47] [夏彦]
 23:  348| [45] [（大切な女の子たちに、何年間も守られて……）]
 24:  353| [47] [夏彦]
 25:  354| [45] [（その事に気付きもしないで、平然としていたなんて！）]
 26:  359| [45] [悔しさと情けなさが、夏彦をさいなむ。]
 27:  377| [47] [夏彦]
 28:  380| [45] [「どうして……そんなに優しくなれるんだ……？」]
 29:  406| [47] [悠里]
 30:  409| [45] [「え……？」]
 31:  417| [47] [夏彦]
 32:  420| [45] [「ぼくのせいで、君は９年間も人生を無駄にしてしまったのに……」]
 33:  428| [47] [夏彦]
 34:  431| [45] [「恨み言の１つも言わないで、誰にも語る事もなく、今日もぼくを助けようとして……」]
 35:  439| [47] [夏彦]
 36:  442| [45] [「どうして、ぼくなんかのために、そんな事ができるんだ……」]
 37:  450| [47] [夏彦]
 38:  453| [45] [「どうして自分の事を、もっと大切に考えられないんだ……！」]
 39:  458| [45] [その問いに悠里は、静かに答える。]
 40:  484| [47] [悠里]
 41:  487| [45] [「……わたしはね、ひこりん」]
 42:  495| [47] [悠里]
 43:  498| [45] [「一生、ここから出られないと思ってたんだよ」]
 44:  506| [47] [悠里]
 45:  509| [45] [「だからひこりんがわたしを忘れて、ましろんと幸せになれるならそれでいいって……」]
 46:  535| [47] [悠里]
 47:  538| [45] [「そう思っただけなんだよ。本当にそれだけなの」]
 48:  543| [45] [悠里が寂しそうに微笑む。]
 49:  548| [45] [ずっと昔に大切なものを、諦めたような表情で――]
 50:  553| [45] [それを見た夏彦は、彼女の気持ちを理解した。]
 51:  598| [47] [夏彦]
 52:  599| [45] [（そうか、悠里は……諦めたんだ）]
 53:  604| [47] [夏彦]
 54:  605| [45] [（希望のない日々を生き抜くため、自分の未来に関するあらゆる希望を……！）]
 55:  610| [45] [だが――そんな事に普通の人間が、耐えられるわけはない。]
 56:  615| [45] [悠里の本心は、救われる事を望んでいるはずなのだ。]
 57:  620| [47] [夏彦]
 58:  621| [45] [（……だって悠里は、ぼくに『助けて』と言ったんだ）]
 59:  626| [47] [夏彦]
 60:  627| [45] [（他の誰でもない、ぼくに救いを求めたんだ）]
 61:  632| [45] [そして夏彦の前に姿を現し、自分の心を覗かせた。]
 62:  637| [45] [それは彼女自身でさえ気付いていない、ほんの小さな理性のほころびかもしれない。]
 63:  642| [45] [しかし、それを見逃すわけにはいかなかった。]
 64:  647| [47] [夏彦]
 65:  648| [45] [（他の誰がそれを見逃そうと、ぼくだけは見逃しちゃいけない……！）]
 66:  657| [45] [夏彦は涙を拭い、悠里を見据えた。]
 67:  665| [47] [夏彦]
 68:  668| [45] [「……なぁ、悠里」]
 69:  676| [47] [夏彦]
 70:  679| [45] [「失った時間を、取り戻せると思うか……？」]
 71:  705| [47] [悠里]
 72:  708| [45] [「そ、それは……」]
 73:  734| [47] [悠里]
 74:  737| [45] [「むりだよ……記憶は変えられても、事実は変えられないんだから」]
 75:  742| [45] [――それが当たり前の答えだろう。]
 76:  747| [45] [だが夏彦は納得しなかった。]
 77:  755| [47] [夏彦]
 78:  758| [45] [「……いや、それでもやってやる」]
 79:  784| [47] [悠里]
 80:  787| [45] [「え？」]
 81:  795| [47] [夏彦]
 82:  798| [45] [「ぼくが君の失った時間を、必ず取り戻してやる」]
 83:  806| [47] [夏彦]
 84:  809| [45] [「『一生ここから出られない』なんて、そんな馬鹿な話あっていいわけがない」]
 85:  817| [47] [夏彦]
 86:  820| [45] [「ぼくがこの命に替えても、君を自由にしてやる」]
 87:  846| [47] [悠里]
 88:  849| [45] [「そんな、命に替えてなんて……！」]
 89:  875| [47] [悠里]
 90:  878| [45] [「それじゃなんのために９年前、ひこりんを助けたのかわからなくなっちゃうよ！」]
 91:  886| [47] [夏彦]
 92:  889| [45] [「頼む、せめてそれくらいはさせてくれ……」]
 93:  897| [47] [夏彦]
 94:  900| [45] [「君と出会い、今日まで過ごした日々は、本当に楽しかったんだ」]
 95:  908| [47] [夏彦]
 96:  911| [45] [「それが嘘だったって言うなら、その嘘を真実に変えてみせる……！」]
 97:  919| [47] [夏彦]
 98:  922| [45] [「君が幻だったって言うなら、現実に変えてみせる！」]
 99:  927| [45] [それが悠里のためにできる、唯一の事だった。]
100:  932| [45] [９年前彼女に救われ、今日まで護り続けられてきた、その恩を返すために――。]
101:  940| [47] [夏彦]
102:  943| [45] [「この施設から生きて出よう、悠里」]
103:  951| [47] [夏彦]
104:  954| [45] [「本当は君だって、それを望んでいるはずだ」]
105: 1015| [47] [悠里]
106: 1018| [45] [「……！」]
107: 1023| [45] [悠里の目が見開かれる。]
108: 1028| [45] [やがてその目に、安堵と嬉しさの色が浮かんだ。]
109: 1054| [47] [悠里]
110: 1057| [45] [「……うん」]
111: 1062| [45] [それは９年間、彼女が胸の内に止めていた言葉――自由を望む声だった。]
112: 1069| [45] [夏彦は力強くうなずき、それから言う。]
113: 1083| [47] [夏彦]
114: 1086| [45] [「……よし、それじゃその前に、やる事がたくさん残ってる」]
115: 1112| [47] [悠里]
116: 1115| [45] [「そうだね、まずはましろんを助けなきゃだね？」]
117: 1123| [47] [夏彦]
118: 1126| [45] [「あぁ。無事ならいいんだけど……！」]
119: 1152| [47] [悠里]
120: 1155| [45] [「……心配なら、隊長さんにもう１度センシズシンパシーを使ったらどうかな」]
121: 1163| [47] [夏彦]
122: 1166| [45] [「え？　離れていてもセンシズシンパシーって使えるのか？」]
123: 1171| [45] [テレパシーやエンパシーと同じく、センシズシンパシーにも当然有効範囲があるだろう。]
124: 1176| [45] [そしてテレパシーよりエンパシーの方が有効範囲が狭い事を考えると、センシズシンパシーはもっと狭いと思ったが――]
125: 1202| [47] [悠里]
126: 1205| [45] [「確かに初めて心に潜る時は、ほとんど密着していないとだめだけど……」]
127: 1231| [47] [悠里]
128: 1234| [45] [「過去に心を繋いだ事がある相手なら、離れていても心に潜れるんだよ」]
129: 1260| [47] [悠里]
130: 1263| [45] [「といっても、エンパシーの有効範囲くらいまでだけど」]
131: 1271| [47] [夏彦]
132: 1274| [45] [「そ、そういうもんなのか？」]
133: 1301| [47] [悠里]
134: 1304| [45] [「『メルト効果』っていうんだけどね」]
135: 1312| [47] [悠里]
136: 1315| [45] [「１度でもセンシズシンパシーを使った事がある相手とは、心の一部が融け合って、２度目以降は格段に同調しやすくなるの」]
137: 1382| [47] [悠里]
138: 1385| [45] [「ひこりんが今朝ラボに来たとき、わたしはひこりんと離れていても、心を繋ぐ事ができたでしょ？」]
139: 1390| [47] [夏彦]
140: 1393| [45] [「そういえば、確かに……」]
141: 1442| [47] [悠里]
142: 1445| [45] [「しかも隊長さんとひこりんは、何時間にも渡って、同調し続けていたんだよね？」]
143: 1479| [47] [悠里]
144: 1482| [45] [「だったらきっと、もういつでも心を繋げられるはずだよ」]
145: 1490| [47] [夏彦]
146: 1493| [45] [「……そうか」]
147: 1498| [45] [渡瀬と心が融け合ったというのもぞっとしない話だが、いつでも感覚を同調させられるという事は好都合だ。]
148: 1506| [47] [夏彦]
149: 1509| [45] [「わかった、ちょっとやってみるよ」]
