  0:   76| [55] [√Before Chapter1]
  1:  130| [45] [その後、２時限目の授業も終わり――]
  2:  218| [45] [昼休みになると、ましろが声をかけてきた。]
  3:  244| [47] [ましろ]
  4:  247| [45] [「はいはーい、ごはんの時間だよー。夏彦一緒に食べよーよ」]
  5:  266| [47] [夏彦]
  6:  269| [45] [「あぁ、それはいいけど……」]
  7:  295| [47] [ましろ]
  8:  298| [45] [「ん？　何かほかの約束でもあるの？」]
  9:  306| [47] [夏彦]
 10:  309| [45] [「いや、悠里はちゃんとご飯食べてるかって……ふと心配になってさ」]
 11:  335| [47] [ましろ]
 12:  338| [45] [「何言ってんの。いつも通り、お昼ごはんも作りおきしてあるよ」]
 13:  346| [47] [夏彦]
 14:  349| [45] [「そ、そうだったな」]
 15:  375| [47] [ましろ]
 16:  378| [45] [「全く夏彦は……いつでもどこでも悠里悠里なんだもんなぁ」]
 17:  386| [47] [夏彦]
 18:  389| [45] [「悪かったって。それじゃ購買にでも行こう」]
 19:  401| [47] [夏彦]
 20:  404| [45] [「おっ、いいな」]
 21:  437| [47] [ましろ]
 22:  440| [45] [「もう私おなかペコペコだよ。食物確保にいこうよぅ」]
 23:  445| [45] [ましろは天川家に朝食を作りには来るが、弁当は用意しない。]
 24:  450| [45] [『お弁当も作ってあげようか？』という申し出を、夏彦は体裁を気にして、固辞したのだ。]
 25:  458| [47] [夏彦]
 26:  461| [45] [「それじゃどうするかな。購買にするか？　学食にしようか？」]
 27:  494| [47] [ましろ]
 28:  497| [45] [「ん～、今からじゃ学食は混んでるだろうしねぇ」]
 29:  523| [47] [ましろ]
 30:  526| [45] [「ここは素直に購買に行っとこう」]
 31:  534| [47] [夏彦]
 32:  537| [45] [「了解」]
 33:  548| [47] [夏彦]
 34:  551| [45] [「今日はぼく、男の友達連中と食べたい気分なんだけど……」]
 35:  577| [47] [ましろ]
 36:  580| [45] [「えー？　ま、いいけど……」]
 37:  606| [47] [ましろ]
 38:  609| [45] [「それじゃせめて、購買行くの付き合ってよ」]
 39:  617| [47] [ましろ]
 40:  620| [45] [「昼休みは混みまくるから、体格のいい男子じゃなきゃ買いにくいし」]
 41:  628| [47] [夏彦]
 42:  631| [45] [「あぁいいよ。ちょうどぼくも購買行こうと思ってたしさ」]
 43:  657| [47] [ましろ]
 44:  660| [45] [「ん、それじゃ行こっか」]
 45:  752| [45] [夏彦たちは教室を出た。]
 46:  757| [45] [教室や中庭で、生徒たちが昼食を囲み談笑している。]
 47:  762| [45] [廊下を歩いているだけでも、あらゆる所から声が聞こえてきた。]
 48:  788| [47] [ましろ]
 49:  791| [45] [「いやぁ、今日も賑やかだね」]
 50:  799| [47] [夏彦]
 51:  802| [45] [「いや、賑やか過ぎるだろ……」]
 52:  807| [45] [距離も何も関係なく、学内のあらゆるところでなされている会話が聞こえるのだ。]
 53:  830| [45] [――たとえばどこかで展開する、青春の一幕も。]
 54:  884| [85] [《む……宗像さん！　　　]
 55:  886| [85] [　俺はあなたが好きです！]
 56:  888| [85] [　付き合ってください！》]
 57:  899| [86] [青春男子]
 58:  900| [86] [《む……宗像さん！　俺はあなたが好きです！　付き合ってください！》]
 59:  908| [85] [《だ、誰！？　　　　　　]
 60:  910| [85] [　っていうかテレパシーで]
 61:  912| [85] [　告白しないでよ！　　　]
 62:  914| [85] [　恥ずかしいじゃない！》]
 63:  925| [86] [宗像さん]
 64:  926| [86] [《だ、誰！？　っていうかテレパシーで告白しないでよ！　恥ずかしいじゃない！》]
 65:  932| [85] [《２度と　　　　　　　　]
 66:  934| [85] [　こんな事はしないで！》]
 67:  945| [86] [宗像さん]
 68:  946| [86] [《２度とこんな事はしないで！》]
 69:  958| [85] [《あ、宗像さん……　　　]
 70:  960| [85] [　　　宗像さぁ～ん！！》]
 71:  976| [86] [青春男子]
 72:  977| [86] [《あ、宗像さん……宗像さぁ～ん！！》]
 73:  991| [45] [――ＢＣをスポーツに利用しようとする者の声も。]
 74: 1009| [85] [《……おい、　　　　　　]
 75: 1011| [85] [　　次はカーブで行くぞ》]
 76: 1022| [86] [ピッチャー]
 77: 1023| [86] [《……おい、次はカーブで行くぞ》]
 78: 1030| [85] [《ＯＫ、ストライクゾーン]
 79: 1032| [85] [　　　ぎりぎり狙ってけ》]
 80: 1043| [86] [キャッチャー]
 81: 1044| [86] [《ＯＫ、ストライクゾーンぎりぎり狙ってけ》]
 82: 1056| [85] [《あのさぁ、お前らテレパシーだだ漏れだぞ？》]
 83: 1067| [86] [バッター]
 84: 1068| [86] [《あのさぁ、お前らテレパシーだだ漏れだぞ？》]
 85: 1076| [85] [《まずい、選球変えろ！　]
 86: 1078| [85] [　やっぱフォークだ　　　]
 87: 1080| [85] [　　　　　　フォーク！》]
 88: 1091| [86] [キャッチャー]
 89: 1092| [86] [《まずい、選球変えろ！　やっぱフォークだフォーク！》]
 90: 1102| [85] [《だから漏れてるって。普通にサイン使えよ》]
 91: 1118| [86] [バッター]
 92: 1119| [86] [《だから漏れてるって。普通にサイン使えよ》]
 93: 1133| [45] [――あるいはＢＣを使って不特定多数の人々に、己の声を聞かせようとする確信犯も。]
 94: 1156| [85] [《ハローエブリバディ！　軽音部ゲリラライブのお時間だ！！》]
 95: 1167| [86] [ボーカル]
 96: 1168| [86] [《ハローエブリバディ！　軽音部ゲリラライブのお時間だ！！》]
 97: 1174| [85] [《今日は校内の皆に、我が　　　　　　　　　　　　　　　　　]
 98: 1176| [85] [　　　　『エンジェル神谷とザ・コミュニケーターズ』　　　　]
 99: 1178| [85] [　　　　　　　　　　　　　　　の新曲を披露しちゃうよ！？》]
100: 1189| [86] [ボーカル]
101: 1190| [86] [《今日は校内の皆に、我が『エンジェル神谷とザ・コミュニケーターズ』の新曲を披露しちゃうよ！？》]
102: 1196| [85] [《それじゃさっそく行こうか！　　　　　　　　　　　　　　　]
103: 1198| [85] [　　　　　１曲目『コミュニケーション・ブレイクスルー』！》]
